id;cat_name;count
2068;Справочник персоналий: Департамент торговли и услуг города Москвы;7
2069;Мосты;765
2070;График приема граждан: Департамент городского имущества города Москвы;10
2071;Справочник персоналий: Департамент городского имущества города Москвы;53
2072;Результаты ЕГЭ;2859
2073;Справочник персоналий: Департамент градостроительной политики города Москвы;6
2074;Доля детей, привлекаемых к участию в творческих мероприятиях, от общего числа детей, состоящих на учете в организациях социального обслуживания;12
2075;Справочник персоналий: Департамент экономической политики и развития города Москвы;25
2076;График приема граждан: Департамент градостроительной политики города Москвы;5
2077;График приема граждан: Департамент экономической политики и развития города Москвы;6
2081;Численность безработных граждан, состоящих на учете в службе занятости населения, на конец периода;116
2082;Численность граждан, незанятых трудовой деятельностью, состоящих на учете в службе занятости населения, на конец периода;116
2083;Численность безработных выпускников организаций высшего образования, состоящих на учете в службе занятости населения, на конец периода;116
2084;Численность постоянного населения в трудоспособном возрасте;25
2085;Численность постоянного населения в возрасте моложе трудоспособного;25
2086;Численность безработных, которым назначено пособие по безработице;124
2087;Среднемесячная номинальная начисленная заработная плата;29
2088;Информация по вводу жилья;54
2101;Справочник персоналий: Комитет города Москвы по ценовой политике в строительстве и государственной экспертизе проектов;3
2102;График приема граждан: Комитет города Москвы по обеспечению реализации инвестиционных проектов в строительстве и контролю в области долевого строительства;3
2103;Справочник персоналий: Комитет города Москвы по обеспечению реализации инвестиционных проектов в строительстве и контролю в области долевого строительства;13
2104;График приема граждан: Комитет города Москвы по ценовой политике в строительстве и государственной экспертизе проектов;1
2105;(Архив) Высшие учебные заведения города Москвы, предоставляющие право на бесплатное оформление социальной карты;139
2106;Показатели консолидированного бюджета города Москвы;1
2107;График приема граждан: Департамент культуры города Москвы;3
2108;Справочник персоналий: Московская административная дорожная инспекция;6
2109;График приема граждан: Департамент национальной политики, межрегиональных связей и туризма города Москвы;2
2110;Справочник персоналий: Департамент образования и науки города Москвы;23
2111;График приема граждан: Департамент образования и науки города Москвы;8
2112;График приема граждан: Московская административная дорожная инспекция;6
2113;(Архив) Календарь туристических мероприятий на 2016 год;30
2114;Реестр организаций-застройщиков города Москвы, привлекающих денежные средства участников долевого строительства;256
2115;Танцевальные площадки в парках;29
2116;Музыкальные площадки в парках;40
2117;Наименования органов исполнительной власти субъектов Российской Федерации, осуществляющих полномочия в области государственной экспертизы проектной документации, государственной экспертизы результатов инженерных изысканий и в области контроля за соблюдением органами местного самоуправления законодательства о градостроительной деятельности;1
2121;График приема граждан: Департамент природопользования и охраны окружающей среды города Москвы;7
2122;Справочник персоналий: Департамент природопользования и охраны окружающей среды города Москвы;14
2123;(Архив) Государственный охотхозяйственный реестр;11
2126;(Архив) Новогодние мероприятия;305
2127;Справочник персоналий: Главное контрольное управление города Москвы;7
2128;График приема граждан: Главное контрольное управление города Москвы;6
2236;Справочник персоналий: Управление государственной службы и кадров Правительства Москвы;9
2237;Единая база вакансий Правительства города Москвы и органов исполнительной власти;0
2238;Справочник персоналий: Комитет государственных услуг города Москвы;10
2239;График приема граждан: Комитет государственных услуг города Москвы;4
2240;Справочник персоналий: Комитет по архитектуре и градостроительству города Москвы;40
2241;График приема граждан: Комитет по архитектуре и градостроительству города Москвы;15
2242;График приема граждан: Департамент строительства города Москвы;10
2243;Справочник персоналий: Департамент строительства города Москвы;10
2244;График приема граждан: Департамент территориальных органов исполнительной власти города Москвы;3
2245;Справочник персоналий: Департамент территориальных органов исполнительной власти города Москвы;20
2246;Справочник персоналий: Департамент здравоохранения города Москвы;36
2247;Справочник персоналий: Департамент внешнеэкономических и международных связей города Москвы;14
2248;Справочник персоналий: Департамент национальной политики, межрегиональных связей и туризма города Москвы;12
2249;Места для досуга и отдыха с детьми;1252
2250;(Архив) Календарь праздничных мероприятий на 2016 год;10
2251;Мероприятия, организованные при поддержке Департамента культуры города Москвы;19
2252;Перечень пешеходных туристических маршрутов Москвы;22
2253;(Архив) Статистические данные о накоплении и вывозе мусора в городе Москве;9
2254;Технопарки Москвы;36
2261;График приема граждан: Департамент развития новых территорий города Москвы;4
2262;Справочник персоналий: Департамент развития новых территорий города Москвы;29
2263;Образовательные учреждения города Москвы;595
2264;Перечень автобусных туристических маршрутов Москвы;3
2265;Католические храмы;3
2266;Мечети;4
2267;Монастыри;15
2268;Синагоги;5
2269;Аквапарки;11
2270;(Архив) Гандбольные поля;5
2271;(Архив) Места для занятий скандинавской ходьбой;2
2272;(Архив) Поля для игры в крикет;0
2315;Площадки для сдачи экзамена в Государственной инспекции безопасности дорожного движения Главного управления Министерства внутренних дел Российской Федерации по городу Москве;11
2316;График приема граждан: Департамент жилищно-коммунального хозяйства города Москвы;7
2317;Перечень дорожных специализированных предприятий и организаций, осуществляющих содержание улично-дорожной сети;122
2325;Справочник персоналий: Департамент инвестиционной и промышленной политики города Москвы;6
2326;(Архив) Справочник персоналий: Департамент топливно-энергетического хозяйства города Москвы;14
2327;(Архив) График приема граждан: Департамент топливно-энергетического хозяйства города Москвы;6
2328;Перечень хозяйственных обществ с долей города Москвы в уставном капитале;102
2341;(Архив) Рейтинг книг, пользовавшихся наибольшим спросом у читателей библиотек в 2015 году;10
2342;(Архив) Рейтинг книг, пользовавшихся наибольшим спросом у читателей библиотек в 2014 году;10
2343;Гостиницы;1715
2345;Отделения Государственной инспекции безопасности дорожного движения Главного управления Министерства внутренних дел Российской Федерации по городу Москве;30
2346;Образовательные учреждения Департамента здравоохранения;23
2347;Бюро судебно-медицинской экспертизы;2
2348;Кабинеты анонимного обследования на ВИЧ (СПИД);6
2349;Патологоанатомические отделения (морги);5
2350;Онкологические центры;23
2351;Центры вакцинации;1
2352;Центры профилактики и борьбы с ВИЧ (СПИД);1
2354;Участковые пункты полиции города Москвы;814
2355;(Архив) График закрытия родильных домов на профилактическую санитарно-гигиеническую обработку в 2016 году;27
2356;Кабинеты иммунопрофилактики;22
2357;Столичные аптеки, реализующие приоритетные городские программы здравоохранения;80
2358;График приема граждан: Комитет общественных связей города Москвы;1
2359;Справочник персоналий: Комитет общественных связей города Москвы;4
2361;Стоимость минимального набора продуктов питания;7
2362;Структура Главного управления Министерства внутренних дел Российской Федерации по городу Москве;11
2363;Показатели государственной статистической отчетности подразделений государственной службы занятости населения города Москвы;264
2381;Выбросы в атмосферу загрязняющих веществ, отходящих от стационарных источников загрязнения, по видам экономической деятельности;89
2382;Список объектов растительного мира, включаемых в Красную книгу города Москвы;221
2383;Наименования органов исполнительной власти субъектов Российской Федерации, осуществляющих полномочия в области охраны и использования объектов животного мира;1
2384;Выбросы наиболее распространенных загрязняющих атмосферу веществ, отходящих от стационарных источников;5
2385;Динамика объема выбросов загрязняющих веществ в атмосферный воздух от автомобильного транспорта;9
2386;Реестр камер видеонаблюдения в местах массового скопления людей;5378
2387;Информация по строительству многоквартирных домов;75
2388;Публичная отчетность Департамента строительства города Москвы о ходе достижения показателей, содержащихся в указе Президента Российской Федерации от 7 мая 2012 года № 600;9
2389;(Архив) Публичная отчетность Департамента строительства города Москвы по реализации мероприятий, направленных на достижение показателей, содержащихся в указах Президента Российской Федерации от 7 мая 2012 № 600;9
2401;Подведомственные учреждения;10
2402;Информация о результатах проведения государственной экологической экспертизы на объектах, подлежащих государственному экологическому контролю, осуществляемому органами исполнительной власти субъектов Российской Федерации;250
2403;Перечень аккредитованных организаций, осуществляющих классификацию объектов туристской индустрии, включающих гостиницы и иные средства размещения, горнолыжные трассы, пляжи;12
2404;Данные о национальных и межнациональных общественных объединениях, в том числе национально-культурных автономиях;29
2421;Перечень спортивных учреждений Москвы;317
2422;Депутаты муниципальных образований в городе Москве;1698
2423;Перечень компаний, осуществляющих деятельность по обращению с отходами;653
2424;Пункты приема вышедшей из употребления электробытовой техники;1
2425;Перечень сведений, находящихся в распоряжении органов власти города Москвы и необходимых для оказания услуг, предоставляемых в электронном виде;385
2426;Наименования органов исполнительной власти субъектов Российской Федерации, осуществляющих полномочия в области экологической экспертизы;1
2427;График приема граждан: Департамент внешнеэкономических и международных связей города Москвы;3
2428;(Архив) Перечень спортивных мероприятий в Москве на 2016 год;490
2442;Неблагоприятные метеорологические условия;86
2443;Ориентировочная оценочная шкала опасности загрязнения почв по суммарному показателю загрязнения;5
2444;Параметры загрязнения атмосферного воздуха;22
2445;Створы наблюдений;63
2446;Перечень водных объектов, на которых осуществляются режимные наблюдения за качеством воды;24
2447;Автоматические станции контроля загрязнения атмосферы;47
2448;Параметры качества водных объектов;36
2449;Результаты мониторинга уровней шума по данным передвижной экологической лаборатории;928
2450;Состояние зеленых насаждений (по данным наблюдения на контрольных площадках);260
2451;(Архив) Среднемесячные концентрации анализируемых параметров в водных объектах;8787
2452;Состояние почв на основе суммарного показателя загрязнения;1109
2453;Среднемесячные показатели загрязнения атмосферного воздуха;14531
2454;Состояние родников (за исключением микробиологических показателей качества воды);339
2455;Участки проявления оползневых процессов;156
2456;Ботанические сады;7
2457;Данные передвижной лаборатории контроля загрязнения атмосферного воздуха;4068
2459;Пункты приема отработанных энергосберегающих ламп;952
2462;Показатели инвестиционной активности в городе Москве;26
2465;Перечень туристско-информационных центров Москвы;3
2466;Национальные туристические офисы;32
2467;(Архив) График вывоза бытовых отходов и мусора по районам;72383
2468;(Архив) Выполнение плана дорожных ремонтных работ по городу Москве в 2016 году;526
2469;(Архив) Безвозмездная передача книг населению в рамках акции «Библионочь-2016»;5274
2470;Места установки бункеров для сбора крупногабаритного мусора;2793
2471;(Архив) Рыбная неделя в Москве;7
2481;Основные макроэкономические показатели города Москвы;9
2482;(Архив) Места летнего отдыха;250
2516;Места ягодной торговли;34
2517;(Архив) Места проведения фейерверков в День России;29
2518;(Архив) Места проведения фестиваля «Наш продукт»;30
2527;Данные об ограничении движения транспорта на период производства работ;683
2528;(Архив) Места проведения фестиваля «Московское мороженое»;30
2541;Археологические находки на реконструируемых улицах;1589
2542;Места сбора отходов;26820
2563;(Архив) Учреждения культуры, неподведомственные Департаменту культуры города Москвы;311
2564;Московский велопарад;12
2581;Количественная информация по единому платежному документу (ЕПД) в городе Москве в различных разрезах по районам;7049
2582;Реестр выданных специальных разрешений на движение по улично-дорожной сети города Москвы тяжеловесного и (или) крупногабаритного транспортного средства;63373
2583;Количественная информация по единому платежному документу (ЕПД) в городе Москве в различных разрезах по округам;624
2584;(Архив) Тарифы на коммунальные услуги для населения города Москвы на 2016 год;469
2585;(Архив) Пункты приема вторичных материальных ресурсов;1150
2587;Запланированные ремонтные работы, которые могут вызвать полное или частичное перекрытие улично-дорожной сети;368
2588;Основные показатели и индикаторы инновационного развития экономики города Москвы;6
2589;(Архив) Места проведения фестиваля «Московское варенье. Дары природы»;16
2601;Данные по промышленным предприятиям;398
2604;График приема граждан: Департамент инвестиционной и промышленной политики города Москвы;6
2608;Средний размер пенсии получателей региональной социальной доплаты;59
2624;Религиозные объекты Русской православной церкви;552
2634;План проведения государственной экологической экспертизы на объектах, подлежащих государственному экологическому контролю, осуществляемому органами исполнительной власти субъектов Российской Федерации;6
2641;(Архив) Места проведения фестиваля «Московское Лето»;33
2661;(Архив) Пункты приема благотворительной помощи в рамках акции «Семья помогает семье: Готовимся к школе!»;121
2662;Суммарный коэффициент рождаемости (Указ Президента Российской Федерации № 606 «О мерах по реализации демографической политики Российской Федерации»);7
2663;Площадки для выгула (дрессировки) собак;497
2671;(Архив) Места проведения фестиваля «Московское кино»;33
2681;Перечень управляющих компаний и товариществ собственников жилья, осуществляющих свою деятельность на территории города Москвы;3107
2682;(Архив) Мобильные прививочные пункты;50
2683;(Архив) Праздничные мероприятия в День города 2016;322
2694;(Архив) Места проведения фейерверков в День города;29
2702;(Архив) Места проведения фестиваля «Золотая осень»;31
2703;(Архив) Места проведения фестиваля «Круг света»;9
2704;(Архив) Военторги;48
2725;Центры тестирования в рамках реализации программы «Помощь родителям в выборе видов спорта для детей»;3
2741;График приема граждан: Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;4
2742;Справочник персоналий: Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы;7
2756;Городской Wi-Fi;2560
2781;Нестационарные торговые объекты по реализации печатной продукции;2073
2801;Мемориальные доски города Москвы;1757
2855;Данные о действующих ордерах на производство работ;8517
2941;Объекты капитального строительства;2077
2981;Ежемесячная сводная статистика в части жилищно-коммунальных услуг по городу Москве;528
2982;(Архив) Места запуска праздничных фейерверков, организуемые Департаментом культуры города Москвы;29
2983;Реестр организаций, осуществляющих деятельность по перемещению транспортных средств на специализированную стоянку;1
2984;Стоянки для большегрузного автотранспорта;25
2985;Зарядные станции для электромобилей;55
2986;Справочник персоналий: Департамент жилищно-коммунального хозяйства города Москвы;11
3008;Закон об исполнении бюджета города Москвы за 2014 год. Распределение расходов по разделам и подразделам классификации расходов;78
3009;Закон об исполнении бюджета города Москвы за 2014. Ведомственная структура расходов;7786
3010;Закон о бюджете города Москвы на 2014 год и плановый период 2015 и 2016 годов. Ведомственная структура расходов;6692
3011;(Архив) График закрытия родильных домов на профилактическую санитарно-гигиеническую обработку в 2017 году;27
3012;Реестр градостроительных планов земельных участков;33220
3013;Реестр свидетельств об утверждении архитектурно-градостроительных решений объектов капитального строительства;15302
3015;Причалы;45
3021;Результаты голосований в проекте «Активный гражданин»;430
3022;Закон о бюджете города Москвы на 2014 год и плановый период 2015 и 2016 годов. Источники финансирования дефицита бюджета;22
3023;(Архив) Структура государственного долга города Москвы за 2014 год;108
3041;(Архив) Места запуска праздничных салютов;2
3042;Государственные заказчики города Москвы;5056
3043;Участие поставщиков в закупках для государственных нужд города Москвы;59086
3081;(Архив) Места проведения фестиваля «Пасхальный дар»;7
3082;Аварийные службы по ремонту водопровода, канализации, освещения и отопления в многоквартирных домах;1048
3083;Участки межевания жилых кварталов;32270
3101;Интерактивная карта учреждений культуры города Москвы;1839
3102;Реестр лицензий на осуществление предпринимательской деятельности по управлению многоквартирными домами города Москвы;912
3141;(Архив) Выполнение плана дорожных ремонтных работ по городу Москве в 2017 году;556
3142;Организации дополнительного образования Департамента образования и науки города Москвы;25
3161;(Архив) Тарифы на коммунальные услуги для населения города Москвы на 2017 год;548
3162;Количество семей, получающих субсидию в городе Москве, в различных разрезах;5840
3163;(Архив) Места проведения фестиваля «Времена и эпохи. Собрание»;0
3181;(Архив) XML-схема, используемая для подготовки проектных деклараций в формате XML;1
3201;(Архив) Перечень спортивных мероприятий в Москве на 2017 год;31
3221;Реестр муниципальных маршрутов регулярных перевозок пассажиров и багажа автомобильным и наземным электрическим транспортом в городе Москве;1029
3222;(Архив) Места проведения фестиваля «Московское Лето. Цветочный Джем»;1460
3226;Перечень лиц, уполномоченных на осуществление контроля: МосГИК;30
3227;Аттракционы в торгово-развлекательных комплексах;94
3241;Контракты, заключенные в соответствии с 44-ФЗ: МосГИК;76
3242;График бесплатных семинаров Мосгосэкспертизы по предоставлению государственных услуг в электронном виде;51
3243;График образовательных мероприятий Учебного центра Мосгосэкспертизы;104
3244;Реестр лиц, аттестованных на право подготовки заключений экспертизы проектной документации и (или) экспертизы результатов инженерных изысканий;166
3245;Сезонные кафе при стационарных предприятиях общественного питания, расположенные в парках;33
3246;(Архив) ТОП-25 неплательщиков по начисленным штрафам;25
3247;Пропуска, предоставляющие право на въезд и передвижение грузового автотранспорта в зонах ограничения его движения на территории города Москвы;124821
3248;Дома Москвы за рубежом;7
3249;Подведомственные организации Департамента внешнеэкономических и международных связей города Москвы;2
3250;Список зарубежных городов, регионов и стран - партнеров Москвы;76
3251;План проведения плановых проверок юридических лиц и индивидуальных предпринимателей (Госинспекция по недвижимости);1246
3263;Информация о вводе торгово-бытовых объектов;4
3264;Информация о вводе учебно-воспитательных объектов;8
3265;Остаточный объем сноса пятиэтажных домов «сносимых» серий;4
3266;Показатели текущего выполнения плана по сносу пятиэтажных домов «сносимых» серий;4
3267;Снесённые пятиэтажные дома «сносимых» серий;4
3268;Реестр заключений государственной экспертизы проектной документации и (или) результатов инженерных изысканий;21128
3269;(Архив) Места проведения фестиваля «Юбилей Москвы»;36
3286;Перечень видов животных, обитающих в Московском Зоопарке;525
3287;(Архив) Перечень коллективов в учреждениях культурно-досугового типа, подведомственных Департаменту культуры города Москвы, имеющих звание «Московский городской творческий коллектив», «Ведущий творческий коллектив города Москвы», «Московская городская творческая студия», «Ведущая творческая студия города Москвы» в 2016 году;263
3288;График включения и выключения освещения;366
3289;(Архив) Рейтинг книг, пользовавшихся наибольшим спросом у читателей библиотек в 2016;10
3290;Реестр транспортно-пересадочных узлов, требующих особого режима содержания;92
3291;План проведения плановых проверок юридических лиц и индивидуальных предпринимателей;202
3292;Реестр квалификационных аттестатов, выдаваемых по результатам квалификационного экзамена на знание требований законодательства РФ к осуществлению предпринимательской деятельности по управлению многоквартирными домами в городе Москве;3972
3293;Реестр специальных счетов капитального ремонта многоквартирных домов;3171
3294;Перечень предприятий, получивших статус промышленного комплекса;54
3295;(Архив) Мероприятия по установке подъемных платформ для маломобильных групп населения в рамках реализации Государственной программы «Социальная поддержка жителей города Москвы»;635
3301;Представительства субъектов Российской Федерации в городе Москве;28
3302;Региональные землячества Российской Федерации в городе Москве;42
3304;Стационарные торговые объекты;58058
3305;Адреса центров обслуживания клиентов для подачи заявок на технологическое присоединение к электрическим сетям;7
3306;Контактные данные горячих линий городских энергетических инженерных служб;9
3321;График приема граждан: Общественные пункты охраны порядка в городе Москве;4
3322;Справочник персоналий: Общественные пункты охраны порядка в городе Москве;6
3323;Данные по оказанию общественными пунктами охраны порядка в городе Москве консультативно-правовой помощи населению по административным округам;684
3324;Данные по количеству обращений граждан и коллективных жалоб, поступивших в общественные пункты охраны порядка в городе Москве по административным округам;684
3325;Данные по количеству выявленных общественными пунктами охраны порядка в городе Москве фактов незаконной сдачи жилья в аренду (поднаем) по административным округам;684
3326;Образовательные организации высшего образования, осуществляющие деятельность на территории города Москвы и предоставляющие право на бесплатное оформление социальной карты;285
3327;Образовательные организации высшего образования, осуществляющие деятельность за пределами территории города Москвы и предоставляющие право на бесплатное оформление социальной карты гражданам, имеющим место жительства в городе Москве;20
3328;График приема обучающихся по вопросам оформления социальных карт в образовательных организациях высшего образования города, осуществляющих деятельность за пределами города Москвы и предоставляющих право на бесплатное оформление социальной карты гражданам, имеющим место жительства в городе Москве;88
3329;График приема обучающихся по вопросам оформления социальных карт в образовательных организациях высшего образования города, осуществляющих деятельность на территории города Москвы и предоставляющих право на бесплатное оформление социальной карты;575
3332;(Архив) Пункты приёма на утилизацию деревьев по программе «Ёлочный круговорот 2018»;13
3361;Реестр Центральных городских учреждений, подведомственных Департаменту образования и науки города Москвы, с указанием направлений деятельности;12
3362;Реестр органов государственно-общественного управления в образовательных организациях, подведомственных Департаменту образования и науки города Москвы;606
3363;Результаты независимой оценки качества условий осуществления образовательной деятельности организациями, осуществляющими образовательную деятельность на территории города Москвы;2
3364;Общественный совет при Департаменте образования и науки города Москвы;24
3365;Победители и призёры чемпионатов: «Абилимпикс», «WorldSkills», «JuniorSkills»;3353
3366;Победители и призёры Всероссийской олимпиады профессионального мастерства;180
3367;Сведения о свободных нежилых помещениях, предполагаемых к предоставлению в аренду, расположенных на территории бизнес-инкубаторов, технопарков города Москвы;36
3368;Перечень государственного имущества, свободного от прав третьих лиц, предназначенного для предоставления во владение и (или) пользование субъектам малого и среднего предпринимательства и организациям, образующим инфраструктуру поддержки субъектов малого и среднего предпринимательства;1648
3383;Почетные реставраторы города Москвы;29
3387;Объекты, вошедшие в программу дней исторического и культурного наследия;210
3388;Лауреаты конкурса Правительства Москвы «Московская реставрация»;59
3401;Паллиативная медицинская помощь в стационарных условиях;21
3402;Территориальная программа государственных гарантий бесплатного оказания гражданам медицинской помощи в городе Москве на 2017 год и на плановый период 2018 и 2019 годов;475
3403;Результаты ОГЭ;2248
5942;(Архив) График закрытия родильных домов на профилактическую санитарно-гигиеническую обработку в 2018 году;27
6437;(Архив) Тарифы на коммунальные услуги для населения города Москвы на 2018 год;546
6438;Рейтинг книг, пользовавшихся наибольшим спросом у читателей библиотек по годам;70
6439;(Архив) Планы закупок заказчиков города Москвы;10487
60219;Планы-графики закупок заказчиков города Москвы;11964
60562;Адресный реестр объектов недвижимости города Москвы;406934
60581;Реестр договоров (соглашений) о предоставлении субсидий (грантов) и получателей субсидий (грантов);852
60601;(Архив) Запланированные дорожные ремонтные работы на 2018 год;686
60622;Залы спортивные;2683
60623;Залы теннисные;183
60624;Залы тренажерные;865
60641;Транспортные предприятия, обслуживающие автобусные, троллейбусные и трамвайные маршруты города Москвы;10
60661;Маршруты и остановки наземного городского пассажирского транспорта (Расписание рейсов);7193249
60662;Маршруты и остановки наземного городского пассажирского транспорта (Остановки);12031
60663;Маршруты и остановки наземного городского пассажирского транспорта (Транспортные предприятия);10
60664;Маршруты и остановки наземного городского пассажирского транспорта (Маршруты);1042
60665;Маршруты и остановки наземного городского пассажирского транспорта (Рейсы маршрутов);305675
60666;Маршруты и остановки наземного городского пассажирского транспорта (Календарь маршрутов);1548
60667;Прогноз погоды;1049
60746;Закон о бюджете города Москвы на 2015 год и плановый период 2016 и 2017 годов. Ведомственная структура расходов;6443
60747;Закон о бюджете города Москвы на 2015 год и плановый период 2016 и 2017 годов. Источники финансирования дефицита бюджета;22
60748;Закон о бюджете города Москвы на 2016 год и плановый период 2017 и 2018 годов. Источники финансирования дефицита бюджета;19
60749;Закон о бюджете города Москвы на 2015 год и плановый период 2016 и 2017 годов. Распределение бюджетных ассигнований по государственным программам города Москвы и подпрограммам государственных программ города Москвы;114
60750;Закон о бюджете города Москвы на 2016 год и плановый период 2017 и 2018 годов. Ведомственная структура расходов;6327
60751;Закон о бюджете города Москвы на 2016 год и плановый период 2017 и 2018 годов. Распределение бюджетных ассигнований по государственным программам города Москвы и подпрограммам государственных программ города Москвы;114
60752;Закон о бюджете города Москвы на 2017 год и плановый период 2018 и 2019 годов. Источники финансирования дефицита бюджета;17
60753;Закон о бюджете города Москвы на 2017 год и плановый период 2018 и 2019 годов. Распределение бюджетных ассигнований по государственным программам города Москвы и подпрограммам государственных программ города Москвы;116
60754;Закон о бюджете города Москвы на 2017 год и плановый период 2018 и 2019 годов. Ведомственная структура расходов;6341
60755;Закон о бюджете города Москвы на 2018 год и плановый период 2019 и 2020 годов. Ведомственная структура расходов;6848
60756;Закон о бюджете города Москвы на 2018 год и плановый период 2019 и 2020 годов. Источники финансирования дефицита бюджета;15
60757;Закон о бюджете города Москвы на 2018 год и плановый период 2019 и 2020 годов. Распределение бюджетных ассигнований по государственным программам города Москвы и подпрограммам государственных программ города Москвы;117
60758;Закон об исполнении бюджета города Москвы за 2015. Ведомственная структура расходов;5564
60759;(Архив) Структура государственного долга города Москвы за 2015 год;76
60760;(Архив) Структура государственного долга города Москвы за 2016 год;0
60761;(Архив) Структура государственного долга города Москвы за 2017 год;0
60762;Детские технопарки;18
60763;Территориальная программа государственных гарантий бесплатного оказания гражданам медицинской помощи в городе Москве на 2018 год и на плановый период 2019 и 2020 годов;493
60781;Пункты приема трупов домашних животных;16
60782;Центры бесплатной вакцинации животных против бешенства;27
60783;Дислокация мест размещения медиафасадов на территории города Москвы;86
60784;Подведомственные организации Департамента средств массовой информации и рекламы города Москвы;8
60785;Требования к содержанию и техническому обслуживанию внешнего вида рекламных конструкций;4
60786;Общие требования и порядок обеспечения безопасности рекламных конструкций;3
60787;Требования к территориальному размещению типов рекламных конструкций;15
60788;Wi-Fi в библиотеках;364
60789;Wi-Fi в кинотеатрах;14
60790;Wi-Fi в культурных центрах;203
60801;Пункты пополнения карт «Тройка» и социальных карт учащихся;6888
60802;Пункты пополнения карт «Тройка» и социальных карт учащихся, расположенные вне территории города Москвы;3172
60821;Реестр организаций, имеющих лицензии и осуществляющих на территории города Москвы деятельность по заготовке, хранению, переработке и реализации лома черных металлов, цветных металлов;612
60841;Государственные ведомства и предоставляемые ими услуги, расположенные на территории Государственного бюджетного учреждения города Москвы «Многофункциональный миграционный центр»;1
60842;(Архив) Государственный лесной реестр города Москвы;0
60861;Ботаническая коллекция парка «Зарядье»;155
60863;Геральдический реестр города Москвы;112
60865;Книги-номинанты и победители литературных премий (по годам), находящиеся в каждой государственной публичной библиотеке города Москвы;167
60867;Лауреаты конкурсов в сфере искусств из числа учащихся образовательных учреждений, подведомственных Департаменту культуры города Москвы;7297
60869;Перечень скульптур под открытым небом, расположенных на территории учреждений, подведомственных Департаменту культуры города Москвы;701
60943;Пункты регистрации домашних животных;27
61041;Мероприятия по созданию и благоустройству парков и озелененных территорий;16
61061;Объекты недвижимого имущества на 2014 год, включенные в Перечень торговых, офисных объектов, объектов общественного питания и (или) бытового обслуживания, в отношении которых налоговая база определяется как их кадастровая стоимость;1725
61062;Объекты недвижимого имущества на 2015 год, включенные в Перечень торговых, офисных объектов, объектов общественного питания и (или) бытового обслуживания, в отношении которых налоговая база определяется как их кадастровая стоимость;5099
61063;Объекты недвижимого имущества на 2016 год, включенные в Перечень торговых, офисных объектов, объектов общественного питания и (или) бытового обслуживания, в отношении которых налоговая база определяется как их кадастровая стоимость;6757
61064;Объекты недвижимого имущества на 2017 год, включенные в Перечень торговых, офисных объектов, объектов общественного питания и (или) бытового обслуживания, в отношении которых налоговая база определяется как их кадастровая стоимость;19989
61081;Информация о пунктах выдачи разрешений на получение задержанных транспортных средств;3
61082;Полномочия Московской административной дорожной инспекции;3
61083;Способы оплаты штрафов;3
61087;Сведения о местах нахождения площадок отдыха водителей, стоянках (парковках) маршрутных транспортных средств;174
61101;Отчет о работе Административной комиссии при Правительстве Москвы по делам об административных правонарушениях за прошлый год;10
61103;Принятые меры административного воздействия за грубые нарушения, выявленные при осуществлении ведомственного контроля в соответствии с утвержденным классификатором нарушений;31
61105;Сведения об Административных комиссиях по делам об административных правонарушениях, действующих в городе Москве;137
61121;Перечень спортивных мероприятий;75
61141;График работы и адреса обслуживания Читального зала Центрального государственного архива города Москвы;3
61143;Перечень государственных услуг, оказываемых Главархивом Москвы и подведомственными ему учреждениями;2
61145;Перечень документов, включенных в Государственный реестр уникальных документов Архивного фонда города Москвы;17
61147;План проведения выставок Главархивом Москвы и подведомственными ему государственными архивами города Москвы;14
61149;Тематики запросов с указанием перечня сведений, необходимых для получения государственной услуги города Москвы «Исполнение социально-правовых запросов граждан, связанных с подготовкой и представлением архивной справки, архивной выписки, архивной копии и информационного письма по архивным документам, хранящимся в подведомственных Главному архивному управлению города Москвы архивных учреждениях»;16
61151;(Архив) Перечень проблемных объектов, включенных в Реестр пострадавших граждан города Москвы в соответствии с положениями приказа Минстроя России от 12.08.2016г. № 560/пр;33
61161;Результаты контроля за состоянием благоустройства мест отдыха с купанием;26
61201;(Архив) Пункты приёма на утилизацию деревьев по программе «Ёлочный круговорот 2019»;13
61221;Объекты туристического показа и объекты гостиничного хозяйства города Москвы, приспособленные для лиц с ограниченными возможностями здоровья и людей пожилого возраста;0
61222;Перечень речных маршрутов города Москвы;2
61223;Перечень смотровых площадок, оборудованных стационарными биноклями;6
61225;(Архив) Туристский событийный календарь города Москвы на 2017-2018 годы;28
61241;Перечень непригодных для проживания жилых помещений, расположенных на территории города Москвы;406
61261;Пункты по проведению осмотра животных, нанёсших покусы людям и животным;26
61263;(Архив) График закрытия родильных домов на профилактическую санитарно-гигиеническую обработку в 2019 году;24
61281;Справочник персоналий: Департамент информационных технологий города Москвы;10
61301;Результаты ведомственного контроля Объединением административно-технических инспекций города Москвы за отчётный год;10
61321;Открытый реестр тренеров и специалистов (в том числе педагогов дополнительного образования по дополнительным общеразвивающим программам) в области физической культуры и спорта города Москвы;4288
61342;Победители конкурса «Грантов Мэра Москвы для НКО»;254
61343;План работы Комитета общественных связей города Москвы на полугодие;32
61345;Подведомственные учреждения Комитета общественных связей города Москвы;2
61348;Ресурсные центры некоммерческих организаций Комитета общественных связей города Москвы;11
