Широта	Долгота	Наименование	Адрес	Категория	Подкатегория	Дата	Тип даты
52.61708	39.54828	Берлога	Циолковского, 26а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.61708	39.54828	Берлога	Циолковского, 26а, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.58559	39.54899	Горизонт 2000	Победы проспект, 89, Липецк 398046 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.58559	39.54899	Горизонт 2000	Победы проспект, 89, Липецк 398046 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.58559	39.54899	Горизонт 2000	Победы проспект, 89, Липецк 398046 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.58559	39.54899	Горизонт 2000	Победы проспект, 89, Липецк 398046 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.58559	39.54899	Горизонт 2000	Победы проспект, 89, Липецк 398046 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.58559	39.54899	Горизонт 2000	Победы проспект, 89, Липецк 398046 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.58559	39.54899	Горизонт 2000	Победы проспект, 89, Липецк 398046 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.58559	39.54899	Горизонт 2000	Победы проспект, 89, Липецк 398046 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.58559	39.54899	Горизонт 2000	Победы проспект, 89, Липецк 398046 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.58559	39.54899	Горизонт 2000	Победы проспект, 89, Липецк 398046 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.58559	39.54899	Горизонт 2000	Победы проспект, 89, Липецк 398046 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.58559	39.54899	Горизонт 2000	Победы проспект, 89, Липецк 398046 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.58559	39.54899	Горизонт 2000	Победы проспект, 89, Липецк 398046 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.58559	39.54899	Горизонт 2000	Победы проспект, 89, Липецк 398046 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.58559	39.54899	Горизонт 2000	Победы проспект, 89, Липецк 398046 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.62106	39.62347	Верба	Елецкая, 71а, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.62106	39.62347	Верба	Елецкая, 71а, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.62106	39.62347	Верба	Елецкая, 71а, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.62106	39.62347	Верба	Елецкая, 71а, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.62106	39.62347	Верба	Елецкая, 71а, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.62106	39.62347	Верба	Елецкая, 71а, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.62106	39.62347	Верба	Елецкая, 71а, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.62106	39.62347	Верба	Елецкая, 71а, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.62106	39.62347	Верба	Елецкая, 71а, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.62106	39.62347	Верба	Елецкая, 71а, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.62106	39.62347	Верба	Елецкая, 71а, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.62106	39.62347	Верба	Елецкая, 71а, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.62106	39.62347	Верба	Елецкая, 71а, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.62106	39.62347	Верба	Елецкая, 71а, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.62106	39.62347	Верба	Елецкая, 71а, Липецк 398020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.62042	39.55603	Десертино	Титова, 10, Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.62042	39.55603	Десертино	Титова, 10, Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.62042	39.55603	Десертино	Титова, 10, Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.62042	39.55603	Десертино	Титова, 10, Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.62042	39.55603	Десертино	Титова, 10, Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.62042	39.55603	Десертино	Титова, 10, Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.62042	39.55603	Десертино	Титова, 10, Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.62042	39.55603	Десертино	Титова, 10, Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.62042	39.55603	Десертино	Титова, 10, Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.62042	39.55603	Десертино	Титова, 10, Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.62042	39.55603	Десертино	Титова, 10, Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.62042	39.55603	Десертино	Титова, 10, Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.62042	39.55603	Десертино	Титова, 10, Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.62042	39.55603	Десертино	Титова, 10, Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.62042	39.55603	Десертино	Титова, 10, Липецк 398032 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.54508	39.57695	Звездочка-К	Краснозаводская, 4, Липецк 398006 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.54508	39.57695	Звездочка-К	Краснозаводская, 4, Липецк 398006 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.54508	39.57695	Звездочка-К	Краснозаводская, 4, Липецк 398006 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.54508	39.57695	Звездочка-К	Краснозаводская, 4, Липецк 398006 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.54508	39.57695	Звездочка-К	Краснозаводская, 4, Липецк 398006 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.54508	39.57695	Звездочка-К	Краснозаводская, 4, Липецк 398006 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.54508	39.57695	Звездочка-К	Краснозаводская, 4, Липецк 398006 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.54508	39.57695	Звездочка-К	Краснозаводская, 4, Липецк 398006 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.54508	39.57695	Звездочка-К	Краснозаводская, 4, Липецк 398006 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.54508	39.57695	Звездочка-К	Краснозаводская, 4, Липецк 398006 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.54508	39.57695	Звездочка-К	Краснозаводская, 4, Липецк 398006 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.54508	39.57695	Звездочка-К	Краснозаводская, 4, Липецк 398006 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.54508	39.57695	Звездочка-К	Краснозаводская, 4, Липецк 398006 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.54508	39.57695	Звездочка-К	Краснозаводская, 4, Липецк 398006 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.54508	39.57695	Звездочка-К	Краснозаводская, 4, Липецк 398006 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.60478	39.50065	Бульbar	Замятина, 3, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.60478	39.50065	Бульbar	Замятина, 3, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.60478	39.50065	Бульbar	Замятина, 3, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.60478	39.50065	Бульbar	Замятина, 3, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.60478	39.50065	Бульbar	Замятина, 3, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.60478	39.50065	Бульbar	Замятина, 3, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.60478	39.50065	Бульbar	Замятина, 3, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.60478	39.50065	Бульbar	Замятина, 3, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.60478	39.50065	Бульbar	Замятина, 3, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.60478	39.50065	Бульbar	Замятина, 3, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.60478	39.50065	Бульbar	Замятина, 3, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.60478	39.50065	Бульbar	Замятина, 3, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.60478	39.50065	Бульbar	Замятина, 3, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.60478	39.50065	Бульbar	Замятина, 3, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.60478	39.50065	Бульbar	Замятина, 3, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.60973	39.60182	АБТ	Ленина, 11, Липецк 398050 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.60973	39.60182	АБТ	Ленина, 11, Липецк 398050 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.60973	39.60182	АБТ	Ленина, 11, Липецк 398050 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.60973	39.60182	АБТ	Ленина, 11, Липецк 398050 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.60973	39.60182	АБТ	Ленина, 11, Липецк 398050 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.60973	39.60182	АБТ	Ленина, 11, Липецк 398050 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.60973	39.60182	АБТ	Ленина, 11, Липецк 398050 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.60973	39.60182	АБТ	Ленина, 11, Липецк 398050 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.60973	39.60182	АБТ	Ленина, 11, Липецк 398050 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.60973	39.60182	АБТ	Ленина, 11, Липецк 398050 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.60973	39.60182	АБТ	Ленина, 11, Липецк 398050 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.60973	39.60182	АБТ	Ленина, 11, Липецк 398050 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.60973	39.60182	АБТ	Ленина, 11, Липецк 398050 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.60973	39.60182	АБТ	Ленина, 11, Липецк 398050 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.60973	39.60182	АБТ	Ленина, 11, Липецк 398050 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.62171	39.56761	Пивбург	Терешковой, 18, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.62171	39.56761	Пивбург	Терешковой, 18, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.62171	39.56761	Пивбург	Терешковой, 18, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.62171	39.56761	Пивбург	Терешковой, 18, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.62171	39.56761	Пивбург	Терешковой, 18, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.62171	39.56761	Пивбург	Терешковой, 18, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.62171	39.56761	Пивбург	Терешковой, 18, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.62171	39.56761	Пивбург	Терешковой, 18, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.62171	39.56761	Пивбург	Терешковой, 18, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.62171	39.56761	Пивбург	Терешковой, 18, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.62171	39.56761	Пивбург	Терешковой, 18, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.62171	39.56761	Пивбург	Терешковой, 18, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.62171	39.56761	Пивбург	Терешковой, 18, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.62171	39.56761	Пивбург	Терешковой, 18, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.62171	39.56761	Пивбург	Терешковой, 18, Липецк 398043 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.58059	39.47685	Др.Хмель	Геологическая, 2Б, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.58059	39.47685	Др.Хмель	Геологическая, 2Б, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.58059	39.47685	Др.Хмель	Геологическая, 2Б, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.58059	39.47685	Др.Хмель	Геологическая, 2Б, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.58059	39.47685	Др.Хмель	Геологическая, 2Б, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.58059	39.47685	Др.Хмель	Геологическая, 2Б, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.58059	39.47685	Др.Хмель	Геологическая, 2Б, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.58059	39.47685	Др.Хмель	Геологическая, 2Б, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.58059	39.47685	Др.Хмель	Геологическая, 2Б, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.58059	39.47685	Др.Хмель	Геологическая, 2Б, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.58059	39.47685	Др.Хмель	Геологическая, 2Б, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.58059	39.47685	Др.Хмель	Геологическая, 2Б, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.58059	39.47685	Др.Хмель	Геологическая, 2Б, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.58059	39.47685	Др.Хмель	Геологическая, 2Б, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.58059	39.47685	Др.Хмель	Геологическая, 2Б, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.59732	39.54877	Золотое Кольцо	15-й микрорайон, 17, Липецк 398058 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.59732	39.54877	Золотое Кольцо	15-й микрорайон, 17, Липецк 398058 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.59732	39.54877	Золотое Кольцо	15-й микрорайон, 17, Липецк 398058 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.59732	39.54877	Золотое Кольцо	15-й микрорайон, 17, Липецк 398058 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.59732	39.54877	Золотое Кольцо	15-й микрорайон, 17, Липецк 398058 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.59732	39.54877	Золотое Кольцо	15-й микрорайон, 17, Липецк 398058 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.59732	39.54877	Золотое Кольцо	15-й микрорайон, 17, Липецк 398058 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.59732	39.54877	Золотое Кольцо	15-й микрорайон, 17, Липецк 398058 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.59732	39.54877	Золотое Кольцо	15-й микрорайон, 17, Липецк 398058 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.59732	39.54877	Золотое Кольцо	15-й микрорайон, 17, Липецк 398058 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.59732	39.54877	Золотое Кольцо	15-й микрорайон, 17, Липецк 398058 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.59732	39.54877	Золотое Кольцо	15-й микрорайон, 17, Липецк 398058 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.59732	39.54877	Золотое Кольцо	15-й микрорайон, 17, Липецк 398058 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.59732	39.54877	Золотое Кольцо	15-й микрорайон, 17, Липецк 398058 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.59732	39.54877	Золотое Кольцо	15-й микрорайон, 17, Липецк 398058 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.58942	39.53597	ПивБарин	Детская, 13а Сырский, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.58942	39.53597	ПивБарин	Детская, 13а Сырский, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.58942	39.53597	ПивБарин	Детская, 13а Сырский, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.58942	39.53597	ПивБарин	Детская, 13а Сырский, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.58942	39.53597	ПивБарин	Детская, 13а Сырский, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.58942	39.53597	ПивБарин	Детская, 13а Сырский, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.58942	39.53597	ПивБарин	Детская, 13а Сырский, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.58942	39.53597	ПивБарин	Детская, 13а Сырский, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.58942	39.53597	ПивБарин	Детская, 13а Сырский, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.58942	39.53597	ПивБарин	Детская, 13а Сырский, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.58942	39.53597	ПивБарин	Детская, 13а Сырский, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.58942	39.53597	ПивБарин	Детская, 13а Сырский, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.58942	39.53597	ПивБарин	Детская, 13а Сырский, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.58942	39.53597	ПивБарин	Детская, 13а Сырский, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.58942	39.53597	ПивБарин	Детская, 13а Сырский, Липецк 398902 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.58062	39.52725	Mybox	ул. Катукова, 11, Липецк 398004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.58062	39.52725	Mybox	ул. Катукова, 11, Липецк 398004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.58062	39.52725	Mybox	ул. Катукова, 11, Липецк 398004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.58062	39.52725	Mybox	ул. Катукова, 11, Липецк 398004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.58062	39.52725	Mybox	ул. Катукова, 11, Липецк 398004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.58062	39.52725	Mybox	ул. Катукова, 11, Липецк 398004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.58062	39.52725	Mybox	ул. Катукова, 11, Липецк 398004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.58062	39.52725	Mybox	ул. Катукова, 11, Липецк 398004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.58062	39.52725	Mybox	ул. Катукова, 11, Липецк 398004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.58062	39.52725	Mybox	ул. Катукова, 11, Липецк 398004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.58062	39.52725	Mybox	ул. Катукова, 11, Липецк 398004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.58062	39.52725	Mybox	ул. Катукова, 11, Липецк 398004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.58062	39.52725	Mybox	ул. Катукова, 11, Липецк 398004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.58062	39.52725	Mybox	ул. Катукова, 11, Липецк 398004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.58062	39.52725	Mybox	ул. Катукова, 11, Липецк 398004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.58396	39.519505	Пит-стоп	Бунина, 20, Липецк 398036 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.58396	39.519505	Пит-стоп	Бунина, 20, Липецк 398036 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.58396	39.519505	Пит-стоп	Бунина, 20, Липецк 398036 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.58396	39.519505	Пит-стоп	Бунина, 20, Липецк 398036 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.58396	39.519505	Пит-стоп	Бунина, 20, Липецк 398036 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.58396	39.519505	Пит-стоп	Бунина, 20, Липецк 398036 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.58396	39.519505	Пит-стоп	Бунина, 20, Липецк 398036 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.58396	39.519505	Пит-стоп	Бунина, 20, Липецк 398036 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.58396	39.519505	Пит-стоп	Бунина, 20, Липецк 398036 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.58396	39.519505	Пит-стоп	Бунина, 20, Липецк 398036 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.58396	39.519505	Пит-стоп	Бунина, 20, Липецк 398036 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.58396	39.519505	Пит-стоп	Бунина, 20, Липецк 398036 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.58396	39.519505	Пит-стоп	Бунина, 20, Липецк 398036 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.58396	39.519505	Пит-стоп	Бунина, 20, Липецк 398036 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.58396	39.519505	Пит-стоп	Бунина, 20, Липецк 398036 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.58446	39.5425	Забава	60 лет СССР проспект, вл. 36, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.58446	39.5425	Забава	60 лет СССР проспект, вл. 36, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.58446	39.5425	Забава	60 лет СССР проспект, вл. 36, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.58446	39.5425	Забава	60 лет СССР проспект, вл. 36, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.58446	39.5425	Забава	60 лет СССР проспект, вл. 36, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.58446	39.5425	Забава	60 лет СССР проспект, вл. 36, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.58446	39.5425	Забава	60 лет СССР проспект, вл. 36, Липецк 398055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
