Широта	Долгота	Наименование	Адрес	Категория	Подкатегория	Дата	Тип даты
52.60429	39.60308	Липецкий зоопарк	ул. К. Маркса, 9, Липецк 398059 Россия	Отдых/развлечения/спорт	Развлечения	2020-10-01	q
52.60429	39.60308	Липецкий зоопарк	ул. К. Маркса, 9, Липецк 398059 Россия	Отдых/развлечения/спорт	Развлечения	2020-07-01	q
52.60429	39.60308	Липецкий зоопарк	ул. К. Маркса, 9, Липецк 398059 Россия	Отдых/развлечения/спорт	Развлечения	2020-04-01	q
52.60429	39.60308	Липецкий зоопарк	ул. К. Маркса, 9, Липецк 398059 Россия	Отдых/развлечения/спорт	Развлечения	2020-01-01	q
52.60429	39.60308	Липецкий зоопарк	ул. К. Маркса, 9, Липецк 398059 Россия	Отдых/развлечения/спорт	Развлечения	2019-10-01	q
52.60429	39.60308	Липецкий зоопарк	ул. К. Маркса, 9, Липецк 398059 Россия	Отдых/развлечения/спорт	Развлечения	2019-07-01	q
52.60429	39.60308	Липецкий зоопарк	ул. К. Маркса, 9, Липецк 398059 Россия	Отдых/развлечения/спорт	Развлечения	2019-04-01	q
52.60429	39.60308	Липецкий зоопарк	ул. К. Маркса, 9, Липецк 398059 Россия	Отдых/развлечения/спорт	Развлечения	2019-01-01	q
52.60429	39.60308	Липецкий зоопарк	ул. К. Маркса, 9, Липецк 398059 Россия	Отдых/развлечения/спорт	Развлечения	2018-10-01	q
52.60429	39.60308	Липецкий зоопарк	ул. К. Маркса, 9, Липецк 398059 Россия	Отдых/развлечения/спорт	Развлечения	2018-07-01	q
52.60429	39.60308	Липецкий зоопарк	ул. К. Маркса, 9, Липецк 398059 Россия	Отдых/развлечения/спорт	Развлечения	2018-04-01	q
52.60429	39.60308	Липецкий зоопарк	ул. К. Маркса, 9, Липецк 398059 Россия	Отдых/развлечения/спорт	Развлечения	2018-01-01	q
52.60429	39.60308	Липецкий зоопарк	ул. К. Маркса, 9, Липецк 398059 Россия	Отдых/развлечения/спорт	Развлечения	2020-01-01	y
52.60429	39.60308	Липецкий зоопарк	ул. К. Маркса, 9, Липецк 398059 Россия	Отдых/развлечения/спорт	Развлечения	2019-01-01	y
52.60429	39.60308	Липецкий зоопарк	ул. К. Маркса, 9, Липецк 398059 Россия	Отдых/развлечения/спорт	Развлечения	2018-01-01	y
52.60677	39.6086	Памятник Народовольцам	Нижний Парк, Липецк Россия	Достопримечательности	Культурные объекты	2020-10-01	q
52.60677	39.6086	Памятник Народовольцам	Нижний Парк, Липецк Россия	Достопримечательности	Культурные объекты	2020-07-01	q
52.60677	39.6086	Памятник Народовольцам	Нижний Парк, Липецк Россия	Достопримечательности	Культурные объекты	2020-04-01	q
52.60677	39.6086	Памятник Народовольцам	Нижний Парк, Липецк Россия	Достопримечательности	Культурные объекты	2020-01-01	q
52.60677	39.6086	Памятник Народовольцам	Нижний Парк, Липецк Россия	Достопримечательности	Культурные объекты	2019-10-01	q
52.60677	39.6086	Памятник Народовольцам	Нижний Парк, Липецк Россия	Достопримечательности	Культурные объекты	2019-07-01	q
52.60677	39.6086	Памятник Народовольцам	Нижний Парк, Липецк Россия	Достопримечательности	Культурные объекты	2019-04-01	q
52.60677	39.6086	Памятник Народовольцам	Нижний Парк, Липецк Россия	Достопримечательности	Культурные объекты	2019-01-01	q
52.60677	39.6086	Памятник Народовольцам	Нижний Парк, Липецк Россия	Достопримечательности	Культурные объекты	2018-10-01	q
52.60677	39.6086	Памятник Народовольцам	Нижний Парк, Липецк Россия	Достопримечательности	Культурные объекты	2018-07-01	q
52.60677	39.6086	Памятник Народовольцам	Нижний Парк, Липецк Россия	Достопримечательности	Культурные объекты	2018-04-01	q
52.60677	39.6086	Памятник Народовольцам	Нижний Парк, Липецк Россия	Достопримечательности	Культурные объекты	2018-01-01	q
52.60677	39.6086	Памятник Народовольцам	Нижний Парк, Липецк Россия	Достопримечательности	Культурные объекты	2020-01-01	y
52.60677	39.6086	Памятник Народовольцам	Нижний Парк, Липецк Россия	Достопримечательности	Культурные объекты	2019-01-01	y
52.60677	39.6086	Памятник Народовольцам	Нижний Парк, Липецк Россия	Достопримечательности	Культурные объекты	2018-01-01	y
52.60291	38.49753	Дом-Музей Елецкого Кружева	ул. Октябрьская, 108, Елец Россия	Достопримечательности	Музеи	2020-10-01	q
52.60291	38.49753	Дом-Музей Елецкого Кружева	ул. Октябрьская, 108, Елец Россия	Достопримечательности	Музеи	2020-07-01	q
52.60291	38.49753	Дом-Музей Елецкого Кружева	ул. Октябрьская, 108, Елец Россия	Достопримечательности	Музеи	2020-04-01	q
52.60291	38.49753	Дом-Музей Елецкого Кружева	ул. Октябрьская, 108, Елец Россия	Достопримечательности	Музеи	2020-01-01	q
52.60291	38.49753	Дом-Музей Елецкого Кружева	ул. Октябрьская, 108, Елец Россия	Достопримечательности	Музеи	2019-10-01	q
52.60291	38.49753	Дом-Музей Елецкого Кружева	ул. Октябрьская, 108, Елец Россия	Достопримечательности	Музеи	2019-07-01	q
52.60291	38.49753	Дом-Музей Елецкого Кружева	ул. Октябрьская, 108, Елец Россия	Достопримечательности	Музеи	2019-04-01	q
52.60291	38.49753	Дом-Музей Елецкого Кружева	ул. Октябрьская, 108, Елец Россия	Достопримечательности	Музеи	2019-01-01	q
52.60291	38.49753	Дом-Музей Елецкого Кружева	ул. Октябрьская, 108, Елец Россия	Достопримечательности	Музеи	2018-10-01	q
52.60291	38.49753	Дом-Музей Елецкого Кружева	ул. Октябрьская, 108, Елец Россия	Достопримечательности	Музеи	2018-07-01	q
52.60291	38.49753	Дом-Музей Елецкого Кружева	ул. Октябрьская, 108, Елец Россия	Достопримечательности	Музеи	2018-04-01	q
52.60291	38.49753	Дом-Музей Елецкого Кружева	ул. Октябрьская, 108, Елец Россия	Достопримечательности	Музеи	2018-01-01	q
52.60291	38.49753	Дом-Музей Елецкого Кружева	ул. Октябрьская, 108, Елец Россия	Достопримечательности	Музеи	2020-01-01	y
52.60291	38.49753	Дом-Музей Елецкого Кружева	ул. Октябрьская, 108, Елец Россия	Достопримечательности	Музеи	2019-01-01	y
52.60291	38.49753	Дом-Музей Елецкого Кружева	ул. Октябрьская, 108, Елец Россия	Достопримечательности	Музеи	2018-01-01	y
53.383442	39.140583	Сыр-Борев Масловка	деревня Масловка, Данков 399842 Россия	Достопримечательности	Культурные объекты	2020-10-01	q
53.383442	39.140583	Сыр-Борев Масловка	деревня Масловка, Данков 399842 Россия	Достопримечательности	Культурные объекты	2020-07-01	q
53.383442	39.140583	Сыр-Борев Масловка	деревня Масловка, Данков 399842 Россия	Достопримечательности	Культурные объекты	2020-04-01	q
53.383442	39.140583	Сыр-Борев Масловка	деревня Масловка, Данков 399842 Россия	Достопримечательности	Культурные объекты	2020-01-01	q
53.383442	39.140583	Сыр-Борев Масловка	деревня Масловка, Данков 399842 Россия	Достопримечательности	Культурные объекты	2019-10-01	q
53.383442	39.140583	Сыр-Борев Масловка	деревня Масловка, Данков 399842 Россия	Достопримечательности	Культурные объекты	2019-07-01	q
53.383442	39.140583	Сыр-Борев Масловка	деревня Масловка, Данков 399842 Россия	Достопримечательности	Культурные объекты	2019-04-01	q
53.383442	39.140583	Сыр-Борев Масловка	деревня Масловка, Данков 399842 Россия	Достопримечательности	Культурные объекты	2019-01-01	q
53.383442	39.140583	Сыр-Борев Масловка	деревня Масловка, Данков 399842 Россия	Достопримечательности	Культурные объекты	2018-10-01	q
53.383442	39.140583	Сыр-Борев Масловка	деревня Масловка, Данков 399842 Россия	Достопримечательности	Культурные объекты	2018-07-01	q
53.383442	39.140583	Сыр-Борев Масловка	деревня Масловка, Данков 399842 Россия	Достопримечательности	Культурные объекты	2018-04-01	q
53.383442	39.140583	Сыр-Борев Масловка	деревня Масловка, Данков 399842 Россия	Достопримечательности	Культурные объекты	2018-01-01	q
53.383442	39.140583	Сыр-Борев Масловка	деревня Масловка, Данков 399842 Россия	Достопримечательности	Культурные объекты	2020-01-01	y
53.383442	39.140583	Сыр-Борев Масловка	деревня Масловка, Данков 399842 Россия	Достопримечательности	Культурные объекты	2019-01-01	y
53.383442	39.140583	Сыр-Борев Масловка	деревня Масловка, Данков 399842 Россия	Достопримечательности	Культурные объекты	2018-01-01	y
52.62293	38.49952	Башня городских часов	ул. Советская, Елец 399740 Россия	Достопримечательности	Культурные объекты	2020-10-01	q
52.62293	38.49952	Башня городских часов	ул. Советская, Елец 399740 Россия	Достопримечательности	Культурные объекты	2020-07-01	q
52.62293	38.49952	Башня городских часов	ул. Советская, Елец 399740 Россия	Достопримечательности	Культурные объекты	2020-04-01	q
52.62293	38.49952	Башня городских часов	ул. Советская, Елец 399740 Россия	Достопримечательности	Культурные объекты	2020-01-01	q
52.62293	38.49952	Башня городских часов	ул. Советская, Елец 399740 Россия	Достопримечательности	Культурные объекты	2019-10-01	q
52.62293	38.49952	Башня городских часов	ул. Советская, Елец 399740 Россия	Достопримечательности	Культурные объекты	2019-07-01	q
52.62293	38.49952	Башня городских часов	ул. Советская, Елец 399740 Россия	Достопримечательности	Культурные объекты	2019-04-01	q
52.62293	38.49952	Башня городских часов	ул. Советская, Елец 399740 Россия	Достопримечательности	Культурные объекты	2019-01-01	q
52.62293	38.49952	Башня городских часов	ул. Советская, Елец 399740 Россия	Достопримечательности	Культурные объекты	2018-10-01	q
52.62293	38.49952	Башня городских часов	ул. Советская, Елец 399740 Россия	Достопримечательности	Культурные объекты	2018-07-01	q
52.62293	38.49952	Башня городских часов	ул. Советская, Елец 399740 Россия	Достопримечательности	Культурные объекты	2018-04-01	q
52.62293	38.49952	Башня городских часов	ул. Советская, Елец 399740 Россия	Достопримечательности	Культурные объекты	2018-01-01	q
52.62293	38.49952	Башня городских часов	ул. Советская, Елец 399740 Россия	Достопримечательности	Культурные объекты	2020-01-01	y
52.62293	38.49952	Башня городских часов	ул. Советская, Елец 399740 Россия	Достопримечательности	Культурные объекты	2019-01-01	y
52.62293	38.49952	Башня городских часов	ул. Советская, Елец 399740 Россия	Достопримечательности	Культурные объекты	2018-01-01	y
52.59634	39.52241	Памятник Матери Марии Фроловой	парк Победы, Задонск 399200 Россия	Достопримечательности	Культурные объекты	2020-10-01	q
52.59634	39.52241	Памятник Матери Марии Фроловой	парк Победы, Задонск 399200 Россия	Достопримечательности	Культурные объекты	2020-07-01	q
52.59634	39.52241	Памятник Матери Марии Фроловой	парк Победы, Задонск 399200 Россия	Достопримечательности	Культурные объекты	2020-04-01	q
52.59634	39.52241	Памятник Матери Марии Фроловой	парк Победы, Задонск 399200 Россия	Достопримечательности	Культурные объекты	2020-01-01	q
52.59634	39.52241	Памятник Матери Марии Фроловой	парк Победы, Задонск 399200 Россия	Достопримечательности	Культурные объекты	2019-10-01	q
52.59634	39.52241	Памятник Матери Марии Фроловой	парк Победы, Задонск 399200 Россия	Достопримечательности	Культурные объекты	2019-07-01	q
52.59634	39.52241	Памятник Матери Марии Фроловой	парк Победы, Задонск 399200 Россия	Достопримечательности	Культурные объекты	2019-04-01	q
52.59634	39.52241	Памятник Матери Марии Фроловой	парк Победы, Задонск 399200 Россия	Достопримечательности	Культурные объекты	2019-01-01	q
52.59634	39.52241	Памятник Матери Марии Фроловой	парк Победы, Задонск 399200 Россия	Достопримечательности	Культурные объекты	2018-10-01	q
52.59634	39.52241	Памятник Матери Марии Фроловой	парк Победы, Задонск 399200 Россия	Достопримечательности	Культурные объекты	2018-07-01	q
52.59634	39.52241	Памятник Матери Марии Фроловой	парк Победы, Задонск 399200 Россия	Достопримечательности	Культурные объекты	2018-04-01	q
52.59634	39.52241	Памятник Матери Марии Фроловой	парк Победы, Задонск 399200 Россия	Достопримечательности	Культурные объекты	2018-01-01	q
52.59634	39.52241	Памятник Матери Марии Фроловой	парк Победы, Задонск 399200 Россия	Достопримечательности	Культурные объекты	2020-01-01	y
52.59634	39.52241	Памятник Матери Марии Фроловой	парк Победы, Задонск 399200 Россия	Достопримечательности	Культурные объекты	2019-01-01	y
52.59634	39.52241	Памятник Матери Марии Фроловой	парк Победы, Задонск 399200 Россия	Достопримечательности	Культурные объекты	2018-01-01	y
52.5916	38.9216	Заповедник Галичья Гора	Донское Россия	Достопримечательности	Парки	2020-10-01	q
52.5916	38.9216	Заповедник Галичья Гора	Донское Россия	Достопримечательности	Парки	2020-07-01	q
52.5916	38.9216	Заповедник Галичья Гора	Донское Россия	Достопримечательности	Парки	2020-04-01	q
52.5916	38.9216	Заповедник Галичья Гора	Донское Россия	Достопримечательности	Парки	2020-01-01	q
52.5916	38.9216	Заповедник Галичья Гора	Донское Россия	Достопримечательности	Парки	2019-10-01	q
52.5916	38.9216	Заповедник Галичья Гора	Донское Россия	Достопримечательности	Парки	2019-07-01	q
52.5916	38.9216	Заповедник Галичья Гора	Донское Россия	Достопримечательности	Парки	2019-04-01	q
52.5916	38.9216	Заповедник Галичья Гора	Донское Россия	Достопримечательности	Парки	2019-01-01	q
52.5916	38.9216	Заповедник Галичья Гора	Донское Россия	Достопримечательности	Парки	2018-10-01	q
52.5916	38.9216	Заповедник Галичья Гора	Донское Россия	Достопримечательности	Парки	2018-07-01	q
52.5916	38.9216	Заповедник Галичья Гора	Донское Россия	Достопримечательности	Парки	2018-04-01	q
52.5916	38.9216	Заповедник Галичья Гора	Донское Россия	Достопримечательности	Парки	2018-01-01	q
52.5916	38.9216	Заповедник Галичья Гора	Донское Россия	Достопримечательности	Парки	2020-01-01	y
52.5916	38.9216	Заповедник Галичья Гора	Донское Россия	Достопримечательности	Парки	2019-01-01	y
52.5916	38.9216	Заповедник Галичья Гора	Донское Россия	Достопримечательности	Парки	2018-01-01	y
52.59452	39.55399	Преображенский храм	Папина, 1, Липецк 398024 Россия	Достопримечательности	Культурные объекты	2020-10-01	q
52.59452	39.55399	Преображенский храм	Папина, 1, Липецк 398024 Россия	Достопримечательности	Культурные объекты	2020-07-01	q
52.59452	39.55399	Преображенский храм	Папина, 1, Липецк 398024 Россия	Достопримечательности	Культурные объекты	2020-04-01	q
52.59452	39.55399	Преображенский храм	Папина, 1, Липецк 398024 Россия	Достопримечательности	Культурные объекты	2020-01-01	q
52.59452	39.55399	Преображенский храм	Папина, 1, Липецк 398024 Россия	Достопримечательности	Культурные объекты	2019-10-01	q
52.59452	39.55399	Преображенский храм	Папина, 1, Липецк 398024 Россия	Достопримечательности	Культурные объекты	2019-07-01	q
52.59452	39.55399	Преображенский храм	Папина, 1, Липецк 398024 Россия	Достопримечательности	Культурные объекты	2019-04-01	q
52.59452	39.55399	Преображенский храм	Папина, 1, Липецк 398024 Россия	Достопримечательности	Культурные объекты	2019-01-01	q
52.59452	39.55399	Преображенский храм	Папина, 1, Липецк 398024 Россия	Достопримечательности	Культурные объекты	2018-10-01	q
52.59452	39.55399	Преображенский храм	Папина, 1, Липецк 398024 Россия	Достопримечательности	Культурные объекты	2018-07-01	q
52.59452	39.55399	Преображенский храм	Папина, 1, Липецк 398024 Россия	Достопримечательности	Культурные объекты	2018-04-01	q
52.59452	39.55399	Преображенский храм	Папина, 1, Липецк 398024 Россия	Достопримечательности	Культурные объекты	2018-01-01	q
52.59452	39.55399	Преображенский храм	Папина, 1, Липецк 398024 Россия	Достопримечательности	Культурные объекты	2020-01-01	y
52.59452	39.55399	Преображенский храм	Папина, 1, Липецк 398024 Россия	Достопримечательности	Культурные объекты	2019-01-01	y
52.59452	39.55399	Преображенский храм	Папина, 1, Липецк 398024 Россия	Достопримечательности	Культурные объекты	2018-01-01	y
53.01704	39.12981	Ново-Казанский собор	ул. Советская, Лебедянь Россия	Достопримечательности	Культурные объекты	2020-10-01	q
53.01704	39.12981	Ново-Казанский собор	ул. Советская, Лебедянь Россия	Достопримечательности	Культурные объекты	2020-07-01	q
53.01704	39.12981	Ново-Казанский собор	ул. Советская, Лебедянь Россия	Достопримечательности	Культурные объекты	2020-04-01	q
53.01704	39.12981	Ново-Казанский собор	ул. Советская, Лебедянь Россия	Достопримечательности	Культурные объекты	2020-01-01	q
53.01704	39.12981	Ново-Казанский собор	ул. Советская, Лебедянь Россия	Достопримечательности	Культурные объекты	2019-10-01	q
53.01704	39.12981	Ново-Казанский собор	ул. Советская, Лебедянь Россия	Достопримечательности	Культурные объекты	2019-07-01	q
53.01704	39.12981	Ново-Казанский собор	ул. Советская, Лебедянь Россия	Достопримечательности	Культурные объекты	2019-04-01	q
53.01704	39.12981	Ново-Казанский собор	ул. Советская, Лебедянь Россия	Достопримечательности	Культурные объекты	2019-01-01	q
53.01704	39.12981	Ново-Казанский собор	ул. Советская, Лебедянь Россия	Достопримечательности	Культурные объекты	2018-10-01	q
53.01704	39.12981	Ново-Казанский собор	ул. Советская, Лебедянь Россия	Достопримечательности	Культурные объекты	2018-07-01	q
53.01704	39.12981	Ново-Казанский собор	ул. Советская, Лебедянь Россия	Достопримечательности	Культурные объекты	2018-04-01	q
53.01704	39.12981	Ново-Казанский собор	ул. Советская, Лебедянь Россия	Достопримечательности	Культурные объекты	2018-01-01	q
53.01704	39.12981	Ново-Казанский собор	ул. Советская, Лебедянь Россия	Достопримечательности	Культурные объекты	2020-01-01	y
53.01704	39.12981	Ново-Казанский собор	ул. Советская, Лебедянь Россия	Достопримечательности	Культурные объекты	2019-01-01	y
53.01704	39.12981	Ново-Казанский собор	ул. Советская, Лебедянь Россия	Достопримечательности	Культурные объекты	2018-01-01	y
52.60973	39.60182	Верхний парк	Ленина 23, Липецк 398050 Россия	Достопримечательности	Парки	2020-10-01	q
52.60973	39.60182	Верхний парк	Ленина 23, Липецк 398050 Россия	Достопримечательности	Парки	2020-07-01	q
52.60973	39.60182	Верхний парк	Ленина 23, Липецк 398050 Россия	Достопримечательности	Парки	2020-04-01	q
52.60973	39.60182	Верхний парк	Ленина 23, Липецк 398050 Россия	Достопримечательности	Парки	2020-01-01	q
52.60973	39.60182	Верхний парк	Ленина 23, Липецк 398050 Россия	Достопримечательности	Парки	2019-10-01	q
52.60973	39.60182	Верхний парк	Ленина 23, Липецк 398050 Россия	Достопримечательности	Парки	2019-07-01	q
52.60973	39.60182	Верхний парк	Ленина 23, Липецк 398050 Россия	Достопримечательности	Парки	2019-04-01	q
52.60973	39.60182	Верхний парк	Ленина 23, Липецк 398050 Россия	Достопримечательности	Парки	2019-01-01	q
52.60973	39.60182	Верхний парк	Ленина 23, Липецк 398050 Россия	Достопримечательности	Парки	2018-10-01	q
52.60973	39.60182	Верхний парк	Ленина 23, Липецк 398050 Россия	Достопримечательности	Парки	2018-07-01	q
52.60973	39.60182	Верхний парк	Ленина 23, Липецк 398050 Россия	Достопримечательности	Парки	2018-04-01	q
52.60973	39.60182	Верхний парк	Ленина 23, Липецк 398050 Россия	Достопримечательности	Парки	2018-01-01	q
52.60973	39.60182	Верхний парк	Ленина 23, Липецк 398050 Россия	Достопримечательности	Парки	2020-01-01	y
52.60973	39.60182	Верхний парк	Ленина 23, Липецк 398050 Россия	Достопримечательности	Парки	2019-01-01	y
52.60973	39.60182	Верхний парк	Ленина 23, Липецк 398050 Россия	Достопримечательности	Парки	2018-01-01	y
52.60636	39.6011	Нижний парк	Петровский проезд, д. 2, Липецк 398050 Россия	Достопримечательности	Парки	2020-10-01	q
52.60636	39.6011	Нижний парк	Петровский проезд, д. 2, Липецк 398050 Россия	Достопримечательности	Парки	2020-07-01	q
52.60636	39.6011	Нижний парк	Петровский проезд, д. 2, Липецк 398050 Россия	Достопримечательности	Парки	2020-04-01	q
52.60636	39.6011	Нижний парк	Петровский проезд, д. 2, Липецк 398050 Россия	Достопримечательности	Парки	2020-01-01	q
52.60636	39.6011	Нижний парк	Петровский проезд, д. 2, Липецк 398050 Россия	Достопримечательности	Парки	2019-10-01	q
52.60636	39.6011	Нижний парк	Петровский проезд, д. 2, Липецк 398050 Россия	Достопримечательности	Парки	2019-07-01	q
52.60636	39.6011	Нижний парк	Петровский проезд, д. 2, Липецк 398050 Россия	Достопримечательности	Парки	2019-04-01	q
52.60636	39.6011	Нижний парк	Петровский проезд, д. 2, Липецк 398050 Россия	Достопримечательности	Парки	2019-01-01	q
52.60636	39.6011	Нижний парк	Петровский проезд, д. 2, Липецк 398050 Россия	Достопримечательности	Парки	2018-10-01	q
52.60636	39.6011	Нижний парк	Петровский проезд, д. 2, Липецк 398050 Россия	Достопримечательности	Парки	2018-07-01	q
52.60636	39.6011	Нижний парк	Петровский проезд, д. 2, Липецк 398050 Россия	Достопримечательности	Парки	2018-04-01	q
52.60636	39.6011	Нижний парк	Петровский проезд, д. 2, Липецк 398050 Россия	Достопримечательности	Парки	2018-01-01	q
52.60636	39.6011	Нижний парк	Петровский проезд, д. 2, Липецк 398050 Россия	Достопримечательности	Парки	2020-01-01	y
52.60636	39.6011	Нижний парк	Петровский проезд, д. 2, Липецк 398050 Россия	Достопримечательности	Парки	2019-01-01	y
52.60636	39.6011	Нижний парк	Петровский проезд, д. 2, Липецк 398050 Россия	Достопримечательности	Парки	2018-01-01	y
52.60328	39.59771	GM cafe	Первомайская, 35, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-01	q
52.60328	39.59771	GM cafe	Первомайская, 35, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-07-01	q
52.60328	39.59771	GM cafe	Первомайская, 35, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-04-01	q
52.60328	39.59771	GM cafe	Первомайская, 35, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	q
52.60328	39.59771	GM cafe	Первомайская, 35, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-10-01	q
52.60328	39.59771	GM cafe	Первомайская, 35, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-07-01	q
52.60328	39.59771	GM cafe	Первомайская, 35, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-04-01	q
52.60328	39.59771	GM cafe	Первомайская, 35, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	q
52.60328	39.59771	GM cafe	Первомайская, 35, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-10-01	q
52.60328	39.59771	GM cafe	Первомайская, 35, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-07-01	q
52.60328	39.59771	GM cafe	Первомайская, 35, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-04-01	q
52.60328	39.59771	GM cafe	Первомайская, 35, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	q
52.60328	39.59771	GM cafe	Первомайская, 35, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-01-01	y
52.60328	39.59771	GM cafe	Первомайская, 35, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2019-01-01	y
52.60328	39.59771	GM cafe	Первомайская, 35, Липецк 398059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2018-01-01	y
52.60455	39.59868	Часовня Первоверховных Апостолов Петра и Павла	Карла Маркса, 5а, Липецк 398059 Россия	Достопримечательности	Культурные объекты	2020-10-01	q
52.60455	39.59868	Часовня Первоверховных Апостолов Петра и Павла	Карла Маркса, 5а, Липецк 398059 Россия	Достопримечательности	Культурные объекты	2020-07-01	q
52.60455	39.59868	Часовня Первоверховных Апостолов Петра и Павла	Карла Маркса, 5а, Липецк 398059 Россия	Достопримечательности	Культурные объекты	2020-04-01	q
52.60455	39.59868	Часовня Первоверховных Апостолов Петра и Павла	Карла Маркса, 5а, Липецк 398059 Россия	Достопримечательности	Культурные объекты	2020-01-01	q
52.60455	39.59868	Часовня Первоверховных Апостолов Петра и Павла	Карла Маркса, 5а, Липецк 398059 Россия	Достопримечательности	Культурные объекты	2019-10-01	q
52.60455	39.59868	Часовня Первоверховных Апостолов Петра и Павла	Карла Маркса, 5а, Липецк 398059 Россия	Достопримечательности	Культурные объекты	2019-07-01	q
52.60455	39.59868	Часовня Первоверховных Апостолов Петра и Павла	Карла Маркса, 5а, Липецк 398059 Россия	Достопримечательности	Культурные объекты	2019-04-01	q
52.60455	39.59868	Часовня Первоверховных Апостолов Петра и Павла	Карла Маркса, 5а, Липецк 398059 Россия	Достопримечательности	Культурные объекты	2019-01-01	q
52.60455	39.59868	Часовня Первоверховных Апостолов Петра и Павла	Карла Маркса, 5а, Липецк 398059 Россия	Достопримечательности	Культурные объекты	2018-10-01	q
52.60455	39.59868	Часовня Первоверховных Апостолов Петра и Павла	Карла Маркса, 5а, Липецк 398059 Россия	Достопримечательности	Культурные объекты	2018-07-01	q
52.60455	39.59868	Часовня Первоверховных Апостолов Петра и Павла	Карла Маркса, 5а, Липецк 398059 Россия	Достопримечательности	Культурные объекты	2018-04-01	q
52.60455	39.59868	Часовня Первоверховных Апостолов Петра и Павла	Карла Маркса, 5а, Липецк 398059 Россия	Достопримечательности	Культурные объекты	2018-01-01	q
52.60455	39.59868	Часовня Первоверховных Апостолов Петра и Павла	Карла Маркса, 5а, Липецк 398059 Россия	Достопримечательности	Культурные объекты	2020-01-01	y
52.60455	39.59868	Часовня Первоверховных Апостолов Петра и Павла	Карла Маркса, 5а, Липецк 398059 Россия	Достопримечательности	Культурные объекты	2019-01-01	y
52.60455	39.59868	Часовня Первоверховных Апостолов Петра и Павла	Карла Маркса, 5а, Липецк 398059 Россия	Достопримечательности	Культурные объекты	2018-01-01	y
52.6108	39.59248	Стиль	ул. Нижняя Логовая, д.7 стр.1, Липецк 398050 Россия	Туризм/транспорт	Отели	2020-10-01	q
52.6108	39.59248	Стиль	ул. Нижняя Логовая, д.7 стр.1, Липецк 398050 Россия	Туризм/транспорт	Отели	2020-07-01	q
52.6108	39.59248	Стиль	ул. Нижняя Логовая, д.7 стр.1, Липецк 398050 Россия	Туризм/транспорт	Отели	2020-04-01	q
52.6108	39.59248	Стиль	ул. Нижняя Логовая, д.7 стр.1, Липецк 398050 Россия	Туризм/транспорт	Отели	2020-01-01	q
52.6108	39.59248	Стиль	ул. Нижняя Логовая, д.7 стр.1, Липецк 398050 Россия	Туризм/транспорт	Отели	2019-10-01	q
52.6108	39.59248	Стиль	ул. Нижняя Логовая, д.7 стр.1, Липецк 398050 Россия	Туризм/транспорт	Отели	2019-07-01	q
52.6108	39.59248	Стиль	ул. Нижняя Логовая, д.7 стр.1, Липецк 398050 Россия	Туризм/транспорт	Отели	2019-04-01	q
52.6108	39.59248	Стиль	ул. Нижняя Логовая, д.7 стр.1, Липецк 398050 Россия	Туризм/транспорт	Отели	2019-01-01	q
52.6108	39.59248	Стиль	ул. Нижняя Логовая, д.7 стр.1, Липецк 398050 Россия	Туризм/транспорт	Отели	2018-10-01	q
52.6108	39.59248	Стиль	ул. Нижняя Логовая, д.7 стр.1, Липецк 398050 Россия	Туризм/транспорт	Отели	2018-07-01	q
52.6108	39.59248	Стиль	ул. Нижняя Логовая, д.7 стр.1, Липецк 398050 Россия	Туризм/транспорт	Отели	2018-04-01	q
52.6108	39.59248	Стиль	ул. Нижняя Логовая, д.7 стр.1, Липецк 398050 Россия	Туризм/транспорт	Отели	2018-01-01	q
52.6108	39.59248	Стиль	ул. Нижняя Логовая, д.7 стр.1, Липецк 398050 Россия	Туризм/транспорт	Отели	2020-01-01	y
52.6108	39.59248	Стиль	ул. Нижняя Логовая, д.7 стр.1, Липецк 398050 Россия	Туризм/транспорт	Отели	2019-01-01	y
52.6108	39.59248	Стиль	ул. Нижняя Логовая, д.7 стр.1, Липецк 398050 Россия	Туризм/транспорт	Отели	2018-01-01	y
