category,city,name,region,subcategory,tags
Рестораны,Кемь,"Ресторан ""Прибой""",Республика Карелия,,
Рестораны,Петрозаводск,Le Cafe,Республика Карелия,,
Рестораны,Петрозаводск,Republic Bar & Lounge,Республика Карелия,,Бар
Рестораны,Петрозаводск,Масленица,Республика Карелия,,
Рестораны,Петрозаводск,Village,Республика Карелия,,
Рестораны,Костомукша,Burger Club,Республика Карелия,,Фастфуд
Рестораны,Петрозаводск,Чарльз Дарвин,Республика Карелия,,Паб
Рестораны,Петрозаводск,Чайхана,Республика Карелия,,
Рестораны,Петрозаводск,KFC,Республика Карелия,,Фастфуд
Рестораны,Лахденпохский район,Лахденпохья,Республика Карелия,,
Рестораны,Кондопожский район,КАРАМЕЛЬКА,Республика Карелия,,
Рестораны,Петрозаводск,Маэстро,Республика Карелия,,
Рестораны,Лахденпохский район,Акуловка,Республика Карелия,,
Рестораны,Петрозаводск,MY KITCHEN Restaurant & Bar,Республика Карелия,,
Рестораны,Петрозаводск,Три звезды,Республика Карелия,,Фастфуд
Рестораны,Петрозаводск,Горка,Республика Карелия,,
Рестораны,Петрозаводск,Гермес,Республика Карелия,,Фастфуд
Рестораны,Пушной,Кафе АЗС ТНК,Республика Карелия,,
Рестораны,Петрозаводск,Крутилка,Республика Карелия,,
Рестораны,Лахденпохский район,Гарнизон,Республика Карелия,,
Рестораны,Петрозаводск,Креветочка,Республика Карелия,,
Рестораны,Петрозаводск,Корчма Солоха,Республика Карелия,,
Рестораны,Петрозаводск,Relax,Республика Карелия,,Кафе
Рестораны,Петрозаводск,Black Star Burger,Республика Карелия,,
Рестораны,Петрозаводск,Маски,Республика Карелия,,
Рестораны,Сортавала,Аркобалено,Республика Карелия,,Кафе
Рестораны,Пудож,На углях,Республика Карелия,,
Рестораны,Олонец,Кафе Премьер,Республика Карелия,,
Рестораны,Сортавала,Дионис,Республика Карелия,,
Рестораны,Петрозаводск,Victoria,Республика Карелия,,Кафе
Рестораны,Петрозаводск,Зигмунд Фрейд,Республика Карелия,,
Рестораны,Петрозаводск,Ленобщепит,Республика Карелия,,
Рестораны,Костомукша,Латте,Республика Карелия,,
Рестораны,Петрозаводск,Форвард,Республика Карелия,,"Бар,Паб"
Рестораны,Петрозаводск,Барселона,Республика Карелия,,Кафе
Рестораны,Петрозаводск,Карельская усадьба,Республика Карелия,,
Рестораны,Петрозаводск,Planet,Республика Карелия,,Кафе
Рестораны,Шуя,Кенсей,Республика Карелия,,
Рестораны,Петрозаводск,Doppio,Республика Карелия,,
Рестораны,Петрозаводск,Чирс,Республика Карелия,,"Бар,Паб"
Рестораны,Петрозаводск,Виноград,Республика Карелия,,
Рестораны,Олонец,Пампушка,Республика Карелия,,
Рестораны,Петрозаводск,Час Пик,Республика Карелия,,
Рестораны,Сортавала,Sunrise,Республика Карелия,,Бар
Рестораны,Петрозаводск,Ресторан Креветочка,Республика Карелия,,
Рестораны,Петрозаводск,Sushi Club,Республика Карелия,,
Рестораны,Олонец,Суши Тайм,Республика Карелия,,
Рестораны,Петрозаводск,Gastrobar 1939,Республика Карелия,,"Паб,Гастропаб"
Рестораны,Кемь,"Кафе ""Каприз""",Республика Карелия,,
Рестораны,Петрозаводск,Мангал,Республика Карелия,,
Рестораны,Петрозаводск,Крым,Республика Карелия,,
Рестораны,Петрозаводск,Сказка,Республика Карелия,,
Рестораны,Петрозаводск,Самобранка,Республика Карелия,,
Рестораны,Петрозаводск,Центрум,Республика Карелия,,
Рестораны,Петрозаводск,Соцпитсервис,Республика Карелия,,Фастфуд
Рестораны,Петрозаводск,Суши Пицца Птз,Республика Карелия,,
Рестораны,Петрозаводск,Ресторан Корсар,Республика Карелия,,
Рестораны,Петрозаводск,Веселый Пекарь,Республика Карелия,,
Рестораны,Петрозаводск,Ассоль,Республика Карелия,,
Рестораны,Петрозаводск,Бистро на Чапаева,Республика Карелия,,
Рестораны,Петрозаводск,ШашлыкоFF,Республика Карелия,,
Рестораны,Петрозаводск,Время Есть,Республика Карелия,,"Бар,Паб"
Рестораны,Петрозаводск,Ланч,Республика Карелия,,
Рестораны,Петрозаводск,Ширван,Республика Карелия,,
Рестораны,Петрозаводск,Фреш Кафе,Республика Карелия,,"Бар,Паб"
Рестораны,Петрозаводск,Бочка,Республика Карелия,,"Бар,Паб"
Рестораны,Петрозаводск,Гам Кафе,Республика Карелия,,
Рестораны,Петрозаводск,Сибирячка,Республика Карелия,,
Рестораны,Петрозаводск,Бочонок,Республика Карелия,,"Бар,Паб"
Рестораны,Костомукша,PIZZA RUSSO,Республика Карелия,,
Рестораны,Петрозаводск,Тскофе,Республика Карелия,,
Рестораны,Олонец,Villaggio,Республика Карелия,,
Рестораны,Кондопожский район,Сушишоп,Республика Карелия,,
Рестораны,Кондопожский район,Фара'ON,Республика Карелия,,
Рестораны,Кондопожский район,Truck Stop КАРЕЛИЯ,Республика Карелия,,
Рестораны,Костомукша,ШАРПЕЙ,Республика Карелия,,
Рестораны,Петрозаводск,Лагиламба,Республика Карелия,,
Рестораны,Пудож,"Кафе ""КУМИР""",Республика Карелия,,Кафе
Рестораны,Петрозаводск,Fresh Burger,Республика Карелия,,Фастфуд
Рестораны,Петрозаводск,Вертолет,Республика Карелия,,Кафе
Рестораны,Петрозаводск,Fuad,Республика Карелия,,
Рестораны,Петрозаводск,De Facto,Республика Карелия,,
Рестораны,Петрозаводск,Cinema,Республика Карелия,,
Рестораны,Петрозаводск,Долина,Республика Карелия,,
Рестораны,Петрозаводск,Д?Нер,Республика Карелия,,
Рестораны,Петрозаводск,Место встречи,Республика Карелия,,Кафе
Рестораны,Петрозаводск,Корица,Республика Карелия,,
Рестораны,Петрозаводск,Озан,Республика Карелия,,
Рестораны,Петрозаводск,Матрешка,Республика Карелия,,Паб
Рестораны,Петрозаводск,Fudziyama,Республика Карелия,,
Рестораны,Петрозаводск,Сушишоп,Республика Карелия,,
Рестораны,Петрозаводск,Шашлычный двор,Республика Карелия,,
Рестораны,Петрозаводск,Чебуречная,Республика Карелия,,Фастфуд
Рестораны,Петрозаводск,Якудза,Республика Карелия,,
Рестораны,Петрозаводск,Прагма+,Республика Карелия,,Кафе
Рестораны,Петрозаводск,Смайл,Республика Карелия,,
Рестораны,Петрозаводск,Железнодорожный,Республика Карелия,,Кафе
Рестораны,Петрозаводск,Бруклин,Республика Карелия,,Кафе
Рестораны,Петрозаводск,Пятница,Республика Карелия,,Кафе
Рестораны,Петрозаводск,Славянская Шаверма,Республика Карелия,,
Рестораны,Петрозаводск,Стефф Хаулберг,Республика Карелия,,Фастфуд
Рестораны,Петрозаводск,Пинта Паб,Республика Карелия,,"Бар,Паб"
Рестораны,Петрозаводск,Онежское,Республика Карелия,,
Рестораны,Петрозаводск,ПТЗ,Республика Карелия,,"Бар,Паб"
Рестораны,Петрозаводск,Пекарня,Республика Карелия,,
Рестораны,Петрозаводск,Папа Карло,Республика Карелия,,
Рестораны,Петрозаводск,Дюшес,Республика Карелия,,
Рестораны,Петрозаводск,Петротранс,Республика Карелия,,
Рестораны,Петрозаводск,Сушишоп,Республика Карелия,,
Рестораны,Петрозаводск,Пикник,Республика Карелия,,
Рестораны,Петрозаводск,V Karelii Yest,Республика Карелия,,
Рестораны,Петрозаводск,Феникс,Республика Карелия,,
Рестораны,Петрозаводск,Базилик,Республика Карелия,,
Рестораны,Петрозаводск,Эйла,Республика Карелия,,Кафе
Рестораны,Петрозаводск,"Ресторан-караоке ""Ели-Пели""",Республика Карелия,,Фастфуд
Рестораны,Петрозаводск,Кафе Мансарда,Республика Карелия,,
Рестораны,Петрозаводск,Пицц-Суша,Республика Карелия,,
Рестораны,Сортавала,Калевала,Республика Карелия,,
Рестораны,Петрозаводск,Скворечник,Республика Карелия,,
Рестораны,Петрозаводск,Аль Шарк,Республика Карелия,,
Рестораны,Петрозаводск,Анастасия,Республика Карелия,,
Рестораны,Олонец,Ресторан Олония,Республика Карелия,,
Рестораны,Петрозаводск,Каудаль,Республика Карелия,,
Рестораны,Петрозаводск,Урарту,Республика Карелия,,
Рестораны,Сортавала,Ривьера,Республика Карелия,,
Рестораны,Сортавала,Кафе Уют,Республика Карелия,,
Рестораны,Беломорск,Кафе Речное,Республика Карелия,,
Рестораны,Петрозаводск,Бегемот,Республика Карелия,,Кафе
Рестораны,Петрозаводск,Трюфель,Республика Карелия,,
Рестораны,Петрозаводск,Ресторан Большой,Республика Карелия,,
Рестораны,Петрозаводск,Калитка Бар,Республика Карелия,,
Рестораны,Питкяранта,Ривьера,Республика Карелия,,
Рестораны,Петрозаводск,Карельская Усадьба,Республика Карелия,,
Рестораны,Петрозаводск,Кафе от Василисы,Республика Карелия,,
Рестораны,Сегежа,Кафе Сегежа,Республика Карелия,,
Рестораны,Петрозаводск,Флагман,Республика Карелия,,
Рестораны,Петрозаводск,НА РОГАХ,Республика Карелия,,Паб
Рестораны,Петрозаводск,Кафе А в кубе,Республика Карелия,,
Рестораны,Петрозаводск,City Bar,Республика Карелия,,
Рестораны,Сортавала,Бульвар,Республика Карелия,,
Рестораны,Петрозаводск,Государь,Республика Карелия,,
Рестораны,Петрозаводск,Павлин,Республика Карелия,,
Рестораны,Петрозаводск,Суши Клаб,Республика Карелия,,
Рестораны,Петрозаводск,Трактиръ Кабачок,Республика Карелия,,
Рестораны,Петрозаводск,TEMPO-BAR,Республика Карелия,,
Рестораны,Петрозаводск,Онежский замок,Республика Карелия,,
Рестораны,Петрозаводск,Смайл,Республика Карелия,,
Рестораны,Петрозаводск,Паб BBQ Park,Республика Карелия,,Паб
Рестораны,Петрозаводск,Тик Тайм,Республика Карелия,,
Рестораны,Петрозаводск,Черная жемчужина,Республика Карелия,,
Рестораны,Петрозаводск,Белый Кролик,Республика Карелия,,
Рестораны,Сегежа,Оазис,Республика Карелия,,
Рестораны,Сортавала,Кафе Ламберг,Республика Карелия,,
Рестораны,Петрозаводск,Карамбул,Республика Карелия,,Кафе
Рестораны,Петрозаводск,Хоум Кафе,Республика Карелия,,
Рестораны,Петрозаводск,Айсверк,Республика Карелия,,
Рестораны,Петрозаводск,Чистый вкус,Республика Карелия,,Кафе
Рестораны,Петрозаводск,Мираж Синема,Республика Карелия,,
Рестораны,Петрозаводск,Нойбранденбург,Республика Карелия,,
Рестораны,Петрозаводск,"Ресторан ""Аврора""",Республика Карелия,,
Рестораны,Петрозаводск,Cafe Blues,Республика Карелия,,
Рестораны,Петрозаводск,Акватика,Республика Карелия,,
Рестораны,Петрозаводск,Метелица,Республика Карелия,,
Рестораны,Медвежьегорск,Фламинго,Республика Карелия,,
Рестораны,Петрозаводск,Burger's Bar FARSH,Республика Карелия,,
Рестораны,Петрозаводск,Легенда,Республика Карелия,,Кафе
Рестораны,Петрозаводск,У Кузьмича,Республика Карелия,,
Рестораны,Петрозаводск,Subway,Республика Карелия,,Фастфуд
Рестораны,Петрозаводск,SOLO,Республика Карелия,,
Рестораны,Петрозаводск,Patisson,Республика Карелия,,
Рестораны,Питкяранта,Кафе Горница,Республика Карелия,,
Рестораны,Петрозаводск,Кафе В Меге,Республика Карелия,,
Рестораны,Петрозаводск,Столовая №8,Республика Карелия,,
Рестораны,Сегежа,Кафе-Бар Del Mar,Республика Карелия,,
Рестораны,Сегежа,Кафе Этаж,Республика Карелия,,
Рестораны,Петрозаводск,ВКарелииЕсть,Республика Карелия,,
Рестораны,Сортавала,Просто Вкусно,Республика Карелия,,
