Широта	Долгота	Наименование	Адрес	Категория	Подкатегория	Дата парсинга
58.843407	32.22584	Кафе БургерФорт	49К-13, Малая Вишера Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.389473	33.891006	Кафе Ледового дворца Металлург	Ленинградская, 76, Боровичи 174411 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
57.97484	33.25477	Суши Фуд	пр. Комсомольский, 61, Валдай 175400 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.51617	31.28572	Arigato	Большая Московская, 20, Великий Новгород 173000 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.51617	31.28572	Диалог	ул. Большая Московская, 37, Великий Новгород 173004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.50747	31.236792	Погребок Флинта	Речная, 1, Великий Новгород 173009 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.54209	31.27762	Yambox	Колмовская наб., д.3, Великий Новгород 173003 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.53619	31.220407	Центр Суши	ул. Кочетова, 20 ГМ Магнит, Великий Новгород 173025 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.52476	31.24501	Ворлд Бир	Завокзальная, 7, Великий Новгород 173015 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.51617	31.28572	Пив & Ко	Большая Московская, 84, Великий Новгород 173020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.53638	31.29192	Бадемус	Студенческая, 2, Великий Новгород 173020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.53342	31.2695	Закусочная	Набережная реки Гзень, 2а, Великий Новгород 173003 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.52391	31.25871	Идеал	Псковская, 48, Великий Новгород 173009 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.51617	31.28572	Бир Хауз	Большая Московская, 112, Великий Новгород 173020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.52391	31.25871	Кофемолка	ул.Псковская 11, Великий Новгород Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.493496	31.20344	На Объездной	ул. Индустриальная, д. 11, Великий Новгород 173526 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.51986	31.258	Фортуна	Юннатов пер, 1, Великий Новгород 173015 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.50643	31.23393	Корица	Луговая 7, Великий Новгород Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.52624	31.27501	Вкусняшки	ул. Розважа, 13, Великий Новгород Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.56812	31.31429	Палуба	ул. Школьная, 6, Великий Новгород 174210 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.54552	31.23465	Сушишоп	Мира, 21, Великий Новгород Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.515263	31.238043	Мечта	ул. Октябрьская, 2, Великий Новгород 173526 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.51617	31.28572	Сушишоп	Большая московская, 112, Великий Новгород 173020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.52589	31.27429	Закусочная	Большая Санкт-Петербургская, 32, Великий Новгород 173003 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.53787	31.29243	Антоново	Парковая, 5/1, Великий Новгород 173020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.54339	31.2601	Спорт Бар "Пивная Лига"	Большая Санкт-Петербургская 43а, Великий Новгород 173001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.51617	31.28572	РестоДискоБар REX	Ул. Московская, 55, Великий Новгород 173000 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.57658	31.28855	Пончики	444 км а/д М10 "Россия", Великий Новгород 175462 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.52965	31.270191	Трюфель	Набережная Александра  Невского 28, Великий Новгород 173004 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.52589	31.27429	ТРИ СОУСА	Большая Санкт-Петербургская, 33, Великий Новгород 173003 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.54337	31.2509	1000 и одна ночь	Александра Корсунова проспект, 32а, Великий Новгород 173024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.52589	31.27429	Встреча	Большая Санкт-Петербургская, 21, Великий Новгород 173001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.54552	31.23465	Адепт	Мира проспект, 4, Великий Новгород 173024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.51617	31.28572	Жара	Большая Московская, 41, Великий Новгород 173020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.53638	31.29192	Зелёный огонёк	Студенческая, 31, Великий Новгород 173020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.54026	31.26045	Кабриолет	Большая Санкт-Петербургская, 41 к7, Великий Новгород 173003 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.546227	31.22991	Лагуна	Кочетова, 6 к3, Великий Новгород 173024 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.55552	31.26207	Оазис	Рабочая, 25а, Великий Новгород 173008 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.52304	31.24655	Подкова	Нехинская, 24 к1, Великий Новгород 173021 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.37529	33.29618	Суши Фуд	Больничный пер., 1, Окуловка 174353 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.00365	31.36322	Аура	ул. Поперечная, 34, Старая Русса 175202 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
57.99144	31.355558	Рушане	Кириллова д.14, Старая Русса 175202 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
58.54092	31.24219	Павлин	Свободы, 7а, Великий Новгород 173023 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
