Широта	Долгота	Наименование	Адрес	Категория	Подкатегория	Дата парсинга
55.74746	37.588	Wirt	Плотников пер, 19/38 ст2, Москва 119002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.78619	37.49957	Ясмин	Хорошёвская 3-я, 21 к1 ст1, Москва 123298 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.6518	37.49582	Теремок	ул. Миклухо-Маклая, 32а (ТЦ «Капитолий Беляево»), Москва 117279 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.77023	37.64731	Красные Ворота	Орликов пер., д. 2, (г-ца "Красные ворота") Hotel Krasnye Vorota, Москва Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
56.74945	37.19142	Икура Суши	Мещерякова, 11, Дубна 141980 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.781384	37.58122	ProfTesto пельмень-бар	3-я улица Ямского Поля, 9, Москва 125040 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.885883	37.597622	Золотой Павлин	ул. Костромская д.12Б, Москва 127549 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.76626	37.61082	PRIME	ул. Тверская, 19 А, Москва 125009 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.70861	37.65627	Kafin	ул. Мастеркова, 3, Москва 115280 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.46335	37.75335	Киото	Каширское шоссе, 83, Домодедово Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.635834	37.849808	The Old Barn	Угрешская, 15А, Дзержинский 140091 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.75825	37.64516	Камадо-2	ул. Покровка, д. 35/17, стр. 1, Москва 105062 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.84614	37.35807	Теремок	ул. Дубравная, д. 34/29 ТЦ "Ладья", Москва 105064 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.75779	37.633617	The Left Bank Паб	ул. Маросейка, 9/2, Москва 101000 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.77867	37.58707	Марукамэ	4-й Лесной пер., 4, Москва 127055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.607044	37.53644	Теремок	Новоясеневский проспект, д. 11 (ТЦ "Золотой Вавилон"), Москва 117588 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
56.29387	38.12804	Виктория	просп. Красной Армии, 209, Сергиев Посад Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.7476	37.58313	Leopold	ул. Смоленская, 8 Azimut Hotel, 1st floor, Москва 121099 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.720226	37.37895	Ваби Саби	МКАД,  56 км ТРК Vegas Кунцево, Москва 143025 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.914623	36.86215	Кафе Арзу	ул. Урицкого, 81, Истра 143500 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.74313	37.62976	Ди Читта	Пятницкий пер., 4, ст. 1, Москва 115184 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.95036	37.298107	Top Grill	Кирова,  2, Химки 141402 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.77169	37.57267	Piccola Italia	Пресненский Вал, д. 14/4, Москва 123557 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.770565	37.596436	PasternakBar	2 Тверская-Ямская,  2, Москва 125047 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.75147	37.59655	Кафе Хинкальная	Старый Арбат, 21, Москва 119002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.15779	37.465153	Piu del Cibo	ул. Полиграфистов, 1, Чехов Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.744495	37.63042	Шыкыдым	Большой Овчинниковский переулок, д. 16 (ТЦ "Аркадия", 1 этаж), Москва 115184 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.75353	37.638393	Шоколадница	ул. Солянка, д. 1/2 (м. Китай-город), Москва 109028 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.67045	37.51776	Ryba International Leninsky	Ленинский проспект, 108/1, Москва 119415 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.77713	37.67393	Караоке Limassol	Ул. Бауманская, 7, Москва 105005 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.75349	37.710827	Таёжный	Красноказарменная, 16, Москва 111250 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.78175	37.71955	KFC	Семёновская площадь, 1, Москва 105318 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.78233	37.7023	Пивной Град	УЛ. БОЛЬШАЯ СЕМЕНОВСКАЯ Д. 32. СТР 3, Москва 115487 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.7613	37.62383	Кукушка	ул. Рождественка, 6/9/20, стр. 1, Москва 107031 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.757107	37.599735	Sagah	Калашный переулок, 9, Москва 125009 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.75531	37.61782	Эль Соль	Красная пл., д. 1, (ГУМ, 1-я линия, 3 этаж) Gum, 1St Line, 3 Floor, Москва 119019 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
54.84278	38.05526	Речной вокзал	Горловская, 73, Соколова Пустынь 142816 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
56.31071	38.14143	Барские полати	Валовая, 2, Сергиев Посад 141302 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.81833	37.58143	ЭЛЬ и СТАУТ	ул. Яблочкова, 21, Москва 127322 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.75955	37.59754	L'apero brasserie&wine	ул. Малая Бронная, 4, Москва 123104 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.84365	37.580807	Лобби бар	Гостиничная ул., д. 4, корп. 9, (Отель Максима Заря) Building 9, Москва 127106 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.88081	37.58783	Domino's Pizza	Алтуфьевское шоссе, 56, Москва 127549 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.79025	37.590126	Донер-Кебаб	ул. Новослободская, 14/19 к4, Москва 127055 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.723667	37.587048	Riverside кафе&бар	Фрунзенская набережная, 32, Москва 119146 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.76247	37.64835	Пекарня Франсуа	ул.Чаплыгина 16, Москва 105062 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.80557	37.519814	Ичибан	Ленинградский проспект, 72 корп. 4, Москва 125315 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.612225	37.71805	Макдоналдс	Каширское шоссе, 61/15 м.Домодедовская, Москва 115582 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.80021	37.275234	BB&Burgers	Новорижское шоссе, 5 км ТЦ Рига молл, Архангельское Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.71386	37.658653	Узелок  Кафе	Восточная, 4/1, Москва 115280 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
56.10849	37.98358	Бобры и Белки	Tulip Inn Софрино, 1/1, Софрино 119019 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.752697	37.667778	Edward's Pub	ул. Нижняя Сыромятническая д. 10, Москва 105120 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.74592	37.63813	Sodexo	Космодамианская Набережная, 52/3, Москва 115035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.65719	37.85108	Burger King	1-й Покровский проезд, 5, Котельники Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.74467	37.56577	Subway	Киевского Вокзала площадь, 2, Москва 121059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.66021	37.56927	Зина Вилла	ул.Перекопская 34/4, Москва 117461 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.80244	37.73304	Локо Пицца	ул. Большая Черкизовская, д. 125б, Москва 107553 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.755833	37.614723	Кофе Хауз	Манежная площадь, д. 1, стр. 2, Москва 125009 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.78281	37.719425	Монжане	Семёновская площадь, 1, Москва 105318 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.96479	37.50998	Шницельная	Советская, 9, Долгопрудный Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.83485	37.447315	Эрмитаж	Вишнёвая, 13, Москва 125362 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.758644	37.640617	Левон`с	Багратионовский проезд, 5, Москва 121087 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.74888	37.65341	Авиатор	ул.Земляной Вал 52/16/2, Москва 109240 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.7903	37.54757	Ресторан Брассери Эрте	Ленинградский пр., д. 37/9 Бизнес-отель АЭРОСТАР, Москва 125993 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.68372	37.56043	Лемончелло	Кржижановского,  22/1, Москва 117292 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.62592	37.30759	Дворик детства Мирабель	ул. Летчика Ульянина, д.5 ТЦ "Солнцево парк", второй этаж., Москва Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.89793	37.47789	Кафе-кондитерская EvaBonBons	ул. Совхозная, 11, Химки 141406 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.7294	37.64513	Пельмешка	Кожевническая, 1, стр. 1 м. Павелецкая, Москва 115114 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.993057	37.213795	Пиццерия Альфорно	Центральный пр., 445, Зеленоград Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.761845	37.614147	After Seven	ул. Большая Дмитровка, 9/1, Москва 115487 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.70899	37.62075	Телега	Большая Тульская, 13, Москва 115191 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.76184	37.599384	Bistrot Canaille	Большая Бронная ул., 11, Москва 115487 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.77489	37.66969	Авиатор	Ольховская, 14/5, Москва 105066 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.74388	37.60102	Ресторан Исток	ул. Остоженка, 53/6, Москва 119021 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.691147	37.746845	АндерСон	Шкулева,  д. 2А/1, Москва 109263 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.61497	36.990234	Луковка	Петровское шоссе, 3/5 стр. 2, Голицыно Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.78494	37.73068	Кафе Московский Дворик	Ул. Ибрагимова, 20, Москва 105318 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.79604	37.79972	Subway	Измайловский бульвар, 38, Москва 105077 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.72778	37.63637	Дядюшка Хо	ул.Дубининская 70, Москва Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.762825	37.660923	Ланч Джой	Казакова, 8-8А/2, Москва Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.75147	37.59655	Кулинариум	Арбат ул, 18, Москва 119002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.73892	37.62834	Шафран	Пятницкая ул., 36, Москва 119017 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.91042	37.54229	МакАвто	Дмитровское шоссе, 163а, Москва Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.762196	37.605804	Джуси-бар-2	Гнездниковский Б. пер., д. 10, Москва Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.889862	37.59118	Райский уголок	ул. Пришвина, 3Б, Москва 127549 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.91092	37.7366	МакАвто	Мира, вл40, Мытищи Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
56.14805	37.49663	Пончики из детства	Центральная, д. 40, стр.1, Ермолино 141863 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.74855	37.60852	Иль Ностро	ул. Волхонка, 11/6, Москва 119019 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
56.728783	37.13855	Таверна	ул. Правды, 12, Дубна Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.69018	37.60222	Karinochka	Новочерёмушкинская ул., д. 44, корп. 1, Москва 117418 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.76489	37.57881	Beverly Hills Diner	Bolshaya Gruzinskaya, 4/6, Москва 123242 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.79401	37.61778	Теремок	Шереметьевская, 20, Москва 129594 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.75657	37.631996	Джимми пой	Лубянский пр-д, д. 15, Москва 101000 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.78463	37.8699	Burger King	Энтузиастов шоссе, вл8а, Балашиха Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.77643	37.58575	Такорама	Лесная, 20/3 Фудмолл Депо, Москва 125047 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.76324	37.62547	Советские времена	Варсонофьевский пер, 6, Москва 107031 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.75365	37.63611	Крошка Картошка	Солянский проезд, д. 4/1, корп. 2, Москва 109240 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.75703	37.569653	ДНК	Рочдельская, 15/1, Москва 123022 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.95432	37.537342	Лакада	ул. Адмиральская, Грибки 141700 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.773216	37.6792	Павлин-Мавлин	Бакунинская, 73 ст1, Москва 105082 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.715073	37.775597	Шарманка	Фёдора Полетаева, 7, Москва 109457 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.756107	37.6207	Red Mango	Калужское шоссе,  21 км, МКАД Мега Теплый Стан, Москва 109012 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.76178	37.61753	Барселона	Петровка, 21, Москва 107031 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.65863	38.10248	Александрова слобода	ул. Парковая, 1, Осеченки 140163 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.75945	37.61298	Шоколадница	Камергерский пер, 5, Москва 125009 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.49246	37.31364	Шагал	Комсомольский пр-т, 14/1, корп 2, Москва Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.82652	37.57099	Кофе Хауз	Дмитровское шоссе, 15/1, Москва 127550 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.74491	37.57899	The Great Gatsby Moscow	ул. Плющиха, 64/2, Москва 119121 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.79917	37.514683	7 элемент	Новопесчаная ул., 10 стр. 1, Москва 125252 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.67842	37.267223	Кафе-бар Baranka	ул. Маршала Неделина 6 ТЦ "О парк",  2 этаж, Одинцово Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
54.886147	38.081154	Франческо	ул. Андропова, 41/8, Ступино 142800 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.726154	37.608116	Vino Birra Bar	Ленинский проспект, 3, Москва 119049 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.74448	37.50893	Макдоналдс	Багратионовский проезд, 5, Москва 121087 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.77736	37.50432	Джонджоли	проспект Маршала Жукова, 41/1, Москва 123098 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.820156	37.466125	Элс	Иваньковское шоссе, 5, Москва 125367 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.79044	37.50152	KFC	Маршала Бирюзова, 32, Москва 123060 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.76629	37.60754	Ян пен	Пушкинская пл., д. 2, Москва 101000 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.72032	37.36987	Донжон ресторан	2-я Запрудная ул., 36 Немчиновка-Парк, Немчиновка 143026 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.74107	37.61094	Dome Bar	Берсеневский пер., д. 3/10, стр. 7, Москва 119072 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.86453	37.698917	Пловная №1	Ярославское Ш., 61, Москва Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.77603	37.58553	Viet Express	1-Тверская Ямская, 29/1, Москва 125047 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.69221	37.528126	Mr.Сомъ	пр.  Вернадского, 6, Москва 119311 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.71404	37.61996	Juicy Lab	ул. Мытная, 74, Москва 115191 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.69114	37.90793	Аригато	Проспект Победы 12, Люберцы Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.771496	37.63254	Хлеб Насущный	ул. Сретенка, 36, Москва 107045 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.70998	37.58569	Итальянский сад	Ленинский пр-т, д. 37, Москва 119334 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.74467	37.56577	Истерика	Киевского Вокзала пл., д. 2, (ТРЦ "Европейский", 7 этаж) Shopping Center Evropeyskiy, 7th Floor, Москва 121059 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.74097	37.61091	Ночной клуб ICON Moscow	Болотная набережная 9 стр. 1, Москва 119072 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.706284	36.19615	МЯТА	Федеративная, 25 2 этаж, Руза 143103 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.77014	37.47637	Хинкальная У Русико	ул.Народного Ополчения 22/1, Москва 123423 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.84394	37.66389	Панчо Пицца	Мира проспект, д. 211 ТЦ Золотой Вавилон, Москва 129226 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.96005	38.03727	Семейное кафе "Белый кролик"	ул. Горького, 3, Фрязино 141191 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.77292	37.60208	Россо&Бьянко	Оружейный пер., д. 27, Москва Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.788822	37.559574	Ёлки-Палки	Ленинградский проспект, д. 37/12 ТЦ "Палладиум", Москва 125167 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.775166	37.20441	Жар	Новый поселок, 5a, Бузланово 143421 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.6497	37.53678	Чайхона №1	ул. Бутлерова, д. 22 (м. Калужская, Беляево), Москва 117342 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.742744	37.62002	Русский Зал	Лаврушинский пер., д. 10, Москва Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.76095	37.86133	Роллофф	Победы, 22, Реутов 143960 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.623657	37.70475	Парадайз	Маршала Захарова, 6 к1, Москва 115569 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.92055	36.8556	Сурожский Стан	Советская, 13, Истра 143500 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.64862	37.57097	Ёлки-Палки	Балаклавский пр-т, д. 48, Москва 117461 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.7912	37.55942	Старбакс	Ленинградский проспект, 62а (ТЦ Галерея Аэропорт), Москва 125167 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.73444	37.40745	Крошка-Картошка	ул. Ярцевская, 19, Москва 121552 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.78999	37.74787	Тройка	Измайловское шоссе, 71 к2 Б, Москва 105187 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.824615	37.65338	Кафе Авеню	Бориса Галушкина, 10, Москва 129301 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.7617	37.61114	Редакция	Столешников пер, 6 стр. 3, Москва 125009 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.75811	37.62415	Третьяков кафе	Никольская ул. , д. 10 (Торговая галерея "Третьяков Плаза", 2-й этаж), Москва Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.688328	37.543774	Бекерс	Ломоносовский проспект , д. 11/70, Москва 119261 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.77154	37.681446	Теремок	Фридриха Энгельса, 3-5, стр.4, Москва Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.98826	37.41627	Теремок	аэропорт Шереметьево а/п Шереметьево, терминал D, 1-й этаж, зона прилета, Химки Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.76032	37.57884	Нобилис	ул. Первомайская, д.15, Москва 123242 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
56.12906	35.8211	Ресторан Купеческий	ул. Советская, 3, Волоколамск Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
56.3399	36.74818	Золотой Червонец	Ул. Горького, 2, Клин Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.86908	37.63055	Буханка	Заповедная,  18/3, Москва 127081 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.83185	37.325397	Семейное кафе Лагуна	ул. Лесная, 14, Красногорск Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.727406	37.75467	Царица Востока	Рязанский проспект, д. 24, корп. 1, Москва 109428 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.73426	37.48703	Ресторан N-House	Минская ул., д. 1Г, корп. 3 Золотые ключи, Москва 121108 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.72562	37.532913	КТ Биро	Ул. Мосфильмовская, 42, Москва 119285 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.8043	37.61657	Бургер Кинг	Шереметьевская ул., д. 60а, (Ашан, "Сити Марьина Роща" 3-й этаж) Ashan, City Maryina Roshcha, 3 Floor, Москва Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.75655	37.63226	Кофеин	Лубянский пр-д, д. 15/2, Москва Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.69609	37.85333	БифФиш	Жулебинский бульвар, 18, Москва 109153 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.80034	37.52381	Такие Пироги	Ленинградский проспект, 69/2, Москва 125057 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.69953	37.85785	Макдоналдс	Октябрьский проспект, 142а, Люберцы 140005 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.80244	37.73304	На Большой Черкизовской	Большая Черкизовская, 125 вл1, Москва 107553 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.73961	37.604107	Инфопространство	Зачатьевский 1-й пер., д. 4, Москва Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.773758	37.589493	Джаганнат	Тверская-Ямская 1-я, 13, Москва 125047 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.90775	37.75122	Суши Муша	Селезнёва, 33, Мытищи 141014 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.73121	37.66931	Чебурека'c	Волгоградский проспект, 17 ст1, Москва 109316 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.75315	37.57549	Сфера	Новый Арбат, 36 ст3, Москва 121205 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.74048	37.62866	СОЮЗНИКИ	Пятницкая, 31/2, Москва 119017 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
56.73515	37.157948	Солянка	проспект Боголюбова 21, Дубна 141981 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.82341	37.49796	Крошка Картошка	Ленинградское шоссе, д. 16а, стр .4 (ТЦ "Метрополис"), Москва 125171 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.435444	37.54965	Макдоналдс	Ленина проспект, д. 128/24, Подольск Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
56.31269	38.135075	Модная столовка "Наша-Раша"	Проспект Красной Армии, 142, Сергиев Посад 141306 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.74853	37.58691	Грузинская кухня	Арбат ул., д. 42, Москва Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.69098	37.53302	Subway	Вернадского проспект, 39, Москва 119415 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.778633	37.58496	Бифхаус	ул. Бутырский Вал, дом 5, Москва 125047 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
55.72861	37.62389	Scrocchiarella	Б.Серпуховская,  8/7/2, Москва 115093 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
