Широта	Долгота	Наименование	Адрес	Категория	Подкатегория	Дата парсинга
61.765705	34.38718	Бруклин	ул. Ровио, д. 15, Петрозаводск 185026 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78815	34.36534	Тскофе	Ленина проспект, 23, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78623	34.345207	Славянская Шаверма	Шотмана, 32, Петрозаводск 185001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.778667	34.366062	Стефф Хаулберг	Маршала Мерецкова, 11, Петрозаводск 185030 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78804	34.37614	Пекарня	Кирова, 19а, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.782135	34.386276	Дюшес	улица Правды, дом 3, Петрозаводск 185005 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78014	34.35759	Петротранс	Анохина, 16, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.797	34.35418	ПТЗ	Октябрьский проспект, 13, Петрозаводск 185031 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.76846	34.38562	Феникс	Балтийская, 21, Петрозаводск 185026 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.76278	34.36258	Пинта Паб	Ровио, 48, Петрозаводск 185026 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.7781	34.36755	Сушишоп	Мерецкова,  5, Петрозаводск 185030 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.75644	34.33357	Папа Карло	Лесной проспект, 47Б, Петрозаводск Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.52401	105.318756	V Karelii Yest	Varkausa Emb., 27/2, Петрозаводск 185031 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.809357	34.290344	Пикник	Шуйское шоссе, 16а, Петрозаводск 185013 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.77108	34.31474	Пицц-Суша	Древлянка, 18, Петрозаводск 185014 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.75947	34.37883	Эйла	Карельский проспект, 20, Петрозаводск 185026 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.76124	34.32193	Базилик	Пр-т Лесной, 47б, Петрозаводск 185014 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.80291	34.34635	Ресторан-караоке "Ели-Пели"	Московская, 1, Петрозаводск 185031 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.786476	34.349087	Кафе Мансарда	ул. Анохина, 41 ТЦ Аура, 5 этаж, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.789326	34.36162	Каудаль	Ленина проспект, 14, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.80049	34.30383	Анастасия	Халтурина, 13, Петрозаводск 185013 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.76124	34.32193	Аль Шарк	Лесной проспект, 47а, Петрозаводск 185014 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.776714	34.369656	Скворечник	Маршала Мерецкова, 11, Петрозаводск 185030 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
60.97943	32.97269	Ресторан Олония	ул. Свирских дивизий, 5, Олонец Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.701355	30.691824	Ривьера	ул. Комсомольская, 8, Сортавала 186790 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.79323	34.34814	Урарту	Первомайский проспект, 39, Петрозаводск 185001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.787872	34.37584	Ресторан Большой	Кирова,  2, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.69751	30.67963	Кафе Уют	Карельская ул., 12, Сортавала Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.57525	31.47037	Ривьера	ул. Горького 38, Питкяранта Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
64.522026	34.758167	Кафе Речное	Ул. Первомайская, 3, Беломорск Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78824	34.3706	Бегемот	ул. Дзержинского, 7, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78815	34.36534	Трюфель	Ленина проспект, 14, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.79323	34.34814	НА РОГАХ	Первомайский проспект,  2, Петрозаводск 185001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78148	34.36383	Калитка Бар	Антикайнена, 34, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.897926	34.233864	Карельская Усадьба	п. Шуя, ул. Речная, 1, Петрозаводск 185001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78804	34.37614	Кафе от Василисы	Кирова, 2, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
63.73701	34.27873	Кафе Сегежа	ул. Лесокультурная, д. 4 Отель Сегежа, Сегежа 186424 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.76385	34.40299	Кафе А в кубе	ул. Белинского, 7 В, Петрозаводск Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.8778	34.15639	Флагман	Шуйское шоссе, 4а, Петрозаводск Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.788258	34.356792	City Bar	пр. Ленина 26, Петрозаводск 185002 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.791367	34.366505	Суши Клаб	пр. Ленина, 12, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.69751	30.67963	Бульвар	ул. Карельская, д.35 1 этаж гостиницы Сортавала, Сортавала 186790 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78824	34.3706	Культура	Дзержинского, 3, Петрозаводск 185000 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.79223	34.36337	Креветочка	ул. Красная, 40, Петрозаводск Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.79229	34.3768	Гермес	Свердлова, 8, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78014	34.35759	Крутилка	ул. Анохина, 26, Петрозаводск Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.55241	30.204313	Гарнизон	ул. Малиновского, 2г, Лахденпохья 186731 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.778667	34.366062	Смайл	Маршала Мерецкова, 11, Петрозаводск 185030 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78815	34.36534	Черная жемчужина	Ленина проспект, 24а, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.788113	34.384098	Павлин	Карла Маркса проспект, 22, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78815	34.36534	Трактиръ Кабачок	Ленина проспект, 9, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.79627	34.37321	Онежский замок	Федосовой, 44, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.79323	34.34814	TEMPO-BAR	Первомайский пр., 2, Петрозаводск Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.76306	34.315277	Тик Тайм	Интернационалистов бул., 20, Петрозаводск 185016 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.790726	34.358826	Паб BBQ Park	Красная, 10, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.788517	34.359474	Нойбранденбург	пр. Ленина, 23, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78085	34.39921	Карамбул	Пробная, 26, Петрозаводск 185005 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78595	34.36033	Белый Кролик	М. Горького,  25, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.790897	34.365215	Масленица	пр. Ленина, 14 ТРЦ Макси, 3-й этаж, Петрозаводск Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
64.95519	34.61827	Ресторан "Прибой"	ул. Ленина, 10, Кемь Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.791843	34.370163	Village	Кирова, 22, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.79566	34.3721	Republic Bar & Lounge	Куйбышева, 26, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.79223	34.36337	Айсверк	Красная, 8, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.70107	30.68936	Кафе Ламберг	ул. Ленина, 3, Сортавала 186790 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78804	34.37614	Хоум Кафе	Кирова, 10, Петрозаводск Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.792454	34.368504	Чистый вкус	ул. Кирова, 19, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78815	34.36534	Мираж Синема	Ленина проспект, 14, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.79323	34.34814	Метелица	Первомайский проспект, 2, Петрозаводск 185001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78958	34.358967	Ресторан "Аврора"	ул.  Энгельса, 10, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
62.91239	34.46438	Фламинго	Дзержинского, 19, Медвежьегорск 186350 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78809	34.38414	Акватика	Пушкинская, 7, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78804	34.37614	Cafe Blues	Кирова, 19, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.79323	34.34814	Subway	Первомайский проспект, 2, Петрозаводск 185001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.780773	34.35013	SOLO	ул. Коммунальная, 20, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.782146	34.349888	Burger's Bar FARSH	ул. Максима Горького, 25, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.80088	34.28962	Легенда	Беломорская, 14а, Петрозаводск 185013 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.56904	31.47717	Кафе Горница	ул.Ленина, 178, Питкяранта 186810 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.81613	34.31039	Кафе В Меге	Заводская, 5, Петрозаводск 185031 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78815	34.36534	У Кузьмича	Ленина проспект, 38, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.79323	34.34814	Столовая №8	Первомайский проспект, 31, Петрозаводск 185001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
63.73737	34.28842	Кафе Этаж	ул. Спиридонова, 19, Сегежа 186424 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.81726	34.31073	Patisson	ул. Зайцева, 67, Петрозаводск Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78815	34.36534	KFC	Ленина проспект, 27, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
63.73737	34.28842	Кафе-Бар Del Mar	ул. Спиридонова, 8, Сегежа Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78014	34.35759	Сушимания	ул. Анохина, д. 29, Петрозаводск 185000 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
65.19689	31.18237	Кафе ВелТ	ул. Советская, 28А, Калевала 186910 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78595	34.36033	Solo Burger Bar	Ул. Максима Горького, 25, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.79323	34.34814	Смайл	пр. Первомайский, 4Б, Петрозаводск 185001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78789	34.369915	Парижанка	Карла Маркса проспект, 22, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.69954	30.693295	Сердоболь	2-я Пристанская 1, Сортавала Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
64.52408	34.764248	Поморская Кухня	ул. Первомайская, 18, Беломорск 186500 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
62.3467	33.999058	Рыбка	Трасса "Кола" ул. Геологов, 1, Сопоха 186214 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.785404	34.34865	Бар 3/4	пр. Ленина 37, Петрозаводск Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.788055	34.35652	Saloon Sanches	Ленина проспект, д. 26, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.81726	34.31073	У Али	Зайцева, 64а/1, Петрозаводск 185031 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.704967	30.6947	Кинза	Карельская,  31, Сортавала 186790 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.51778	30.202969	Кафе Рундучок	ул. Набережная, 2A, Лахденпохья 186730 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.82449	30.636318	ТОЧКА° НА' КАРТЕ"	Сортавала 186790 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.70255	30.693886	Krona Kafe	Ul. Kirova 6, Сортавала 186790 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.814342	36.534515	Кафе-бар "Уют"	Комсомольская, 65, Пудож 186150 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.56904	31.47717	Dolce Cafe	ул. Ленина, 40, Питкяранта 186810 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.79323	34.34814	Кафе от Валентина	Первомайский проспект, 2, Петрозаводск 185001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.609077	30.564905	Ресторан "LADOGA"	ул.Озерная, д. 1, п. Ниэмелянхови 186792 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.788303	34.356632	Паб 119	пр. Ленина,  д. 26, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.765705	34.38718	У Марифа	Ровио, 3, Петрозаводск 185011 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.792885	34.373386	Кафе NORD	ул. Куйбышева, 17 перекресток ул.Ленина и Куйбышева, Петрозаводск 185005 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.795757	34.372692	Ресторан Бульвар	ул. Куйбышева, 26 Cosmos Petrozavodsk Hotel, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.79323	34.34814	Толстый Goose	Первомайский пр., 9, Петрозаводск Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78526	34.34495	Пекарня Беккер	пл. Гагарина, 2, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
62.92201	34.40698	Едем&Едим	ул. Верхняя, д. 61, Медвежьегорск 186350 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.70176	30.688547	Кафе Сеурахуоне	ул. Карельская, 22, Сортавала 186790 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.789986	34.363335	Crema Caffe	пр. Ленина, 17, Петрозаводск Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78939	34.36106	Миндаль	ул. Ленина, 21, Петрозаводск 185000 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.75545	30.891893	Приладожье	Центральная ул., 84, д. Рауталахти 186805 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.944466	30.579353	Кафе Русколка	ул. Мраморная, 3, Рускеала 186759 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.792435	34.371277	Оттолина	Ленина проспект, д. 7, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.702168	30.71093	Ресторан "Пийпун Пиха"	ул. Промышленная , 44, Сортавала 186790 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.784374	34.346607	Ресторан Пауланер	пл. Гагарина, 1, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.801136	34.33983	Бавариус	Октябрьский проспект, д. 13, Петрозаводск 185031 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.653046	30.687258	Ресторан Густав Винтер	Республика Карелия, город Сортавала, Сортавала 186792 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.70098	30.68994	Акуловка	ул. Суворова, 1, Сортавала 186790 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
62.91382	34.51509	Медвежка	ул.Омелина, д.2, Медвежьегорск 186350 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.70415	30.692902	Кафе Релакс	ул. Карельская, д. 29, Сортавала 186790 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.784157	34.347507	Fusion	ул. Красноармейская, д. 33, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.79028	34.39142	Ресторан Фрегат	Карла Маркса проспект, д. 1а, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78845	34.36107	Карельская горница	ул. Фридриха Энгельса, д. 13, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.792587	34.37159	The Кухня	Ул. Ленина, 7, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.78954	34.361095	Дежавю	Ленина проспект, 20, Петрозаводск 185035 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-22
61.69595	30.67184	Mini-Hotel Impulse	Старовыборское шоссе 15, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.57552	30.03349	Camping Paporotnik	Рускеала 186759 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.681274	30.665083	Дом для хороших гостей	Южный переулок дом 15 А, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.55462	30.21991	Гостиница "Щучье озеро"	Малиновская ул., 2Б, Лахденпохья 186730 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.71496	30.69895	Riekkalansaari Mini Hotel	ulitsa Bondareva 43, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
62.340866	34.00659	Сандал	4 км от деоревни Сопоха, Кондопога Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.75222	30.871899	Времена Года	д. Рауталахти Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.68715	30.66596	Гостиничный комплекс "Карельская усадьба"	ул. Речная, 1, Шуя 185504 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.78791	34.33749	Гостиница "Руна"	ул. Чапаева, 6А, Петрозаводск Россия	Средства размещения	Гостиницы и санатории	2020-10-22
62.00656	34.206257	Загородный клуб Эдем	Мурманское шоссе 450 км, Шуя 185505 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.7956	34.3687	Бутик-отель "13 Стульев"	Неглинская набережная, 13, Петрозаводск 185035 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.79117	34.373432	Отель Саквояж	ул. Свердлова, 10, Петрозаводск 185035 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.79856	34.368988	Онежский замок	ул. Федосовой, 44, Петрозаводск 185035 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.791637	34.30879	Гостевой Дом на Муезерской	ул.Муезерская, дом 100, Петрозаводск Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.778347	34.351852	Гостиница Заречная	наб. Лососинская, д. 7а, Петрозаводск 185030 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.79223	34.36337	Гостиница "Петрозаводск"	ул. Красная, 28, Петрозаводск 185035 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.6818	30.66228	Dom U Ozera Hyumpelyayarvi	Vyborgskoe Shosse 96, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.69072	30.681	Гостевые Домики у Озера	Ulitsa Kholmistaya, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.70125	30.68873	Hotel Seurahuone	Karelskaya St 22, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.71208	30.70825	Guest house on Lesnaya	ulitsa Lesnaya 25A, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
62.91318	34.46192	Cottage Lumi	Ulitsa Mikhaila Ryabova, Dom 17, Медвежьегорск 186350 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.497406	29.996784	Guest House Ikhala	Tsentralnaya ulitsa 48, Ихала 186732 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.7072	30.71676	Хостел Ярви	Pervomayskaya 50a, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.755283	30.84107	Кемпинг у Рауталахти	трасса Сортавала-Питкяранта 282 километр от Санкт-Петербурга, д. Рауталахти 186805 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.80111	34.29342	Мини-отель "Вояж"	ул. Пограничная, 52, Петрозаводск 185013 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.69594	30.6773	Хаапалампи	ул. Выборгское шоссе, 1В, Сортавала Россия	Средства размещения	Гостиницы и санатории	2020-10-22
62.119366	34.008495	Villa Natella	Ulitsa Sovkhoznaya, D.5, Кончезеро 186202 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.31318	30.115822	Holiday Park in Tervu	улица Ладожская,  д. 21, Терву 194356 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
66.28514	30.85685	Turbaza Tsipringa	185035 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.81124	33.94457	Motel In Polovina	Dachnaya, 2, Половина 186130 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.42234	30.112255	Baza Berloga	Bereg Ozera Hankasjarvi, Лумиваара 186730 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.71445	30.68731	Гостевой дом Благодать	ул. Фабричная, дом 11, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
64.52811	34.771076	Туркомплекса Выгостров	Рыбная №1, Беломорск 186500 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.80111	34.29342	Mini Hotel Koral	Ulitsa Pogranichnaya, 50, Петрозаводск 185013 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.70697	30.69269	Скандинавия	ул. Садовая, 28, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.69751	30.67963	Ладога	Карельская улица, д. 12, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
62.2328	34.16785	Motel Prival	ul. Novaia, 27, Янишполе 186206 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
62.55486	33.965122	Baza Otdykha Medvezhyy Ugol	ulitsa Zarechnaya 40, Тивдия 186207 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
62.07486	32.352245	Тамара гостевой дом	Мира улица, д. 1, Суоярви 186870 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.3697	31.86815	Коттеджи Мантиансаари	Пелле, 14, Салми 186821 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.70205	30.69196	Apartment Komsomolskaya	ul. Komsomolskaya 10, Apt. 22, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.71313	30.69119	River House	Совхозная, д. 5, Ууксу 186817 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.70411	30.69824	Karjala	Садовая, 21, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.78685	34.39789	Nord Camping	ulitsa Rigachina 3, Петрозаводск 185005 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.69751	30.67963	Mini Otel' Uiut	ul. Karelskaya 2-kh, Etazhnoe Zdanie  17, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.720657	30.7003	Калитка	ул. Бондарева, 41, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.70758	30.72399	Lintu 2	Приозерная, 8, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
63.736816	34.278946	Гостиница Сегежа	Лесокультурная, д.4, Сегежа 186424 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
60.97943	32.97269	Ладога	Свирских Дивизий улица, д. 12, Олонец 186000 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
66.30488	33.29275	Пулонга	дер.Нижняя Пулонга, дом 20, Нижняя Пулонга Россия	Средства размещения	Гостиницы и санатории	2020-10-22
62.177452	34.211235	Вояж	Петрозаводское шоссе,1А, Кондопога 186225 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
64.40069	34.140724	Мотель Пушной	ул. Лехтинская д. 1, Беломорск 186523 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.43828	30.230648	База отдыха Салокюля	ул. Центральная, 22, Лумиваара 186733 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.700603	30.689484	Каунис	Ленина улица, д. 3, Сортавала 186790 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.181114	32.3913	Hotel Villa Vitele	Рыбацкая, 3а, Видлица 186007 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
61.497524	30.354645	База отдыха "Микли-Ольгино"	Lahdenpohja Skiy Rayon, Pos., Микли 186724 Россия	Средства размещения	Гостиницы и санатории	2020-10-22
