Широта	Долгота	Наименование	Адрес	Категория	Подкатегория	Дата парсинга
53.16265	48.46808	Hotel Vinoghrad	Sportivnaya Ulitsa 16, Сызрань 446026 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.1873	50.11578	Хостел ОК	ул. Никитинская 10, Самара 443041 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.20886	50.20329	Ниагара	ул. Карбышева, 63б, Самара 443067 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.335236	49.249027	Богатырская Слобода	Жигули поселек, д. 1, Жигули 445163 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.27558	50.2192	Дубки	Демократическая, 52, Самара 443031 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.55059	49.26288	Тверь	Заставная улица, д. 22, Тольятти 445000 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.19325	50.0889	Хостел Cherry Hostel	ул. Алексея Толстого, 137, Самара 443099 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.18405	50.08748	Отель на Дворянской	Ulitsa Kuybysheva 65, Самара 443000 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.0934	48.42201	Гостиница РУСЬ	улица Дарвина дом 7, Сызрань 446015 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.39443	49.283604	Звездный	ул. Молодецкий Курган, д. 3, Жигули 445163 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.18587	50.12263	Радонеж	Комсомольская улица, д. 21, Самара 443099 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.46387	49.638145	Гостиничный комплекс "Ранчо"	ул. Солнечная, 3 село Нижнее Санчелеево, Тольятти 445134 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.24609	50.19324	Дом частный	Ул. Солнечная, Самара 443061 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.14718	48.4584	Ла Манча	Карла Маркса улица, д. 12, Сызрань 446001 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.188877	50.107597	Yo! Hostel on Lva Tolstogo Street	ulitsa L'va Tolstogo 97, Самара 443010 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.17685	50.19555	Hotel Vesta Samara	32 Proyezd Yuzhnyy, Самара 443017 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
41.00986	28.95707	Мини-отель Уют	Роликовый переулок, д. 4, Самара 443008 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.3552	50.21096	Мираж	Красноглинское шоссе 1а, Самара 443026 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.57758	49.28964	Гостиница "Вазинтерсервис "	ул. Борковская, 11, корпус Г, Тольятти Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.19845	50.12791	Заря	Мичурина, 52, Самара 443096 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.28077	50.22496	Ласка	ул. Демократическая, д. 130 корп. 2, Самара 443031 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.18614	50.13247	Ночлег63	улица Мечникова, дом 1, Самара 443030 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.53996	49.35206	Джинн	ул. Садовая, 280/ ул.Полевая, Самара 443001 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.212788	50.25688	Жемчужная	Калинина улица, д. 7Б, Самара 443008 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.47654	49.37129	Волна	Бурлацкая, 9, Тольятти 445091 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.190834	50.119884	Хостел Центр	ул. Рабочая д. 95, пом. 1, Самара 443041 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.19154	50.08632	Три Вяза	ул. Некрасовская, д. 28, Самара 443010 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.5009	49.35785	Морской	Лесопарковое шоссе, 69, Тольятти 445003 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.21809	50.15505	Браво	ул. Николая Панова, 50, Самара 443056 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.20702	50.127285	Хостел АПЕЛЬСИН	ул. Ново-Садовая, 8/4, Самара 443110 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.178085	50.074123	Парк-отель Васильевский	ул. Максима Горького, 10, Владимировка 446233 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.28077	50.22496	Отель Amadeus	ул. Демократическая, 89/14, Самара 443031 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.18497	50.10075	Старая Самара	ul.Leningradskaya d.75, Самара 443020 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.499676	49.288406	Хостел Т	ул. Спортивная 4, Тольятти 445057 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.51097	49.4156	Гостиница Волга	ул. Гагарина, д. 14, Тольятти 445017 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.25934	50.21013	Найс Хостел	пр-кт Кирова, 348, Самара 443029 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.332096	48.804478	Орбита	Муранский бор, Муранка 445004 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.44054	50.18822	Центр восстановления здоровья Устиновой "Сосновый"	ул. Сосновая, 55, Малая Царевщина Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.18657	50.09643	Yo! Hostel on Leningradskaya	Leningradskaya Ulitsa 70, Самара 443099 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.22658	50.24343	Отель Вип Хаус	Ставропольская улица, д. 216, Самара 443105 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.14718	48.4584	Гостиница СЫЗРАНЬ	ул. Карла Маркса, 16, Сызрань 446001 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.20517	50.16067	Mini Hotel Dakota	Ulitsa Artilleriyskaya 36, Самара 443056 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.18886	50.11909	Ле Вояж	ул. Красноармейская, 117, Самара 443041 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.46475	49.8116	Стрежень	Охтинская ул., 27, Задельное 443902 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.50721	49.39156	Спорт Отель	ул. Родины, д. 40, Тольятти 445020 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.19017	50.20217	Гостиница Вояж Холл	ул. Аэродромная, д. 99а, Самара 443117 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.20633	50.12784	Отель Браво Люкс	ул. Ново-Садовая, д. 303, Самара 443011 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.351387	50.24541	Парк Отель Дубрава	Красноглинское шоссе, д. 40 67 Kvartal Samarskogo Lesnichestva Samarskogo Leskhoza, Самара 443026 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.17808	50.07662	Волна	Алексея Толстого улица, д. 35, Самара 443099 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.31733	50.28623	Озерки	Московское шоссе 23 км, д. 150а корп. 2, Самара 443028 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.232468	50.181374	Тайм Хостел	3-я просека,  63, Самара 443011 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.1873	50.11578	Ливадия	Никитинская улица, д. 30, Самара 443041 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.243343	50.17219	Гостевой дом Акватория	Третья просека, 79А, Самара 443011 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.54359	50.304333	Циолковский	автодорога Самара-Ульяновск, 61-й км, литера 17, Жареный Бугор 446361 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.24615	50.17481	Арт отель	5-я просека, д. 102, Самара 443029 Россия	Средства размещения	Гостиницы и санатории	2020-10-23
53.474426	49.35509	Хороший	ул. Комзина, 6, Тольятти 445003 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.517517	49.27789	Оливка	Юбилейная, 12, Тольятти 445037 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.200935	50.20028	Хинкали & Хачапури	ул. Гагарина, 103, Самара 443067 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.199085	50.110054	Vinograd	ул. Ульяновская, д. 18, Самара 443001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.213352	50.126133	Марракеш	Лесная, 23 к1, Самара 443110 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.188004	50.122272	Трактир У Палыча	ул. Спортивная, 5/8, Самара 443030 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.19154	50.08632	Крем и Брюле	Некрасовская, 58, Самара 443010 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.20596	50.11229	Jaw Pike	ул. Маяковского, 2, Самара 443071 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.18178	50.09489	Гитар Бар	ул. Галактионовская, 102А Kuibyshev Square, Самара 443001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.18132	50.07712	Три Оленя	Водников 28/30 ТЦ Маяк, Самара 443067 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.190014	50.10092	Хачапурная №1	ул. Галактионовская, 68, Самара 443010 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.1474	48.454304	Molotov Grill&Bar	ул. Ульяновская, 2 A, Сызрань 446001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.21401	50.18534	Дорогая, я перезвоню	Московское шоссе, 4/15, Самара 443056 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.189323	50.119286	Ресторан Киев	ул. Красноармейская, 76, Самара 443041 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.50242	49.24994	Причалъ	ул. Спортивная, д. 27, Тольятти 445000 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.51068	49.45687	Чеширский кот	Баныкина, 74, Тольятти 445054 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.52502	49.27925	Vesna	Юбилейная, 6а, Тольятти 445029 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.321808	50.313362	Мама Люба	Бульвар Ивана Финютина, 45, Самара 443028 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.19418	50.1078	The Burger Out	ул.Рабочая 26, Самара 443041 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.19493	50.093643	Ирландский паб Шеннон	Красноармейская, 1а, Самара 443010 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.53492	49.28082	Hollywood	Юбилейная, 40, Тольятти 445057 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.18178	50.09489	Столовушка	Галактионовская, 100, Самара 443010 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.187546	50.0891	Robbi Cafe Italiano	Куйбышева, 95, Самара 443099 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.211403	50.141747	Sehr Gut	проспект Ленина, 16, Самара 443110 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.20308	50.12174	Sky Bar	ул.Садовая 137, Самара 443041 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.1844	50.092426	Сидрерия Пива Нет	ул. Венцека, 53, Самара 443099 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.196133	50.109528	La Petite	Садовая, 176 / ул. Вилоновская, 44, Самара 443001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.19154	50.08632	Лагманная	ул. Некрасовская, 48, Самара 443010 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.191	50.18929	Мушмула	Аэродромная, 47А Avrora Moll, Самара 443070 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.188145	50.097084	Парбург	ул. Молодогвардейская, д. 96, Самара 443099 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.19365	50.08917	Хинкали & Хачапури	Льва Толстого, 118, Самара 443041 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.51243	50.157772	Три Оленя	Аэропорт Курумоч Аэропорт Курумоч, Курумоч Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.191196	50.1892	ТОСЁ	Аэродромная, 47А, Самара 443070 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.187202	50.09693	Покетерий	Волжский проспект, 45 Самара, улица Солнечная, 16, Самара 443071 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.194878	50.09355	ДАДИ	ул. Красноармейская, 1а, Самара 443010 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.1791	50.08683	Black Rabbit	ул.  Чапаевская,  232, Самара 443010 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.191216	50.190727	Ирландский бар PUB47	Аэродромная 47а, Самара Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.50096	49.54344	Восьмая миля Мотель	Федеральная трасса М5 978 км, 1, Тольятти Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.53933	49.35825	Цуккини	70 лет Октября, 46, Тольятти 445031 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.20422	50.162502	Прохлада	Масленникова проспект, 49, Самара 443079 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.18849	50.098263	Surf Coffee x Globe	Некрасовская,  57 Пересечение ул. Некрасовская / ул. Молодогвардейская, Самара 443099 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.186153	50.088425	Проливошная	Куйбышева, 81, Самара 443099 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.23398	50.22123	Мега Суши	Ново-Вокзальная, 116, Самара 443081 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.32172	50.31221	Джузеппе	Красноармейская, 34, Самара 443041 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.203278	50.145817	Клауд Кафе	Московское шоссе, 4Д ТЦ Зеленая Страна, Самара Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.18959	50.08371	Блинная Печка	Ленинградская, 61, Самара 443099 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.202724	50.117886	LOBBY BAR Imperial	Самарская,  200А, Самара 443100 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.18959	50.08371	АОШИ	Ленинградская Ул., 36, Самара 443099 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.18782	50.08896	Баскин Роббинс	Куйбышева, 80, Самара 443099 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.197647	50.157875	Градус Доверия	Тухачевского, 90А, Самара 443021 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.21241	50.12352	Breeze	Лесная, 23 к49а, Самара 443110 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.187313	50.09833	Ресторан-бар Библиотека	ул. Галактионовская, 40, Самара 443099 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.260704	50.2311	У Ханумы	Зои Космодемьянской, 7, Самара 443122 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.191437	50.18889	Luigi	ул. Аэродромная, 47a Avrora Moll, Самара 446070 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.199642	50.1123	Coffee Jungle	ул. Самарская, 203, Самара 443001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.51725	49.27697	Гастропаб "Шале"	ул. Юбилейная, д. 14, Тольятти 445041 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.18467	50.08736	Хлебница	Куйбышева,  д. 71, Самара 443099 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.262566	50.22276	Фуджи Суши "Friends"	ул. Димитрова, 110Б, Самара 443115 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.1972	50.095608	Штолле	Волжский проспект, д. 47, Самара Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.32635	50.30504	Ресторан IKEA	24 км Московского шоссе, 5, Самара Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.19278	50.104855	Marani	Самарская, 110 Lotte Hotel, Самара 443010 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.20632	50.18086	Евростоловая	Революционная, 70е, Самара 443080 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.20615	50.12491	Sunlight	Ново-Садовая, 162в Отель Ренессанс, Самара 443011 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.21394	50.14569	Баскин Роббинс	Ново-Садовая, 160м, Самара 443068 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.20615	50.12491	Спроси Француза	Ново-Садовая,  4, Самара 443100 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.22397	50.19768	Додо Пицца	ул.Стара-Загора 124А, Самара 443090 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.17903	50.08549	Голодная пиранья	ул. Фрунзе, 96, Самара 443099 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.34481	50.220993	Сказка	Сергея Лазо, 21а, Самара 443112 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.20232	50.22493	Швейк	Победы, 109, Самара 443009 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.20793	50.17531	City of LONDON	Карла Маркса проспект, 177в, Самара 443079 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.20192	50.16219	Настроение Есть	Гагарина, 26, Самара 443079 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.20615	50.12491	Ин Альто Итальянский Ресторан	Ново-Садовая, 162в Отель Ренессанс, Самара 443011 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.259884	50.262867	Ла Мезон	ул. Алма-Атинская, 174, Самара 443106 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.207703	50.198547	МясоRooB	Дыбенко,  д.30, Самара 443067 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.47678	49.317505	Ресторан ЛАДЬЯ	Лесопарковое шоссе 55 Lada-Resort Hotel, Тольятти 445003 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.24969	50.22537	Чебуречная	Кирова проспект, 387, Самара 443114 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.09952	49.949055	Ретро	Коммунистическая ул., 35, Новокуйбышевск 446200 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.205524	50.112682	Pleasures	ул. Маяковского, 2, Самара 443071 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.46623	49.391346	Амбар	Комсомольское шоссе, д. 68, стр. 2, Тольятти 445003 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.208996	50.11804	Omni Чайхана	проспект Волжский, 39, Самара 443071 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.20536	50.110107	ресторан Волга	Волжский проспект, 29, Самара 443071 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.2307	50.178143	IBIS Kitchen	Ново-Садовая, 160 Д, Самара 443011 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.20163	50.097847	Старая Пристань	Ульяновский Спуск, 41, Самара 443010 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.24565	50.21165	Хац Хаус	Аминева, 8б, Самара 443125 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.17993	50.09104	The Soup	ул. Молодогвардейская, 153, Самара 443001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.38319	50.165	Beerhouse	Жигули, 39, Самара 443048 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.27485	50.192818	Пир	9-я просека 5-я линия, 4, Самара 443031 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.512806	49.411777	Маяковский	ул. Карла Маркса 41, Тольятти 445011 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.19629	50.12726	Ал-Халал	Коммунистическая, 4Б, Самара 443030 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.513184	49.28371	Шири	Будённого бульвар, 2, Тольятти 445027 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.23458	50.22151	Папа Рядом Гриль-Паб	ул. Стара-Загора, 139Б, Самара 443081 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.48769	49.46545	Сосновый бор	ул. Громовой, 1A, Тольятти 445045 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.377632	50.170383	Три Оленя	ул. Жигули, 39 Красноглинское шоссе, Самара 443048 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.21876	50.15739	Picolla Pizza	Ерошевского, 34, Самара 443086 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.20391	50.107094	Art & Fact	Волжский проспект, 19, Самара 443071 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.196068	50.109898	Coffee Bean	ул. Садовая, 176, Самара 443001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.49919	49.40364	Эдгар	Баныкина, 16а, Тольятти 445021 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.20149	50.11391	Traveler's Coffee	Самарская, 190, Самара 443100 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.21394	50.14569	Subway	Ново-Садовая, 160м, Самара 443068 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.165314	48.431557	Траттория	пер. Опорный 16, Сызрань 446005 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.25027	50.22455	Макдоналдс	Кирова проспект, 391Б, Самара 443114 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.5058	49.3915	Кинто	Мира, 92а, Тольятти 445017 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.156578	48.47396	Веранда	ул.Ульяновская, 108, Сызрань 446001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.19322	50.12671	Khutorok Ridniy	Чернореченская, 38а, Самара 443013 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.51754	49.27462	Святая Корова	Юбилейная, 14, Тольятти 445027 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.18757	50.12088	Лаврушка	Спортивная, 3, Самара 443030 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.18611	50.0788	Кантина Мука	ул. Максима Горького, 79Б, Самара 443099 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.531437	49.312614	Кантина Мука	Ворошилова, 12а, Тольятти 445042 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.50775	50.147533	Шоколадница	Международный Аэропорт Курумоч Терминал 1, 3 этаж, Курумоч 443901 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.228046	50.20625	Папа Джонс	ул. Стара-Загора, 41, Самара 443000 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.47971	49.51529	Ау	Железнодорожная, 57, Тольятти 445015 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.27113	50.25589	Пельменная дюжина	Московское шоссе, 24 км., д.5, Самара 443028 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.504963	49.411797	Папа Джонс	ул. Ленинградская 45, Тольятти 445020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.20868	50.12089	Heavy Smoke Lounge	ул. Полевая, 1, Самара Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.18959	50.08371	Сицилия	Ленинградская, 46, Самара 443099 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.53259	49.31424	Аббатское	Ворошилова, 27а, Тольятти 445044 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.27518	50.26915	Макдоналдс	Московское шоссе 24 км, 5, Самара 443028 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.21314	50.126125	Утесов	Лесная, 23/2, Самара 443110 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.541695	49.332886	Pur-Pur	70 лет Октября, д.47, Тольятти 445030 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.09977	49.95894	Ташир Пицца	Победы проспект, 1ж, Новокуйбышевск 446204 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.529293	49.337753	Дрова	ул. 40 лет Победы, 49В, Тольятти 445056 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.49919	49.40364	Маленький Париж	Баныкина, 19а, Тольятти 445021 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.200954	50.12392	Sirocco Lounge Bar	ул. Чкалова, дом 72, Самара 443001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.50928	49.4425	Кукарача	Владимира Высоцкого пер, 8, Самара 443020 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.53933	49.35825	Ресторан Атаман	ул. 70 лет Октября, 28, Тольятти 445047 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.188477	50.091896	Like Pizza	ул. Фрунзе, 96 ТЦ "Европа", 1 этаж, Самара 443099 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.21394	50.14569	Prohlada	Ново-Садовая, 150, Самара 443068 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.19411	50.0933	Ресторан Честных Цен	Куйбышева, 128, Самара 443010 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.24808	50.21469	Солнечный рай	Губанова, 17а, Самара 443029 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.23025	50.26346	Милано	Енисейская, 50, Самара 443034 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.18964	50.12059	Чебуречная	Агибалова, 19з, Самара 443001 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
53.210598	50.1362	New Garden	ул. Ново-Садовая, 24, Самара 443110 Россия	Кафе/бары/рестораны	Кафе/бары/рестораны	2020-10-23
