с10_date,с1_region,с2_city,с3_category,с4_subcategory,с5_tags,с6_name,с7_adress,с8_latitude,с9_longitude
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Fusion,"ул. Красноармейская, д. 33, Петрозаводск 185035 Россия",61.784157,34.347507
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Ресторан Фрегат,"Карла Маркса проспект, д. 1а, Петрозаводск 185035 Россия",61.79028,34.39142
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Карельская горница,"ул. Фридриха Энгельса, д. 13, Петрозаводск 185035 Россия",61.78845,34.36107
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,"Бар,Кафе",The Кухня,"Ул. Ленина, 7, Петрозаводск 185035 Россия",61.792587,34.37159
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,"Бар,Кафе",Дежавю,"Ленина проспект, 20, Петрозаводск 185035 Россия",61.78954,34.361095
2020-10-22,Республика Карелия,Сортавала,Отели,,,Mini-Hotel Impulse,"Старовыборское шоссе 15, Сортавала 186790 Россия",61.69595,30.67184
2020-10-22,Республика Карелия,Рускеала,Отели,,,Camping Paporotnik,Рускеала 186759 Россия,61.57552,30.03349
2020-10-22,Республика Карелия,Сортавала,Отели,,,Дом для хороших гостей,"Южный переулок дом 15 А, Сортавала 186790 Россия",61.681274,30.665083
2020-10-22,Республика Карелия,Лахденпохский район,Отели,,,"Гостиница ""Щучье озеро""","Малиновская ул., 2Б, Лахденпохья 186730 Россия",61.55462,30.21991
2020-10-22,Республика Карелия,Сортавала,Отели,,,Riekkalansaari Mini Hotel,"ulitsa Bondareva 43, Сортавала 186790 Россия",61.71496,30.69895
2020-10-22,Республика Карелия,Кондопожский район,Отели,,,Сандал,"4 км от деоревни Сопоха, Кондопога Россия",62.340866,34.00659
2020-10-22,Республика Карелия,д. Рауталахти,Отели,,,Времена Года,д. Рауталахти Россия,61.75222,30.871899
2020-10-22,Республика Карелия,Шуя,Отели,,,"Гостиничный комплекс ""Карельская усадьба""","ул. Речная, 1, Шуя 185504 Россия",61.68715,30.66596
2020-10-22,Республика Карелия,Петрозаводск,Отели,,,"Гостиница ""Руна""","ул. Чапаева, 6А, Петрозаводск Россия",61.78791,34.33749
2020-10-22,Республика Карелия,Шуя,Отели,,,Загородный клуб Эдем,"Мурманское шоссе 450 км, Шуя 185505 Россия",62.00656,34.206257
2020-10-22,Республика Карелия,Петрозаводск,Отели,,,"Бутик-отель ""13 Стульев""","Неглинская набережная, 13, Петрозаводск 185035 Россия",61.7956,34.3687
2020-10-22,Республика Карелия,Петрозаводск,Отели,,,Отель Саквояж,"ул. Свердлова, 10, Петрозаводск 185035 Россия",61.79117,34.373432
2020-10-22,Республика Карелия,Петрозаводск,Отели,,,Онежский замок,"ул. Федосовой, 44, Петрозаводск 185035 Россия",61.79856,34.368988
2020-10-22,Республика Карелия,Петрозаводск,Отели,,,Гостевой Дом на Муезерской,"ул.Муезерская, дом 100, Петрозаводск Россия",61.791637,34.30879
2020-10-22,Республика Карелия,Петрозаводск,Отели,,,Гостиница Заречная,"наб. Лососинская, д. 7а, Петрозаводск 185030 Россия",61.778347,34.351852
2020-10-22,Республика Карелия,Петрозаводск,Отели,,,"Гостиница ""Петрозаводск""","ул. Красная, 28, Петрозаводск 185035 Россия",61.79223,34.36337
2020-10-22,Республика Карелия,Сортавала,Отели,,,Dom U Ozera Hyumpelyayarvi,"Vyborgskoe Shosse 96, Сортавала 186790 Россия",61.6818,30.66228
2020-10-22,Республика Карелия,Сортавала,Отели,,,Гостевые Домики у Озера,"Ulitsa Kholmistaya, Сортавала 186790 Россия",61.69072,30.681
2020-10-22,Республика Карелия,Сортавала,Отели,,,Hotel Seurahuone,"Karelskaya St 22, Сортавала 186790 Россия",61.70125,30.68873
2020-10-22,Республика Карелия,Сортавала,Отели,,,Guest house on Lesnaya,"ulitsa Lesnaya 25A, Сортавала 186790 Россия",61.71208,30.70825
2020-10-22,Республика Карелия,Медвежьегорск,Отели,,,Cottage Lumi,"Ulitsa Mikhaila Ryabova, Dom 17, Медвежьегорск 186350 Россия",62.91318,34.46192
2020-10-22,Республика Карелия,Ихала,Отели,,,Guest House Ikhala,"Tsentralnaya ulitsa 48, Ихала 186732 Россия",61.497406,29.996784
2020-10-22,Республика Карелия,Сортавала,Отели,,,Хостел Ярви,"Pervomayskaya 50a, Сортавала 186790 Россия",61.7072,30.71676
2020-10-22,Республика Карелия,д. Рауталахти,Отели,,,Кемпинг у Рауталахти,"трасса Сортавала-Питкяранта 282 километр от Санкт-Петербурга, д. Рауталахти 186805 Россия",61.755283,30.84107
2020-10-22,Республика Карелия,Петрозаводск,Отели,,,"Мини-отель ""Вояж""","ул. Пограничная, 52, Петрозаводск 185013 Россия",61.80111,34.29342
2020-10-22,Республика Карелия,Сортавала,Отели,,,Хаапалампи,"ул. Выборгское шоссе, 1В, Сортавала Россия",61.69594,30.6773
2020-10-22,Республика Карелия,Кончезеро,Отели,,,Villa Natella,"Ulitsa Sovkhoznaya, D.5, Кончезеро 186202 Россия",62.119366,34.008495
2020-10-22,Республика Карелия,Терву,Отели,,,Holiday Park in Tervu,"улица Ладожская,  д. 21, Терву 194356 Россия",61.31318,30.115822
2020-10-22,Республика Карелия,Отели Республики Карелия,Отели,,,Turbaza Tsipringa,185035 Россия,66.28514,30.85685
2020-10-22,Республика Карелия,Половина,Отели,,,Motel In Polovina,"Dachnaya, 2, Половина 186130 Россия",61.81124,33.94457
2020-10-22,Республика Карелия,Лумиваара,Отели,,,Baza Berloga,"Bereg Ozera Hankasjarvi, Лумиваара 186730 Россия",61.42234,30.112255
2020-10-22,Республика Карелия,Сортавала,Отели,,,Гостевой дом Благодать,"ул. Фабричная, дом 11, Сортавала 186790 Россия",61.71445,30.68731
2020-10-22,Республика Карелия,Беломорск,Отели,,,Туркомплекса Выгостров,"Рыбная №1, Беломорск 186500 Россия",64.52811,34.771076
2020-10-22,Республика Карелия,Петрозаводск,Отели,,,Mini Hotel Koral,"Ulitsa Pogranichnaya, 50, Петрозаводск 185013 Россия",61.80111,34.29342
2020-10-22,Республика Карелия,Сортавала,Отели,,,Скандинавия,"ул. Садовая, 28, Сортавала 186790 Россия",61.70697,30.69269
2020-10-22,Республика Карелия,Сортавала,Отели,,,Ладога,"Карельская улица, д. 12, Сортавала 186790 Россия",61.69751,30.67963
2020-10-22,Республика Карелия,Кондопожский район,Отели,,,Motel Prival,"ul. Novaia, 27, Янишполе 186206 Россия",62.2328,34.16785
