с0_id,с10_date,с1_region,с2_city,с3_category,с4_subcategory,с5_tags,с6_name,с7_adress,с8_latitude,с9_longitude
10004865,2020-12-15,Калининградская область,Балтийск,Достопримечательности,Достопримечательности и культурные объекты,"Города-призраки, ,Исторические достопримечательности,Загадочные места,Больше,Исторические места для прогулок,Военные базы и объекты",Заброшенный военный аэродром Нойтиф,"Балтийская коса, Балтийск Россия",54.62629,19.884733
1566920,2020-12-15,Калининградская область,Калининград,Достопримечательности,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности,Куршская коса,"98-километровый полуостровной национальный парк Куршская коса Клайпеда - Лесное, Калининград 238535 Россия",55.222794,20.888557
4891465,2020-12-15,Калининградская область,Калининградская область,Достопримечательности,Достопримечательности и культурные объекты,"Специализированные музеи,Культурные объекты и достопримечательности",Мурариум арт-коллекция кошек,"ул. Саратовская, 2A, Зеленоградск 238326 Россия",54.95981,20.482439
8445112,2020-12-15,Калининградская область,Калининград,Достопримечательности,Достопримечательности и культурные объекты,"Военные базы и объекты,Исторические достопримечательности,Культурные объекты и достопримечательности",Форт № 11 Денхофф,"ул. Энергетиков, Калининград Россия",54.65698,20.567411
10712660,2020-12-15,Калининградская область,Калининградская область,Достопримечательности,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности",Макет средневекового Кёнигсберга,"пер. Гофмана, Светлогорск Россия",54.9406,20.14558
7788074,2020-12-15,Калининградская область,Янтарный,Достопримечательности,Достопримечательности и культурные объекты,"Пляжи,Культурные объекты и достопримечательности",Пляжный променад,"Парк им. Беккера, Янтарный Россия",54.86709,19.933529
544631,2020-12-15,Калининградская область,Калининград,Достопримечательности,Музеи,Специализированные музеи,Подводная лодка-музей Б-413,"наб. Петра Великого, 1, Калининград 236006 Россия",54.706543,20.493921
7113646,2020-12-15,Калининградская область,Калининградская область,Достопримечательности,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности,Набережная Светлогорска,Светлогорск Россия,54.946114,20.150866
7790798,2020-12-15,Калининградская область,Балтийск,Достопримечательности,Достопримечательности и культурные объекты,"Прогулки по живописной местности,Культурные объекты и достопримечательности",Набережная Балтийска,Балтийск Россия,54.645172,19.878536
544640,2020-12-15,Калининградская область,Калининград,Достопримечательности,Достопримечательности и культурные объекты,Церкви и соборы,Кафедральный Собор,"ул. Канта, 1, Калининград 236006 Россия",54.70638,20.51218
8365225,2020-12-15,Калининградская область,Калининградская область,Достопримечательности,Природа и парки,"Водоемы,Парки",Озеро Тихое,"Калининградский пр., Светлогорск Россия",54.94058,20.14232
7790910,2020-12-15,Калининградская область,Балтийск,Достопримечательности,Достопримечательности и культурные объекты,Памятники и статуи,Памятник императрице Елизавете Петровне,"На северной части Балтийской косы, Балтийск Россия",54.64656,19.876127
544635,2020-12-15,Калининградская область,Калининград,Достопримечательности,Музеи,"Специализированные музеи,Научные музеи",Музей Мирового океана,"Набережная Петра Великого, д. 1, Калининград 236006 Россия",54.706516,20.499763
3759446,2020-12-15,Калининградская область,Орловка,Рестораны,,Бар,Нессельбек,"ул. Центральная, д. 7, Орловка 238324 Россия",54.793095,20.533636
7202794,2020-12-15,Калининградская область,Калининградская область,Достопримечательности,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности,Зеленоградский променад,Зеленоградск Россия,54.961884,20.475197
14407101,2020-12-15,Калининградская область,Калининград,Отели,,,Константа,"ул. Северная,12 Ленинградский р-н, Калининград 236029 Россия",54.75262,20.49961
12715269,2020-12-15,Калининградская область,Калининград,Отели,,,Апартаменты на Арсенальной,"ул. Арсенальная, 3, Калининград 236029 Россия",54.745117,20.545086
6959076,2020-12-15,Калининградская область,Калининград,Отели,,,Отель RiverSide,"ул. Ялтинская, 20А, Калининград Россия",54.705914,20.543066
2696561,2020-12-15,Калининградская область,Калининград,Отели,,,Гостиница Обертайх Люкс,"ул. Гоголя, д. 17, Калининград 236008 Россия",54.732037,20.522657
6855298,2020-12-15,Калининградская область,Зеленоградский район,Отели,,,Зеленоградск Спа отель,"Ул. Юрия Гагарина, 41В, Зеленоградск 238530 Россия",54.954777,20.456139
300437,2020-12-15,Калининградская область,Калининград,Отели,,,Гостиница Калининград,"Ленинский проспект, 81, Калининград 236006 Россия",54.711956,20.509604
2342808,2020-12-15,Калининградская область,Зеленоградский район,Отели,,,Отель Априори,"ул. Гагарина, 24A, Зеленоградск 238530 Россия",54.95641,20.458958
3405813,2020-12-15,Калининградская область,Янтарный,Отели,,,Шлосс Отель,"ул. Советская, д. 68, Янтарный 238580 Россия",54.866764,19.93779
14969714,2020-12-15,Калининградская область,Советск,Отели,,,Hercules,"Ulitsa Pushkina 3A, Советск 238750 Россия",55.08044,21.89849
13003018,2020-12-15,Калининградская область,Зеленоградский район,Отели,,,Apartments Exclusive,"Володарского 28, Зеленоградск 238530 Россия",54.964577,20.485401
8556923,2020-12-15,Калининградская область,Зеленоградский район,Отели,,,Бутик-отель ГРЦ ПАРАDOX,"ул. Саратовская, 2А, Зеленоградск 238326 Россия",54.959934,20.48271
2492026,2020-12-15,Калининградская область,Светлогорский район,Отели,,,Санаторий Янтарь,"ул. Ленина, д. 50, Светлогорск 238560 Россия",54.941902,20.138897
2705029,2020-12-15,Калининградская область,Янтарный,Отели,,,Отель Акватория,"Советская улица, д. 1А, Янтарный 238580 Россия",54.88326,19.936144
14203915,2020-12-15,Калининградская область,Калининград,Отели,,,Вилла Тоскана,"Пушкина,  15, Калининград 236010 Россия",54.71689,20.473652
8299426,2020-12-15,Калининградская область,Зеленоградский район,Рестораны,,Кафе,Уксус,"ул. Саратовская, 2А, Зеленоградск 238530 Россия",54.95982,20.48264
2696265,2020-12-15,Калининградская область,Калининград,Отели,,,Робинзон Гостевой дом,"Достоевского улица, д. 22А, Калининград 236008 Россия",54.73578,20.53207
1106526,2020-12-15,Калининградская область,Калининград,Рестораны,,Бар,Планета,"ул. Черняховского, 26, Калининград 236000 Россия",54.71965,20.507307
7940657,2020-12-15,Калининградская область,Калининград,Рестораны,,Бар,Чешский трактир У Гашека,"Ленинский пр., 1, Калининград 236004 Россия",54.718376,20.501839
2696534,2020-12-15,Калининградская область,Калининград,Отели,,,Отель Пруссия,"ул. Коммунистическая, 4А, Калининград 236005 Россия",54.680046,20.482868
2710689,2020-12-15,Калининградская область,Калининград,Отели,,,Вилла Татьяна,"ул. Верхнеозёрная, д. 16а, Калининград 236008 Россия",54.730007,20.522549
300432,2020-12-15,Калининградская область,Калининград,Отели,,,Гостиница Балтика,"Московский проспект, д. 375, Калининград 236006 Россия",54.70748,20.616875
12477043,2020-12-15,Калининградская область,Зеленоградский район,Отели,,,Butik Hotel 12,"Lenina 32 А, Зеленоградск 238530 Россия",54.956875,20.463572
1900188,2020-12-15,Калининградская область,Калининград,Отели,,,Отель Черепаха,"ул. Зоологический тупик, 10, Калининград 236000 Россия",54.723785,20.490055
1462734,2020-12-15,Калининградская область,Калининград,Отели,,,Вилла Северин,"ул. Ленинградская, д. 9а, Калининград 236008 Россия",54.731884,20.521261
14076720,2020-12-15,Калининградская область,Калининград,Отели,,, Holiday Inn  Калининград,"ул. Гюго,  1, Калининград 236006 Россия",54.70807,20.505474
1838688,2020-12-15,Калининградская область,Орловка,Отели,,,"Гостиница ""Усадьба""","Заречная ул., 8, Орловка 238300 Россия",54.79227,20.528728
2550780,2020-12-15,Калининградская область,Зеленоградский район,Отели,,,Отель Кристалл,"ул. Гагарина, д. 19а, Зеленоградск 238530 Россия",54.957718,20.464722
585020,2020-12-15,Калининградская область,Светлогорский район,Отели,,,Гранд Палас Отель,"Береговой переулок, д. 2, Светлогорск 238560 Россия",54.945847,20.148613
14216056,2020-12-15,Калининградская область,Калининград,Рестораны,,,Другое Место,"ул.Пролетарская 82-84, Калининград 236029 Россия",54.71959,20.51374
14916563,2020-12-15,Калининградская область,Зеленоградский район,Отели,,,Exclusive Wild,"Володарского 28/6, Зеленоградск 238326 Россия",54.96329,20.48354
11999711,2020-12-15,Калининградская область,Бережковское,Отели,,,"Гостевой дом ""Вальдхаузен""","Луговая,  д.1, Бережковское 238178 Россия",54.634876,21.661062
10051128,2020-12-15,Калининградская область,Зеленоградский район,Отели,,,Apart-Hotel na Volodarskogo,"Ulitsa Volodarskogo 28А, Зеленоградск 238530 Россия",54.9642,20.48464
15010400,2020-12-15,Калининградская область,Калининград,Рестораны,,,RIOJA Restaurant & Tapas Bar,"Проспект Мира,  43, Калининград 236022 Россия",54.72077,20.482815
12535245,2020-12-15,Калининградская область,Светлогорский район,Отели,,,Apartments Planeta Yantarya,"Ulitsa Gagarina 11a, Светлогорск 238560 Россия",54.94096,20.15787
14193897,2020-12-15,Калининградская область,Калининград,Рестораны,,,Вилла Тоскана Ресторан,"ул.Пушкина 15, Калининград 236010 Россия",54.716885,20.473639
15215953,2020-12-15,Калининградская область,Калининград,Отели,,,Guest House Maxim's,"ulitsa Serzhanta Mishina 56 B, Калининград 236010 Россия",54.72183,20.4334
17723393,2020-12-15,Калининградская область,Калининград,Отели,,,l Feniks,"Ulitsa General-Fel'dmarshala Rumyantseva 3, Калининград 236006 Россия",54.71284,20.4877
300420,2020-12-15,Калининградская область,Калининград,Отели,,,Гостиница Чайка,"ул. Пугачева, 13, Калининград 236000 Россия",54.723312,20.472618
15739118,2020-12-15,Калининградская область,Калининград,Отели,,,Apartments Elite Home,"Naberezhnaya Bagramyana, 14, Калининград 236006 Россия",54.70745,20.50409
17703380,2020-12-15,Калининградская область,Калининград,Отели,,,Azimut Inn,"S. Tyulenina Str 8, Калининград 236006 Россия",54.71031,20.52057
10817505,2020-12-15,Калининградская область,Зеленоградский район,Отели,,,Zamok,"железнодорожная 7а кв 1, Зеленоградск 238530 Россия",54.78924,20.32365
12395106,2020-12-15,Калининградская область,Балтийск,Отели,,,Apart Hotel Rybnaya Derevnya,"Goncharova 7, Балтийск 238520 Россия",54.63619,19.88002
8336501,2020-12-15,Калининградская область,Калининград,Отели,,,Guest House Nika,"st Telmana 14 B, Калининград 236008 Россия",54.73212,20.52044
2284925,2020-12-15,Калининградская область,Калининград,Отели,,,Навигатор,"Советский проспект, 285, Калининград 236023 Россия",54.760834,20.440777
12996754,2020-12-15,Калининградская область,Багратионовск,Отели,,,Mini-hotel Sery Gus,"Krasnoarmeiskaia Street dom 27, Багратионовск 238420 Россия",54.3866,20.63681
300506,2020-12-15,Калининградская область,Калининград,Отели,,,Гостиница Патриот,"ул. Озерная, д. 25а, Калининград 236029 Россия",54.73546,20.51032
11045675,2020-12-15,Калининградская область,Янтарный,Рестораны,,Кафе,Базилик,"ул. Советская, 110в, Янтарный 238580 Россия",54.856426,19.945839
11797772,2020-12-15,Калининградская область,Калининград,Рестораны,,,Бургербар,"пл. Победы, 10, Калининград 236040 Россия",54.719345,20.50389
12908094,2020-12-15,Калининградская область,Калининград,Рестораны,,"Кафе,Паб",Краны и Стаканы,"ул. Брамса, 40, Калининград 236022 Россия",54.726246,20.494265
19370663,2020-12-15,Калининградская область,Калининград,Рестораны,,,Феттучини,"Баранова, 40 ТРЦ ""Европа"", 3 этаж, Калининград 236029 Россия",54.7221,20.51345
2708827,2020-12-15,Калининградская область,Клинцовка,Отели,,,Куршская Коса,"ул. Центральная, д. 17, Клинцовка 238530 Россия",54.79808,20.31371
3767930,2020-12-15,Калининградская область,Светлогорский район,Рестораны,,Кафе,Маленькая Венеция,"Октябрьская ул., 17, Светлогорск Россия",54.944443,20.152748
5499115,2020-12-15,Калининградская область,Светлогорский район,Отели,,,Гостевой дом Елена,"ул. Московская, 1, Светлогорск 238560 Россия",54.94477,20.145842
6467644,2020-12-15,Калининградская область,Лесное,Отели,,,Дом рыболова,"Куршская коса, Лесное Россия",55.00605,20.611135
6516639,2020-12-15,Калининградская область,Светлогорский район,Отели,,,Янтарный Берег,"Калининградский проспект, 79а перекресток ул.Ленина и Калининградского пр., Светлогорск 238560 Россия",54.92679,20.17269
2696423,2020-12-15,Калининградская область,Светлогорский район,Отели,,,Фламинго,"ул. Горького, д. 12, Светлогорск 238560 Россия",54.94063,20.1487
7377445,2020-12-15,Калининградская область,Зеленоградский район,Отели,,,Гостиница Геркулес,"ул. Пограничная, 14A, Зеленоградск 238530 Россия",54.96009,20.4841
1461306,2020-12-15,Калининградская область,Калининград,Отели,,,Клавдия,"ул. Павлова, д. 21, Калининград 236009 Россия",54.750484,20.533527
6740536,2020-12-15,Калининградская область,Зеленоградский район,Отели,,,Гостиница Маякоvский,"Куршская коса, ориентир Маяк, Лесной 238534 Россия",55.015263,20.610538
2706584,2020-12-15,Калининградская область,Зеленоградский район,Отели,,,Отель Альтримо,"Пограничная улица, д. 11, Рыбачий 238583 Россия",55.15872,20.849693
4301397,2020-12-15,Калининградская область,Новоселово,Отели,,,"Парк-Отель ""Филипп""","Берлинское шоссе, 11к, Новоселово 238443 Россия",54.458168,20.143179
2482770,2020-12-15,Калининградская область,Балтийск,Отели,,,Золотой якорь,"Морской бульвар, д. 6, Балтийск 238520 Россия",54.638786,19.894602
1106521,2020-12-15,Калининградская область,Калининград,Рестораны,,,Арт Клуб 12 Стульев,"пр. Мира, 67, Калининград Россия",54.71971,20.48652
1106533,2020-12-15,Калининградская область,Калининград,Рестораны,,,Таверна Дикий Дюк,"ул. Черняховского, д. 26, Калининград 236016 Россия",54.719807,20.507826
12621852,2020-12-15,Калининградская область,Балтийск,Рестораны,,,Gusto Fresco,"пер. Водолазный 4, Балтийск Россия",54.644848,19.895063
18922110,2020-12-15,Калининградская область,Янтарный,Рестораны,,,Вкус-Ням-Ба,"Советская, д.33, Янтарный 238580 Россия",54.874542,19.9376
8658662,2020-12-15,Калининградская область,Малое Исаково,Отели,,,Солнечный,"переулок Грибоедова, 2А, Малое Исаково 238310 Россия",54.738476,20.57715
11797286,2020-12-15,Калининградская область,Калининград,Рестораны,,,Пармезан,"ул. Гостиная, 3, Калининград 236022 Россия",54.71923,20.488182
2629604,2020-12-15,Калининградская область,Светлогорский район,Отели,,,"Гостевой комплекс ""Сосны""","ул. Аптечная, 4, Светлогорск 238560 Россия",54.94276,20.15356
14912977,2020-12-15,Калининградская область,Калининград,Отели,,,Гагарин Hostel,"Гагарина 2А/1 2 этаж, Калининград 236038 Россия",54.713932,20.537804
2706145,2020-12-15,Калининградская область,Отрадное,Отели,,,"Гостиница ""Георгенсвальде""","ул. Токарева, 6, Отрадное 238590 Россия",54.941128,20.115881
2435857,2020-12-15,Калининградская область,Калининград,Отели,,,"Гостиница ""Котбус""","ул. Колхозная, 6, Калининград 236029 Россия",54.74363,20.52846
4259494,2020-12-15,Калининградская область,Светлогорский район,Отели,,,Villa Gretta,"ул. Динамо, 10А, Светлогорск 238560 Россия",54.945763,20.157759
12790474,2020-12-15,Калининградская область,Калининград,Отели,,,Skvorechnik,"Ulitsa Elblongskaya 18, Калининград 236039 Россия",54.70083,20.49774
14136040,2020-12-15,Калининградская область,Янтарный,Отели,,,Friday,"ул. Озерная, д.17, Янтарный 238580 Россия",54.88203,19.939672
6835230,2020-12-15,Калининградская область,Калининград,Отели,,,Тихая Гавань,"ул. Малоярославская, д. 18, Калининград 236038 Россия",54.720222,20.549063
643370,2020-12-15,Калининградская область,Калининград,Отели,,,Гостиница Россия (Кронус),"ул. Луначарского, д. 2, Калининград 238750 Россия",55.0804,21.88833
3756848,2020-12-15,Калининградская область,Светлогорский район,Рестораны,,Кафе,У Лукоморья,"Октябрьская ул., 22, Светлогорск Россия",54.943333,20.153944
6681072,2020-12-15,Калининградская область,Калининград,Рестораны,,Бар,Ресторан-пивоварня Пивовар,"Маршала Борзова ул., 93а, Калининград 236023 Россия",54.73592,20.46272
3769437,2020-12-15,Калининградская область,Калининград,Рестораны,,Кафе,Мама Мия,"ул. А. Невского, д. 34 б, Калининград 236006 Россия",54.75157,20.5419
13171391,2020-12-15,Калининградская область,Гурьевск,Рестораны,,Фастфуд,Old Mill Bruxelles,"Аэропорт Храброво Аэропорт Храброво, Гурьевск 238315 Россия",54.882423,20.585613
13150546,2020-12-15,Калининградская область,Калининград,Рестораны,,Бар,Место Cилы,"ул. Галицкого, 18, Калининград 236006 Россия",54.7143,20.49699
8871040,2020-12-15,Калининградская область,Калининград,Отели,,,Гостиница РАНХиГС,"ул. Артиллерийская, 62, Калининград 236016 Россия",54.73271,20.53293
15516768,2020-12-15,Калининградская область,Светлогорский район,Отели,,,Seestern Hotel,"Beregovoy Pereulok 8, Светлогорск 238560 Россия",54.94575,20.1492
6215879,2020-12-15,Калининградская область,Пионерский,Отели,,,Отель Круиз,"Рабочая ул., 6, Пионерский 238590 Россия",54.95174,20.20913
5035115,2020-12-15,Калининградская область,Лесное,Отели,,,Гостевой дом Понарт,"ул. Лесная, 3, Лесное 238563 Россия",55.010307,20.61312
17521237,2020-12-15,Калининградская область,Калининград,Отели,,,Quokka Mini-Hotel,"Ulitsa Gendelya 8-16, Калининград 236022 Россия",54.72203,20.49662
2268336,2020-12-15,Калининградская область,Светлогорский район,Отели,,,Бриз Балтики гостевой дом,"Нахимова улица, д. 2, Светлогорск 238590 Россия",54.71811,20.464722
1180987,2020-12-15,Калининградская область,Светлогорский район,Отели,,,Пансионат Балтика,"ул. Верещагина, д. 8, Светлогорск 238563 Россия",54.944,20.16512
13564299,2020-12-15,Калининградская область,Янтарный,Отели,,,Aquamarine,"Beregovaya 3, Янтарный 238580 Россия",54.87751,19.93474
12383217,2020-12-15,Калининградская область,Пионерский,Отели,,,Florange Mini Hotel,"Sovetskaya 1, Пионерский 238590 Россия",54.95145,20.22821
8872138,2020-12-15,Калининградская область,Талпаки,Рестораны,,,Чебуречная Талпаки,"Автомобильная дорога А-229, Талпаки 238214 Россия",54.650417,21.340973
8385088,2020-12-15,Калининградская область,Калининград,Рестораны,,,Вилла Ченто,"ул. 9 Апреля, 9, Калининград 236006 Россия",54.71592,20.5223
21250938,2020-12-15,Калининградская область,Калининград,Рестораны,,,"Ресторан ""Шкипер""","Южное полукольцо, 4 п. Прибрежное, Калининград 238312 Россия",54.694496,20.599974
3768005,2020-12-15,Калининградская область,Калининград,Рестораны,,,Навигатор,"Советский пр-кт, 285, Калининград 236019 Россия",54.7214,20.49999
6129845,2020-12-15,Калининградская область,Калининград,Рестораны,,,Три ступени,"Еловая Аллея, 63A, Калининград 236038 Россия",54.728477,20.542557
6932276,2020-12-15,Калининградская область,Калининград,Рестораны,,,Таверна Берлога,"Ул. Дзержинского, 17а, Калининград 236004 Россия",54.69337,20.52531
7218585,2020-12-15,Калининградская область,Моховое,Отели,,,Гостевой дом Кёнигсхоф,"ул. Дорожная, 1 А, Моховое 238530 Россия",54.92791,20.477297
300501,2020-12-15,Калининградская область,Калининград,Отели,,,Гостиница Адеми,"наб. Петра Великого, д. 1, Калининград 236000 Россия",54.70657,20.50056
8864572,2020-12-15,Калининградская область,Зеленоградский район,Отели,,,Baza Otdyha Rai.com,"Parkovaya ulitsa 16, Лесной 238534 Россия",55.014473,20.609049
3487707,2020-12-15,Калининградская область,Калининград,Отели,,,У Озера,"ул. Чапаева, 33, Калининград 236010 Россия",54.7215,20.46939
6277619,2020-12-15,Калининградская область,Калининград,Отели,,,"Отель ""Лайт""","ул. Демьяна Бедного, 5Б, Калининград 236000 Россия",54.74365,20.51238
5414995,2020-12-15,Калининградская область,Зеленоградский район,Отели,,,"Гостевой дом ""Терраса""","ул. Невского, 23, Лесной 238534 Россия",55.015583,20.614784
8708517,2020-12-15,Калининградская область,Калининград,Отели,,,Hostel Akteon Lindros,"ul. Svobodnaya 23, Apt. 22, Калининград 236022 Россия",54.71786,20.48689
3774914,2020-12-15,Калининградская область,Зеленоградский район,Рестораны,,Кафе,Ренессанс,"ул. Гагарина, д. 17в, Зеленоградск 238530 Россия",54.95809,20.46608
6129925,2020-12-15,Калининградская область,Зеленоградский район,Рестораны,,,Встреча,"Курортный проспект, 17, Зеленоградск 238530 Россия",54.96065,20.477978
8350755,2020-12-15,Калининградская область,Калининград,Рестораны,,,Три Холма,"Мамоновское шоссе, 16, Калининград 236020 Россия",54.65,20.366667
8445551,2020-12-15,Калининградская область,Зеленоградский район,Рестораны,,,Чебуречная на 20км,"20км,5, Переславское 238542 Россия",54.81766,20.281042
15265770,2020-12-15,Калининградская область,Балтийск,Рестораны,,,Додо Пицца,"Ленина, 22, Балтийск 238520 Россия",54.64817,19.90226
15202343,2020-12-15,Калининградская область,Зеленоградский район,Рестораны,,Кафе,Папаша Беппе,"Володарского, 16Б, Зеленоградск 238326 Россия",54.963238,20.481928
3770992,2020-12-15,Калининградская область,Калининград,Рестораны,,,Sushi & More,"Ленинский проспект, 81 гост. Калининград, Калининград 236006 Россия",54.711872,20.509497
12863995,2020-12-15,Калининградская область,Зеленоградский район,Рестораны,,,"Ресторан ""Зеленоградск""","ул. Гагарина, 41В, Зеленоградск 238530 Россия",54.954967,20.456528
14171579,2020-12-15,Калининградская область,Зеленоградский район,Рестораны,,,Ресторан Априори,"ул. Гагарина,  24А Гостиница Априори, Зеленоградск 238530 Россия",54.956467,20.458158
6743140,2020-12-15,Калининградская область,Калининград,Рестораны,,,Цитрус Бар,"Ленинский проспект, 30, Калининград 236006 Россия",54.71599,20.5025
6129651,2020-12-15,Калининградская область,Калининград,Рестораны,,,Анна Францевна,"Мира проспект, 102, Калининград 236022 Россия",54.72178,20.469381
3777215,2020-12-15,Калининградская область,Калининград,Рестораны,,,Таймс,"Тихорецкая ул., 4а, Калининград 236005 Россия",54.68423,20.49065
8344271,2020-12-15,Калининградская область,Янтарный,Рестораны,,,Алатырь,"Балебина, 1/2, Янтарный 238580 Россия",54.87562,19.939058
1106525,2020-12-15,Калининградская область,Калининград,Рестораны,,,Кафетерий Калининградского Технического Университета,"пр. Советский, 1, Калининград 236022 Россия",54.720768,20.49847
6516633,2020-12-15,Калининградская область,Светлогорский район,Отели,,,Отрадное,"Калининградский проспект, 99а, Светлогорск 238560 Россия",54.938774,20.10646
6129709,2020-12-15,Калининградская область,Калининград,Рестораны,,,Изабелла,"Александра Невского, 72-74а, Калининград 236008 Россия",54.72435,20.52537
12171857,2020-12-15,Калининградская область,Калининград,Рестораны,,,Абажур,"ул. Фрунзе, 35, Калининград 236016 Россия",54.71286,20.523909
3771427,2020-12-15,Калининградская область,Калининград,Рестораны,,"Бар,Кафе",Грильяж,"Московский пр-кт, д. 121а, Калининград 236006 Россия",54.70983,20.52814
3769901,2020-12-15,Калининградская область,Калининград,Рестораны,,Кафе,Винтаж,"Ленинский пр-кт, д. 30, Калининград 236006 Россия",54.71121,20.50823
10533130,2020-12-15,Калининградская область,Калининград,Рестораны,,,ДАМАСК,"Проспект Мира 56 А НАПРОТИВ КИНОТЕАТР ЗАРЯ, Калининград 236019 Россия",54.72108,20.48301
10358697,2020-12-15,Калининградская область,Зеленоградский район,Рестораны,,,Остермаер,"Ул. Гагарина, 2, Рыбачий Россия",55.152782,20.855717
19001122,2020-12-15,Калининградская область,Калининград,Рестораны,,,Gustav Grossmann,"Красная,  11, Калининград 236022 Россия",54.72111,20.47519
11549417,2020-12-15,Калининградская область,Калининград,Рестораны,,,"Пивоварня ""Брецель""","ул. Невского, 10, Калининград 236016 Россия",54.72299,20.527868
15309182,2020-12-15,Калининградская область,Калининград,Рестораны,,,ПАР GRILL&BAR,"Горького, 16, Калининград 236029 Россия",54.72156,20.50925
14008874,2020-12-15,Калининградская область,Балтийск,Рестораны,,Кафе,Кармелитка,"ул. Гоголя, 2а, Балтийск 236008 Россия",54.6576,19.90784
11549317,2020-12-15,Калининградская область,Калининград,Рестораны,,Бар,Резиденция королей,"ул. Александра Невского, 10, Калининград 236016 Россия",54.723095,20.528141
3770555,2020-12-15,Калининградская область,Калининград,Рестораны,,,Наутилус,"Московский пр-кт, д. 40, Калининград 236006 Россия",54.70937,20.50269
18322525,2020-12-15,Калининградская область,Калининград,Рестораны,,,Папаша Беппе,"Театральная, 30, Калининград 236022 Россия",54.718613,20.49892
21104408,2020-12-15,Калининградская область,Калининград,Рестораны,,,АСАДО стейк&вино,"Грига, 26, Калининград 236016 Россия",54.712524,20.530931
6882052,2020-12-15,Калининградская область,Калининград,Рестораны,,,Villa Ченто,"Солнечный бул., 1, Калининград 236006 Россия",54.704723,20.516829
12010355,2020-12-15,Калининградская область,Бережковское,Рестораны,,,Каспар,"Калининградская ул., 60, Бережковское 238150 Россия",54.6309,21.658901
6130211,2020-12-15,Калининградская область,Зеленоградский район,Рестораны,,,Монополь,"Володарского, 7 Reference point Roza vetrov Square, Зеленоградск 238530 Россия",54.962856,20.48233
6129801,2020-12-15,Калининградская область,Калининград,Рестораны,,,Пышка,"Профессора Баранова, 34, Калининград 236029 Россия",54.7221,20.51345
12958827,2020-12-15,Калининградская область,Калининград,Рестораны,,"Бар,Кафе,Паб",Бухта,"ул.Генерала Буткова 19, Калининград 236006 Россия",54.709152,20.495655
6129788,2020-12-15,Калининградская область,Калининград,Рестораны,,,Пани Ева,"Космонавта Леонова, 21-25а, Калининград 236022 Россия",54.72118,20.48239
3766822,2020-12-15,Калининградская область,Калининград,Рестораны,,,Гранд Холл,"Космонавта Леонова ул., 18, Калининград 236022 Россия",54.72115,20.48249
6129616,2020-12-15,Калининградская область,Балтийск,Рестораны,,,Стрекоза,"Литке, 10а, Балтийск 238520 Россия",54.65186,19.90115
12296300,2020-12-15,Калининградская область,Калининград,Рестораны,,,Пан Пончик,"ул. Гайдара, 171, Калининград 236000 Россия",54.74242,20.510574
3775871,2020-12-15,Калининградская область,Калининград,Рестораны,,,Амстердам,"ул. Литовский вал, д. 38, Калининград 236016 Россия",54.71684,20.53247
6129869,2020-12-15,Калининградская область,Калининград,Рестораны,,,Фьюжн экспресс,"Горького, 23а, Калининград 236029 Россия",54.721813,20.507458
2317196,2020-12-15,Калининградская область,Калининград,Отели,,,Гостиница Старая Аптека,"ул. Центральная, д. 31а Kaliningrader Gebiet, Калининград 238012 Россия",54.76669,20.508402
10294310,2020-12-15,Калининградская область,Калининград,Отели,,,Gorkogo 162 Inn,"ул. Горького, 162, Калининград 236029 Россия",54.721813,20.507458
15828431,2020-12-15,Калининградская область,Светлогорский район,Отели,,,Apartments on Mayakovskogo,"Street Mayakovskogo 5, Светлогорск 238560 Россия",54.94057,20.15885
18920711,2020-12-15,Калининградская область,Калининград,Рестораны,,,Кошерная Столовая,"Октябрьская, 1а, Калининград 236006 Россия",54.70578,20.51494
21215440,2020-12-15,Калининградская область,Калининград,Отели,,,Vanva Aparthotel,"Ulitsa Vereshchagina 5, Калининград 236029 Россия",54.73885,20.507204
20250390,2020-12-15,Калининградская область,Светлогорский район,Рестораны,,,Crazy Tomatos,"ул. Гагарина, 9а, Светлогорск 238560 Россия",54.940376,20.157393
4583317,2020-12-15,Калининградская область,Черняховск,Отели,,,"Гостиница ""Георгенбург"" ","ул. Центральная, 10, Черняховск 238151 Россия",54.60019,21.9689
5021911,2020-12-15,Калининградская область,Пионерский,Отели,,,"Отель ""Наталья""","Калининградское шоссе, 2Б, Пионерский Россия",54.94901,20.22438
6965737,2020-12-15,Калининградская область,Светлогорский район,Отели,,,Гостевой дом Гренч,"ул. Архитектора Попова, 6, Светлогорск 238563 Россия",54.94082,20.1359
6966099,2020-12-15,Калининградская область,Гвардейск,Отели,,,Рица,"ул. Замковая, 7, Гвардейск 238210 Россия",54.64775,21.07461
6622362,2020-12-15,Калининградская область,Зеленоградский район,Отели,,,"Гостевой дом ""Прибалтийский силуэт""","Приморская ул., 23, Зеленоградск 238530 Россия",54.85205,19.94766
7710415,2020-12-15,Калининградская область,Светлогорский район,Отели,,,Домик на Садовой,"Sadovaya Street 1, Светлогорск 238560 Россия",54.94232,20.15758
