с10_date,с1_region,с2_city,с3_category,с4_subcategory,с5_tags,с6_name,с7_adress,с8_latitude,с9_longitude
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Кафе Шоколад,"Высоковский пр-д, 22, Нижний Новгород Россия",56.31081,44.0367
2020-10-22,Нижегородская область,Бор,Рестораны,,Кафе,Алекс,"Ленина, 106а, Бор 606440 Россия",56.36472,44.036
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,Фастфуд,BlackStarBurger,"Ул. Большая Покровская, 42, Нижний Новгород Россия",56.31745,43.99556
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Золотая миля,"ул. Коминтерна, д.105, Нижний Новгород Россия",56.34744,43.87097
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Академия,"Коминтерна, 11 корп. 1, Нижний Новгород 603014 Россия",56.34744,43.87097
2020-10-22,Нижегородская область,Боковая,Рестораны,,,Трактир Светлояр,"115-й километр трассы Нижний Новгород-Киров, Боковая Россия",56.89719,45.01288
2020-10-22,Нижегородская область,п. Новинки,Рестораны,,Кафе,Изба,"ул. Береговая, 68а, п. Новинки 607635 Россия",56.24536,43.74609
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Хачапури,"Волжская Набережная, 23а, Нижний Новгород 603159 Россия",56.32789,43.985725
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,"Кафе,Фастфуд",Фидель,"ул. Звездинка, 24, Нижний Новгород 603000 Россия",56.316914,43.99857
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Хачапурия,"Советская площадь, 5, Нижний Новгород 603106 Россия",56.29625,44.03674
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Фрикадели,"Алексеевская,  13д, Нижний Новгород 603005 Россия",56.323086,44.00421
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Бирмания,"Коминтерна ул., д. 260, Нижний Новгород Россия",56.35914,43.8627
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Pinsa E Vino,"ул. Большая Покровская, 2, Нижний Новгород Россия",56.32558,44.00433
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Кабачок,"Казанское шоссе, 10 корп. 3, Нижний Новгород 603087 Россия",56.27933,44.08097
2020-10-22,Нижегородская область,Дзержинск,Рестораны,,,Квазар,"Молодёжная, 8, Дзержинск 606036 Россия",56.25171,43.44783
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Автосуши,"Казанское шоссе, 5, Нижний Новгород 603087 Россия",56.2953,44.07529
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,Блок Питания,"Веденяпина, 1А, Нижний Новгород 603016 Россия",56.23714,43.86775
2020-10-22,Нижегородская область,Нижний Новгород,Рестораны,,,RED Cafe,"ул. Максима Горького д. 117, Нижний Новгород Россия",56.31426,44.0034
