с10_date,с1_region,с2_city,с3_category,с4_subcategory,с5_tags,с6_name,с7_adress,с8_latitude,с9_longitude
2020-10-23,Самарская область,Самара,Отели,,,Резиденция Троя,"ул. Среднеcадовая, 17, Самара 443058 Россия",53.21018,50.23749
2020-10-23,Самарская область,Сызрань,Отели,,,Отель Априори,"ул. Соловьева д. 54, Сызрань 446001 Россия",53.151737,48.47298
2020-10-23,Самарская область,Самара,Отели,,,Гостиница Ост-Вест Бед энд Брекфаст,"Градовская улица, д. 69, Самара 443011 Россия",53.24023,50.17436
2020-10-23,Самарская область,Тольятти,Отели,,,Гостиница Азот,"ул. Победы, д.40, Тольятти 445009 Россия",53.53127,49.43103
2020-10-23,Самарская область,Самара,Отели,,,My Home Star Apartments,"Novo-Sadovaya Ulitsa 139, Самара 443068 Россия",53.21425,50.14627
2020-10-23,Самарская область,Самара,Отели,,,Dom 55,"Bulvar Ivana Finyutina 55, Самара 443028 Россия",53.32376,50.31529
2020-10-23,Самарская область,Тольятти,Отели,,,Hostel Togliatty,"ул. Спортивная, д. 16, кв. 396, Тольятти 445057 Россия",53.499878,49.285694
2020-10-23,Самарская область,Тольятти,Отели,,,Золотой Шар,"Офицерская, 35, Тольятти 445044 Россия",53.54391,49.32179
2020-10-23,Самарская область,Самара,Отели,,,Гостиница Корона,"ул. Осипенко, д. 1, Самара 443110 Россия",53.21251,50.12739
2020-10-23,Самарская область,Суходол,Отели,,,Югра,"M-5 автодорога Москва-Челябинск, Суходол 446552 Россия",53.887547,51.250877
2020-10-23,Самарская область,Самара,Отели,,,Отель Самара Люкс,"ул. Чкалова, 90, Самара 443001 Россия",53.199627,50.125523
2020-10-23,Самарская область,Самара,Отели,,,Верхний Бор,"Московское шоссе 18 км, лит А к8, Самара 443072 Россия",53.471825,49.955692
2020-10-23,Самарская область,Самара,Отели,,,Славянская деревня,"ул. Лесная, д. 18, Самара 446397 Россия",53.51574,49.8275
2020-10-23,Самарская область,Самара,Отели,,,Отель Вип Хаус,"ул. Солнечная, 48а, Самара 443031 Россия",53.25916,50.204945
2020-10-23,Самарская область,Самара,Отели,,,Apart Htl Art,"Волжский проспект, 31/2, Самара 443071 Россия",53.206367,50.111767
2020-10-23,Самарская область,Самара,Отели,,,Парк-отель Городок,"Студеный овраг, 3-я линия, д. 116, Самара 443031 Россия",53.30169,50.20109
2020-10-23,Самарская область,Новая Крымза,Отели,,,Гараж,"М5,  888 км, 6Б, Новая Крымза 446022 Россия",53.209667,48.483
2020-10-23,Самарская область,Самара,Отели,,,Hostel SamGUPS,"1-y Bezymyannyy Pereulok 14, Самара 443066 Россия",53.20535,50.22759
2020-10-23,Самарская область,Тольятти,Отели,,,Новая Волна,"Комсомольское шоссе, 68, Тольятти 445003 Россия",53.466103,49.388702
2020-10-23,Самарская область,Тольятти,Отели,,,Гостиница Поручикъ Голицынъ,"ул. Автостроителей, д. 66, Тольятти 445044 Россия",53.54773,49.33107
2020-10-23,Самарская область,Тольятти,Отели,,,Энергетик,"Фёдоровские Луга проезд, 2, Тольятти Россия",53.53247,49.41411
2020-10-23,Самарская область,Самара,Отели,,,Hostels Rus Samara,"Куйбышева, 113, Самара 443099 Россия",53.18976,50.09057
2020-10-23,Самарская область,Самара,Отели,,,Палуба,"ул. Прибрежная, д. 10 ул. Маяковского 2, Самара Россия",53.205833,50.11341
2020-10-23,Самарская область,Самара,Отели,,,Гостиница Самарского университета,"ул. Лесная, д. 4, Самара 443071 Россия",53.209732,50.121414
2020-10-23,Самарская область,Тольятти,Отели,,,Гостиничный комплекс Дон Кихот,"Ул. Громовой, 39, Тольятти 445045 Россия",53.49075,49.51187
2020-10-23,Самарская область,Тольятти,Отели,,,Русский Бор,"Лесопарковое шоссе, 12 к3, Тольятти Россия",53.5009,49.35785
2020-10-23,Самарская область,Тольятти,Отели,,,Хостел Достоевский,"ул. Автостроителей, 50Б, Тольятти 445044 Россия",53.54773,49.33107
2020-10-23,Самарская область,Ставропольский район,Отели,,,Калина красная,"ул. Шоссейная, д. 32, с. Васильевка 445130 Россия",53.542347,49.515602
2020-10-23,Самарская область,Самара,Отели,,,Zyolkovsky Zagorodny Kompleks,"Poselok Zhareny Bugor, Самара 446378 Россия",53.540867,50.30468
2020-10-23,Самарская область,Жигулевск,Отели,,,Жигули,"ул. Пионерская, д. 4а, Жигулевск 445350 Россия",53.40178,49.48233
2020-10-23,Самарская область,Самара,Отели,,,Отель Фурор,"Куйбышева, 87, Самара 443099 Россия",53.18679,50.088634
2020-10-23,Самарская область,Сызрань,Отели,,,Чайка,"Ульяновская улица, д. 57, Сызрань 446001 Россия",53.15342,48.46365
2020-10-23,Самарская область,Самара,Отели,,,Тоника,"ул. Ленинградская, д. 86, Самара 443020 Россия",53.185036,50.10176
2020-10-23,Самарская область,Тольятти,Отели,,,Матрёшка,"ул.Ларина, д.46, Тольятти 445004 Россия",53.53122,49.39364
2020-10-23,Самарская область,Тольятти,Отели,,,Звездный,"Лесопарковое шоссе, 85 ст1, Тольятти Россия",53.5009,49.35785
2020-10-23,Самарская область,Самара,Отели,,,Интер Отель,"9-я просека 5-я линия, 70, Самара 443031 Россия",53.26729,50.20262
2020-10-23,Самарская область,Тольятти,Отели,,,ШаМони,"Лесопарковое шоссе, д. 93, Тольятти 445003 Россия",53.5009,49.35785
2020-10-23,Самарская область,Самара,Отели,,,Можайский,"Студёный Овраг, 34а, Самара 443031 Россия",53.30374,50.19968
2020-10-23,Самарская область,Отрадный,Отели,,,Старый городъ,"ул. Ленина, 41, Отрадный 446300 Россия",53.37316,51.34074
2020-10-23,Самарская область,Ширяево,Отели,,,Ширвуд,"ул.Самарская 3, Ширяево 445364 Россия",53.41693,50.01558
2020-10-23,Самарская область,Тольятти,Отели,,,KvartHaus,"40 Let Pobedy No. 45, apt.131, Тольятти 445000 Россия",53.53663,49.35182
2020-10-23,Самарская область,Самара,Отели,,,Аврора,"ул. Ленинская, д. 302, Самара 443001 Россия",53.18906,50.10819
2020-10-23,Самарская область,Самара,Отели,,,Гостиница Пирамида,"ул. 4-й проезд, д. 18, Самара 443079 Россия",53.19871,50.185818
2020-10-23,Самарская область,Самара,Отели,,,Красная Глинка,"Южный пос., 36, Самара 443048 Россия",53.36457,50.18595
2020-10-23,Самарская область,Тольятти,Отели,,,Радуга,"Лесопарковое шоссе, 36, Тольятти 445003 Россия",53.5009,49.35785
2020-10-23,Самарская область,Тольятти,Отели,,,"Хостел ""Лайк""","ул. Спортивная, 6 подъезд 2/1, Тольятти 445057 Россия",53.4999,49.285736
2020-10-23,Самарская область,Самара,Отели,,,Hostel Mishka,"Chapayevskaya Str. 189 A 2nd Floor, Самара 443010 Россия",53.19876,50.10229
2020-10-23,Самарская область,Тольятти,Отели,,,Like Hostel Tolyatti,"бульвар Ленина, 21, Тольятти 445021 Россия",53.502502,49.423
2020-10-23,Самарская область,Ставропольский район,Отели,,,"Загородный гостиничный комплекс ""Подстепки Хаус""","ул, Дачная, 19б с. Подстепки, Подстёпки 445143 Россия",53.57193,49.33564
2020-10-23,Самарская область,Тольятти,Отели,,,Старт,"Федеральная трасса М5, 978 км, Тольятти Россия",53.50505,49.55231
2020-10-23,Самарская область,Тольятти,Отели,,,Холидей Хаус,"ул. Автостроителей, д. 5, Тольятти 445037 Россия",53.54773,49.33107
2020-10-23,Самарская область,Тольятти,Отели,,,База отдыха Лада,"полуостров Копылово, Тольятти Россия",53.45506,49.57386
2020-10-23,Самарская область,Безенчук,Отели,,,Вереск,"Комсомольская,  52, Безенчук 446250 Россия",52.98416,49.45009
2020-10-23,Самарская область,Самара,Отели,,,Hotel Times,"Molodogvardeyskaya Ulitsa 142/144, Самара 443010 Россия",53.19243,50.09944
2020-10-23,Самарская область,Самара,Отели,,,Парк отель Три Кота,"ул. Студеный овраг, 3 линия/118, Самара 443031 Россия",53.301434,50.201187
2020-10-23,Самарская область,Самара,Отели,,,Отель Сквер Высоцкого,"Самарская, д. 59, Самара 443020 Россия",53.18036,50.09618
2020-10-23,Самарская область,Ивашевка,Отели,,,Famili Hotel,"Trassa M5 Proyezd V Ul'yanovsk 320 km, Ивашевка 446075 Россия",53.27482,48.47683
2020-10-23,Самарская область,Красноярский район,Отели,,,Шведские дачи,"ул. Заводская, Волжский 446394 Россия",53.430717,50.09021
2020-10-23,Самарская область,Ставропольский район,Отели,,,Hotel Monastyrskaya,"Ulitsa Kazachkova 3, с. Винновка 445165 Россия",53.188335,49.688602
2020-10-23,Самарская область,Самара,Отели,,,Ostrovok Holiday Park,"Ul.Zavodskaia 21b, Pos.Volzhskii, Самара 443529 Россия",53.11675,50.05826
2020-10-23,Самарская область,Самара,Отели,,,Элизиум,"Ул. Алма-Атинская,д.268, Самара 443106 Россия",53.26779,50.25849
2020-10-23,Самарская область,Самара,Отели,,,Hotel Time Ladya,"Novo-Sadovaya Street 30, Самара 443110 Россия",53.21341,50.1349
2020-10-23,Самарская область,Ставропольский район,Отели,,,База отдыха Приволье,"Молодецкий Курган, 10а, Жигули 445163 Россия",53.406536,49.311222
2020-10-23,Самарская область,Самара,Отели,,,Радиоцентр,"ул. Техническая, 1, Самара 443122 Россия",53.26719,50.24246
2020-10-23,Самарская область,Тольятти,Отели,,,Восьмая Миля Мотель,"Трасса М5, 977 км, Тольятти Россия",53.50096,49.54344
2020-10-23,Самарская область,Тольятти,Отели,,,"Гостиница ""Звезда Жигулей""","ул. Мира, 77, Тольятти 445021 Россия",53.5058,49.3915
2020-10-23,Самарская область,Самара,Отели,,,Санаторий имени В. П. Чкалова,"Бaрбошинa полянa, 9-я просекa (Полянa им. Фрунзе), Самара 443031 Россия",53.27218,50.187428
2020-10-23,Самарская область,Тольятти,Отели,,,Чайка,"ул. Коммунистическая, 94, Тольятти 445012 Россия",53.472557,49.47931
2020-10-23,Самарская область,Самара,Отели,,,Avia,"Airport Samara, Самара 443093 Россия",53.51308,50.1568
2020-10-23,Самарская область,Самара,Отели,,,Book Hostel,"ул. Чкалова, 44, Самара 443001 Россия",53.20287,50.121376
2020-10-23,Самарская область,Самара,Отели,,,Радуга,"около пос. Прибрежный, Самара 443030 Россия",53.20334,50.15045
2020-10-23,Самарская область,Тольятти,Отели,,,Хостел ТРИП,"ул. Свердлова, дом 1В, Тольятти 445039 Россия",53.5239,49.320885
2020-10-23,Самарская область,Сызрань,Отели,,,Hotel Solo,"Образцовская 87, Сызрань 446020 Россия",53.13221,48.43919
2020-10-23,Самарская область,Тольятти,Отели,,,Тихая Гавань,"Бурлацкая, 11а, Тольятти 445091 Россия",53.453323,49.53473
2020-10-23,Самарская область,Приморский,Отели,,,Гостиница Приморье,"ул. Школьная, 12 Приморский, Приморский 445000 Россия",53.51082,49.23019
2020-10-23,Самарская область,Самара,Отели,,,Отель 24 Часа,"Ул. Советской Армии, д. 240, Самара 443011 Россия",53.238163,50.180687
2020-10-23,Самарская область,Самара,Отели,,,DAVO del KAR,"Братьев Коростелевых,  100, Самара 443041 Россия",53.18053,50.10344
2020-10-23,Самарская область,Тольятти,Отели,,,База отдыха Зеленый Берег,"Лесопарковое шоссе, 81, Тольятти 445003 Россия",53.5009,49.35785
2020-10-23,Самарская область,Тольятти,Отели,,,My Hostel,"70 лет Октября, д.26, Тольятти 445047 Россия",53.53933,49.35825
2020-10-23,Самарская область,Тольятти,Отели,,,"Мини-отель ""Эмона""","Автозаводское шоссе, д. 19, Тольятти 445004 Россия",53.54543,49.38229
2020-10-23,Самарская область,Самара,Отели,,,Гостиница Rooms на Садовой,"Садовая ул., 63, Самара 443020 Россия",53.18533,50.10299
2020-10-23,Самарская область,Самара,Отели,,,Южный ГК,"Авроры улица, д. 36, Самара 443080 Россия",53.18766,50.19046
2020-10-23,Самарская область,Самара,Отели,,,Бизнес-Отель,"ул. Урицкого, д. 19, Самара 443030 Россия",53.19255,50.12586
2020-10-23,Самарская область,Зелёновка,Отели,,,Уют,"Федеральная трасса М5 981 км, 1а, Зелёновка Россия",53.51381,49.61436
2020-10-23,Самарская область,Самара,Отели,,,Skifmusic Hostel,"ул. Буянова, 106, Самара 443001 Россия",53.18634,50.11291
2020-10-23,Самарская область,Самара,Отели,,,Камелия Хостел,"Красноармейская 60/27, Самара 443041 Россия",53.19363,50.09652
2020-10-23,Самарская область,Самара,Отели,,,Mini Studiya Istrum,"173 Proletarskaya Ulitsa, Самара 443013 Россия",53.20228,50.1563
2020-10-23,Самарская область,Новокуйбышевск,Отели,,,Янтарь,"Новокуйбышевское лесничество, 2, Новокуйбышевск 446200 Россия",53.042934,49.928
2020-10-23,Самарская область,Новокуйбышевск,Отели,,,Дубки,"Новокуйбышевское лесничество, 6, Новокуйбышевск 446200 Россия",53.0418,49.928265
2020-10-23,Самарская область,Тольятти,Отели,,,Гостевые Апартаменты Тольятти,"бульвар Ленина, д. 23, Тольятти 445021 Россия",53.50183,49.42302
2020-10-23,Самарская область,Самара,Отели,,,"База отдыха ""Ивушка""","пос. Красная Глинка, Самара Россия",53.38552,50.17065
2020-10-23,Самарская область,Самара,Отели,,,12 месяцев везения,"75 квартал пригородного лесничества, Самара 443012 Россия",53.12805,50.21946
2020-10-23,Самарская область,Сызрань,Отели,,,Гостиница Престиж,"ул. Елизарова, 49, Сызрань 446010 Россия",53.17537,48.49031
2020-10-23,Самарская область,Самара,Отели,,,У Сокольих Гор,"ул. 8 Марта, д. 8, Самара 443026 Россия",53.34351,50.21086
2020-10-23,Самарская область,Тольятти,Отели,,,Ветерок,"Бурлацкая, 23, Тольятти 445091 Россия",53.453323,49.53473
2020-10-23,Самарская область,Тольятти,Отели,,,Дубки У Валентины,"Ягодинское лесничество, 3, Ягодное, Тольятти Россия",53.57306,49.01892
2020-10-23,Самарская область,Самара,Отели,,,Заречье,"ул. Грозненская, д. 20, Самара 443004 Россия",53.11508,50.0653
2020-10-23,Самарская область,Самара,Отели,,,Визит,"3-й км Автодороги Волжский - Аэропорт, Самара 446368 Россия",53.455055,50.126247
2020-10-23,Самарская область,Самара,Отели,,,Отдых,"ул. Неверова, д. 168, Самара 443036 Россия",53.18318,50.12736
