category,city,name,region,subcategory,tags
Достопримечательности,Великий Новгород,Церковь святого великомученика Феодора Стратилата на Щиркове,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Великий Новгород,Церковь святого благоверного великого князя Александра Невского,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Великий Новгород,Белая/Алексеевская башня,Новгородская область,Достопримечательности и культурные объекты,"Исторические достопримечательности,Смотровые площадки и башни,Культурные объекты и достопримечательности"
Достопримечательности,Великий Новгород,Памятник В. И. Ленину,Новгородская область,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Великий Новгород,Церковь Прокопия,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Великий Новгород,Детский музейный центр,Новгородская область,Музеи,Специализированные музеи
Достопримечательности,Великий Новгород,Сад Бабочек,Новгородская область,Зоопарки и океанариумы,"Другие виды зоопарков и океанариумов,Зоопарки"
Достопримечательности,Старая Русса,Дом П. Гайдебурова,Новгородская область,Достопримечательности и культурные объекты,Архитектурные достопримечательности
Достопримечательности,Великий Новгород,Церковь Иоанна Богослова на Витке,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Великий Новгород,Кордегардия,Новгородская область,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Старая Русса,Церковь Сретения Господня,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Боровичский район,Памятник С. М. Кирову,Новгородская область,Достопримечательности и культурные объекты,"Памятники и статуи,Исторические достопримечательности"
Достопримечательности,Великий Новгород,Вечный огонь славы,Новгородская область,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Великий Новгород,Храм святого праведного Лазаря Четверодневного,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Великий Новгород,Новгородский Мини-Планетарий,Новгородская область,Музеи,Обсерватории и планетарии
Достопримечательности,Великий Новгород,Ледовый Дворец,Новгородская область,Развлечения и игры,Спортивные комплексы
Достопримечательности,Великий Новгород,Художник,Новгородская область,Покупки,Художественные галереи
Достопримечательности,Великий Новгород,Центр противопожарной пропаганды и общественных связей,Новгородская область,Музеи,Специализированные музеи
Достопримечательности,Великий Новгород,Церковь Климента,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Великий Новгород,Новгородская Печатня,Новгородская область,Музеи,Специализированные музеи
Достопримечательности,Развлечения в Новгородской области,Карамельный водопад,Новгородская область,Природа и парки,Водопады
Достопримечательности,Великий Новгород,Георгиевский собор,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Валдай,"""Эйфелева"" башня",Новгородская область,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Великий Новгород,Храм Христа,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Валдай,"Валдай ""Эейфелева башня""",Новгородская область,Достопримечательности и культурные объекты,Обзорные площадки
Достопримечательности,Великий Новгород,Рахманиновская скамья,Новгородская область,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Старая Русса,Памятная стела Город воинской славы,Новгородская область,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Великий Новгород,Церковь Уверения Фомы на Мячине,Новгородская область,Достопримечательности и культурные объекты,Исторические достопримечательности
Достопримечательности,Старая Русса,Памятник Ленину,Новгородская область,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Великий Новгород,Диалог,Новгородская область,Концерты и представления,Театры
Достопримечательности,Великий Новгород,Церковь Иоанна Милостивого на Мячине,Новгородская область,Достопримечательности и культурные объекты,Исторические достопримечательности
Достопримечательности,Боровичский район,Металлург,Новгородская область,Развлечения и игры,Спортивные комплексы
Достопримечательности,Великий Новгород,Волна,Новгородская область,Достопримечательности и культурные объекты,Арены и стадионы
Достопримечательности,п. Любытино,Дом-усадьба И. Л. Горемыкина,Новгородская область,Достопримечательности и культурные объекты,"Исторические достопримечательности,Архитектурные достопримечательности,Культурные объекты и достопримечательности"
Достопримечательности,Чудово,Художественная Галерея,Новгородская область,Покупки,Художественные галереи
Достопримечательности,Великий Новгород,Церковь Святого Никиты Епископа Новгородского,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Великий Новгород,Церковь Рождества Христова на Красном поле,Новгородская область,Музеи,Специализированные музеи
Достопримечательности,Великий Новгород,Памятник Новгородскому ополчению 1812 года,Новгородская область,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Великий Новгород,Церковь Покрова Пресвятой Богородицы,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Великий Новгород,Электрон,Новгородская область,Достопримечательности и культурные объекты,Арены и стадионы
Достопримечательности,Великий Новгород,"Церковь Алексия, митрополита Московского",Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Великий Новгород,Железнодорожный вокзал,Новгородская область,Достопримечательности и культурные объекты,"Исторические достопримечательности,Архитектурные достопримечательности,Культурные объекты и достопримечательности"
Достопримечательности,Великий Новгород,Церковь Никиты Мученика,Новгородская область,Достопримечательности и культурные объекты,"Исторические достопримечательности,Культурные объекты и достопримечательности"
Достопримечательности,Великий Новгород,Церковь Спаса Нерукотворного Образа,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Великий Новгород,Новгородский областной дом народного творчества,Новгородская область,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Великий Новгород,Собор Воздвижения Честного Креста Господня,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Великий Новгород,Церковь Иоанна Предтечи,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Великий Новгород,Церковь Благовещения Пресвятой Богородицы в Аркажах,Новгородская область,Достопримечательности и культурные объекты,"Церкви и соборы,Исторические музеи"
Достопримечательности,Великий Новгород,Зал воинской славы,Новгородская область,Музеи,Специализированные музеи
Достопримечательности,Великий Новгород,Церковь Николы Белого,Новгородская область,Достопримечательности и культурные объекты,Архитектурные достопримечательности
Достопримечательности,Окуловка,памятник Виктору Цою,Новгородская область,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Старая Русса,"Памятный знак курорта ""Старая Русса""",Новгородская область,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Великий Новгород,Свято-Духов монастырь,Новгородская область,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Старая Русса,Чаша на гранитном постаменте,Новгородская область,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Старая Русса,Собор Преображения Господня,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Великий Новгород,Важня,Новгородская область,Достопримечательности и культурные объекты,Архитектурные достопримечательности
Достопримечательности,Великий Новгород,Церковь Михаила Архангела на Торгу,Новгородская область,Достопримечательности и культурные объекты,"Архитектурные достопримечательности,Культурные объекты и достопримечательности,Церкви и соборы"
Достопримечательности,Великий Новгород,Церковь Успения Пресвятой Богородицы на Торгу,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Великий Новгород,Памятник Святым Петру и Февронии,Новгородская область,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Великий Новгород,Лихудов корпус,Новгородская область,Музеи,Специализированные музеи
Достопримечательности,Великий Новгород,Новгородский центр современного искусства,Новгородская область,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Великий Новгород,Государственный музей художественной культуры Новгородской земли,Новгородская область,Музеи,Музеи искусств
Достопримечательности,Великий Новгород,Музей Утюга,Новгородская область,Музеи,Специализированные музеи
Достопримечательности,Великий Новгород,Церковь Спаса Преображения,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Старая Русса,Парк Победы,Новгородская область,Природа и парки,Парки
Достопримечательности,Великий Новгород,Церковь Троицы Живоначальной,Новгородская область,Достопримечательности и культурные объекты,Архитектурные достопримечательности
Достопримечательности,Великий Новгород,Церковь Андрея Стратилата,Новгородская область,Достопримечательности и культурные объекты,"Церкви и соборы,Исторические музеи"
Достопримечательности,Великий Новгород,Скульптура Монтер и кошка,Новгородская область,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Великий Новгород,Зверин-Покровский монастырь,Новгородская область,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Великий Новгород,Церковь Дмитрия Солунского,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Старая Русса,Церковь Николая Чудотворца,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Коегоща,Усадьба Нехлюдова,Новгородская область,Достопримечательности и культурные объекты,"Архитектурные достопримечательности,Культурные объекты и достопримечательности"
Достопримечательности,Галица,Водопад на р. Прикша,Новгородская область,Природа и парки,Водопады
Достопримечательности,Валдай,Музейный колокольный центр,Новгородская область,Музеи,Специализированные музеи
Достопримечательности,Великий Новгород,Памятник Александру Невскому,Новгородская область,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Старая Русса,Церковь Святой Троицы,Новгородская область,Достопримечательности и культурные объекты,"Священные места и религиозные достопримечательности,Церкви и соборы,Культурные объекты и достопримечательности"
Достопримечательности,Великий Новгород,Башня Кокуй,Новгородская область,Музеи,Специализированные музеи
Достопримечательности,Великий Новгород,Собор рождества Богородицы Антониева монастыря,Новгородская область,Достопримечательности и культурные объекты,"Церкви и соборы,Исторические музеи"
Достопримечательности,Старая Русса,Музей романа Ф.М. Достоевского Братья Карамазовы,Новгородская область,Музеи,Специализированные музеи
Достопримечательности,Старая Русса,Железнодорожный вокзал,Новгородская область,Достопримечательности и культурные объекты,Архитектурные достопримечательности
Достопримечательности,п. Любытино,Муниципальное учреждение культуры «Любытинский краеведческий музей»,Новгородская область,Музеи,"Специализированные музеи,Исторические музеи"
Достопримечательности,Великий Новгород,Церковь святого апостола Филиппа и Николая Чудотворца,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,д. Хутынь,Церковь Варлаама Хутынского,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Валдай,Валдайский краеведческий музей,Новгородская область,Музеи,Специализированные музеи
Достопримечательности,Великий Новгород,Церковь Фёдора Стратилата на Ручью,Новгородская область,Достопримечательности и культурные объекты,Архитектурные достопримечательности
Достопримечательности,Парфинский район,Перынский скит,Новгородская область,Достопримечательности и культурные объекты,Священные места и религиозные достопримечательности
Достопримечательности,Великий Новгород,Рюриково городище,Новгородская область,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Великий Новгород,Кремлевский Пляж,Новгородская область,Природа и парки,Пляжи
Достопримечательности,Старая Русса,Старорусский краеведческий музей,Новгородская область,Музеи,Специализированные музеи
Достопримечательности,Великий Новгород,Софийская набережная,Новгородская область,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Старая Русса,Спасо-Преображенский монастырь,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Чудово,Дом-Музей Н. А. Некрасова,Новгородская область,Музеи,Специализированные музеи
Достопримечательности,Крестцы,Фабрика-Музей Крестецкая строчка,Новгородская область,Музеи,Исторические музеи
Достопримечательности,Боровичский район,Арочный Мост Белелюбского,Новгородская область,Достопримечательности и культурные объекты,"Мосты,Культурные объекты и достопримечательности"
Достопримечательности,Великий Новгород,Собор Николая Чудотворца на Ярославовом дворище,Новгородская область,Достопримечательности и культурные объекты,Архитектурные достопримечательности
Достопримечательности,Великий Новгород,Медведь на скамейке,Новгородская область,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Старая Русса,Собор Воскресения Христова,Новгородская область,Достопримечательности и культурные объекты,Церкви и соборы
