Достопримечательности,Петрозаводск,Дерево Дружбы,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Лахденпохский район,Памятник В.М. Чуйкину,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Сортавала,Памятник Погибшим Пограничникам,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Медвежьегорск,Сандармох,Республика Карелия,Достопримечательности и культурные объекты,"Исторические достопримечательности,Кладбища"
Достопримечательности,Кварцитный,Кварцитный карьер,Республика Карелия,Природа и парки,Геологические образования
Достопримечательности,Петрозаводск,Петрозаводский информационно-туристский центр,Республика Карелия,Ресурсы для путешественников,Туристические центры
Достопримечательности,Сортавала,Братская могила советских воинов,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Сортавала,Церковь Иоанна Богослова,Республика Карелия,Достопримечательности и культурные объекты,"Архитектурные достопримечательности,Священные места и религиозные достопримечательности,Церкви и соборы"
Достопримечательности,Соломенное,Чёртов стул,Республика Карелия,Природа и парки,Природные и заповедные зоны
Достопримечательности,Кондопожский район,Гирвасский разрез каньона реки Суна,Республика Карелия,Природа и парки,Природные и заповедные зоны
Достопримечательности,Костомукша,Заповедник Костомукшский,Республика Карелия,Природа и парки,Природные и заповедные зоны
Достопримечательности,Полярный Круг,"Стела ""Полярный круг""",Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Петрозаводск,Паровоз-памятник Эр 738-47,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Нильмогуба,Туристический центр Полярный круг,Республика Карелия,Ресурсы для путешественников,Туристические центры
Достопримечательности,Петрозаводск,Дом Кантеле,Республика Карелия,Достопримечательности и культурные объекты,"Архитектурные достопримечательности,Театры"
Достопримечательности,Прионежский район,Вепсский историко-этнографический музей в селе Шёлтозеро,Республика Карелия,Музеи,Специализированные музеи
Достопримечательности,Кондопожский район,Чупинский залив,Республика Карелия,Природа и парки,Водоемы
Достопримечательности,Кондопожский район,"Музей ""Валитов Камень""",Республика Карелия,Музеи,Специализированные музеи
Достопримечательности,Валаам,Скит Во имя всех святых,Республика Карелия,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Куликово,Парк Троллей,Республика Карелия,Природа и парки,Парки
Достопримечательности,Сортавала,Лётная станция 1,Республика Карелия,Достопримечательности и культурные объекты,Исторические достопримечательности
Достопримечательности,Рюттю,Белая Руна,Республика Карелия,Природа и парки,Природные и заповедные зоны
Достопримечательности,Петрозаводск,Памятник-пушка,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Хелюля,Памятник скорбящей матери,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Пряжинский район,"Высота 168,5",Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Исторические достопримечательности,Поля сражений"
Достопримечательности,Ляскеля,Ляскеля ГЭС,Республика Карелия,Природа и парки,Плотины
Достопримечательности,Петрозаводск,Памятник Танк Т-34,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Костомукша,Культурно-музейный центр,Республика Карелия,Ресурсы для путешественников,Туристические центры
Достопримечательности,Лахденпохский район,Часовня Святого Великомученика Валентина,Республика Карелия,Достопримечательности и культурные объекты,"Исторические достопримечательности,Священные места и религиозные достопримечательности"
Достопримечательности,Кондопожский район,"Дворец искусств ОАО ""Кондапога""",Республика Карелия,Достопримечательности и культурные объекты,Административные центры
Достопримечательности,Петрозаводск,Государственный музыкальный и русский театр драмы,Республика Карелия,Концерты и представления,Театры
Достопримечательности,Кижи,Церковь Преображения Господня,Республика Карелия,Достопримечательности и культурные объекты,"Исторические достопримечательности,Архитектурные достопримечательности,Церкви и соборы"
Достопримечательности,Петрозаводск,Парк «50-летия Пионерской организации»,Республика Карелия,Природа и парки,Парки
Достопримечательности,Кондопожский район,Мунозеро,Республика Карелия,Природа и парки,Водоемы
Достопримечательности,Петрозаводск,Памятник Александру Невскому,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Петрозаводск,Курган Республиканский Спортивный Комплекс Им. Федора Терентьева,Республика Карелия,Развлечения и игры,Спортивные комплексы
Достопримечательности,Интерпосёлок,Важеозерский Спасо-Преображенский мужской монастырь,Республика Карелия,Достопримечательности и культурные объекты,Священные места и религиозные достопримечательности
Достопримечательности,Петрозаводск,Дворец Бракосочетания,Республика Карелия,Достопримечательности и культурные объекты,"Исторические достопримечательности,Культурные объекты и достопримечательности,Архитектурные достопримечательности"
Достопримечательности,Петрозаводск,Детский музейный центр музея-заповедника Кижи,Республика Карелия,Музеи,Специализированные музеи
Достопримечательности,Петрозаводск,Театр кукол Республики Карелия,Республика Карелия,Концерты и представления,Театры
Достопримечательности,Мегрега,Братская могила советских воинов,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Самбатукса,Танк Т-34 и Братская могила,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Кемь,"Краеведческий музей ""Поморье",Республика Карелия,Музеи,Специализированные музеи
Достопримечательности,Петрозаводск,Колокол Чернобыля,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Мегрега,Церковь Флора и Лавра,Республика Карелия,Достопримечательности и культурные объекты,"Архитектурные достопримечательности,Священные места и религиозные достопримечательности,Церкви и соборы"
Достопримечательности,Лоухи,Озеро Паново,Республика Карелия,Природа и парки,Водоемы
Достопримечательности,Кончезеро,Церковь Троицы Живоначальной,Республика Карелия,Достопримечательности и культурные объекты,"Исторические достопримечательности,Священные места и религиозные достопримечательности"
Достопримечательности,Петрозаводск,Памятник А.С. Пушкину,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Петрозаводск,Карельский Медведь,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Шуя,Памятник В.М. Зайцеву,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Петрозаводск,Эверест Горнолыжная База,Республика Карелия,Природа и парки,"Зоны катания на беговых лыжах,Зоны катания на горных лыжах и сноубордах"
Достопримечательности,Петрозаводск,Памятник погибшим в автокатастрофе 8 июля 1990 года,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Петрозаводск,Музей геологии докембрия,Республика Карелия,Музеи,Научные музеи
Достопримечательности,Петрозаводск,Чёрный Тюльпан,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Калевала,Музей Рунопевцев,Республика Карелия,Музеи,Специализированные музеи
Достопримечательности,Петрозаводск,Памятник Трактор ТДТ-40,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Петрозаводск,Памятник Ю.В. Андропову,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Прионежский район,Долина зайцев,Республика Карелия,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Лахденпохский район,Памятник природы сосна обыкновенная,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Рубчойла,Часовня Иоанна Предтечи,Республика Карелия,Достопримечательности и культурные объекты,"Архитектурные достопримечательности,Священные места и религиозные достопримечательности,Церкви и соборы"
Достопримечательности,Петрозаводск,Памятник Г.Р. Державину,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Кондопожский район,Спасо-Преображенский храм,Республика Карелия,Достопримечательности и культурные объекты,"Культурные объекты и достопримечательности,Священные места и религиозные достопримечательности,Церкви и соборы"
Достопримечательности,Пяльма,Часовня Ильи Пророка ,Республика Карелия,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Обжа,Часовня Адриана Ондрусовского,Республика Карелия,Достопримечательности и культурные объекты,Священные места и религиозные достопримечательности
Достопримечательности,Валаам,Никольский скит Валаамского монастыря,Республика Карелия,Достопримечательности и культурные объекты,"Культурные объекты и достопримечательности,Священные места и религиозные достопримечательности"
Достопримечательности,Петрозаводск,Памятная доска Балагурову Я.А.,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Олонец,Памятник В.И. Ленину,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Петрозаводск,Часовня во имя святых апостолов Петра и Павла,Республика Карелия,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Петрозаводск,Мемориальная доска Суло Хейккиевичу Юнтунену,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Петрозаводск,Храм во имя святого великомученика Дмитрия Солунского,Республика Карелия,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Питкяранта,Церковь Вознесения Господня,Республика Карелия,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Петрозаводск,Памятный крест в память утраченных храмов,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Калевала,Сосна Лённрота,Республика Карелия,Достопримечательности и культурные объекты,"Исторические достопримечательности,Культурные объекты и достопримечательности"
Достопримечательности,Петрозаводск,Часовня во имя святых Иулии и Анны,Республика Карелия,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Петрозаводск,Храм Святого и Животворящего Духа,Республика Карелия,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Питкяранта,Пушка ЗиС-2,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Петрозаводск,Храм во имя святого великомученика Пантелеимона,Республика Карелия,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Валаам,Вознесенская часовня,Республика Карелия,Достопримечательности и культурные объекты,"Священные места и религиозные достопримечательности,Церкви и соборы"
Достопримечательности,Кондопожский район,Памятник Г. Р. Державину,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Ляскеля,Церковь Воскресения Христова,Республика Карелия,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Кондопожский район,"Ледовый Дворец ОАО ""Кондопога""",Республика Карелия,Развлечения и игры,Спортивные комплексы
Достопримечательности,Куганаволок,Храм Диодора Юрьегорского,Республика Карелия,Достопримечательности и культурные объекты,"Культурные объекты и достопримечательности,Священные места и религиозные достопримечательности,Церкви и соборы"
Достопримечательности,Рускеала,Обитель Ангелов,Республика Карелия,Музеи,Специализированные музеи
Достопримечательности,Кондопожский район,Памятник пограничникам,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Мегрега,Церковь Воскресения Христова,Республика Карелия,Достопримечательности и культурные объекты,Исторические достопримечательности
Достопримечательности,Олонец,Олонецкая Картинная Галерея,Республика Карелия,Покупки,Художественные галереи
Достопримечательности,Кемь,Собор Успения Пресвятой Богородицы,Республика Карелия,развлечения поблизости.,"Архитектурные достопримечательности,Священные места и религиозные достопримечательности"
Достопримечательности,Кондопожский район,Мемориал Великой Отечественной войне,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Кондопожский район,"Памятник крестьянам Кондопожского края, участникам войны 1812 года",Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Питкяранта,Памятник В.И. Ленину,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Петрозаводск,Корнилие-Палеостровский мужской монастырь,Республика Карелия,Достопримечательности и культурные объекты,"Исторические достопримечательности, ,Архитектурные достопримечательности,Исторические места для прогулок,Больше,Священные места и религиозные достопримечательности,Культурные объекты и достопримечательности"
Достопримечательности,Беломорск,Районный беломорский краеведческий музей,Республика Карелия,Музеи,Исторические музеи
Достопримечательности,Пряжинский район,Памятник М.В. Мелентьевой,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Сортавала,Zaliv Vakkolakhti,Республика Карелия,Природа и парки,Водоемы
Достопримечательности,д. Рауталахти,Часовня Александра Свирского,Республика Карелия,Достопримечательности и культурные объекты,Священные места и религиозные достопримечательности
Достопримечательности,Сортавала,Wish Tree,Республика Карелия,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Хелюля,Скала Паасонвуори,Республика Карелия,Природа и парки,Геологические образования
Достопримечательности,Ильинский,Никольский Адриано-Андрусовский монастырь,Республика Карелия,Достопримечательности и культурные объекты,"Культурные объекты и достопримечательности,Священные места и религиозные достопримечательности"
Достопримечательности,Сортавала,House of Merchant Siytonen,Республика Карелия,Достопримечательности и культурные объекты,"Исторические достопримечательности,Культурные объекты и достопримечательности,Архитектурные достопримечательности"
Достопримечательности,д. Рауталахти,Часовня Сергия Радонежского,Республика Карелия,Достопримечательности и культурные объекты,Священные места и религиозные достопримечательности
Достопримечательности,Хийденсельга,Mount Hiydenvuori,Республика Карелия,Природа и парки,Горы
Достопримечательности,Лахденпохский район,Часовня Георгия Победоносца,Республика Карелия,Достопримечательности и культурные объекты,Священные места и религиозные достопримечательности
Достопримечательности,Сортавала,Музей воинской славы,Республика Карелия,Музеи,Военные музеи
Достопримечательности,Сортавала,Водонапорная башня,Республика Карелия,Достопримечательности и культурные объекты,Архитектурные достопримечательности
Достопримечательности,Лумиваара,Парк дикой природы Долина Водопадов,Республика Карелия,Природа и парки,Природные и заповедные зоны
Достопримечательности,Петрозаводск,Памятник К.А. Мерецкову,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Сортавала,Пограничный камень,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Лахденпохский район,Памятник погибшим в необъявленных воинах,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Петрозаводск,Памятник М.И. Калинину,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Питкяранта,"Мемориал Советским Воинам, Братская Могила",Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Питкяранта,Братская могила,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Питкяранта,Мемориал Советским Воинам,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Петрозаводск,Памятник Активным Участникам Революции,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Кондопожский район,Памятник дорожникам,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Развлечения в Республике Карелия,Памятник Жертвам Авиакатастрофы 20 Июня 2011 Года,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Кондопожский район,Храм Рождества Пресвятой Богородицы,Республика Карелия,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Пряжинский район,Тулмозерский Чугуноплавильный Завод,Республика Карелия,Достопримечательности и культурные объекты,Архитектурные достопримечательности
Достопримечательности,Лахденпохский район,Памятник погибшим советским солдатам,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Лахденпохский район,Памятник финским воинам,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Кончезеро,Кончезерский завод,Республика Карелия,Достопримечательности и культурные объекты,"Исторические достопримечательности,Культурные объекты и достопримечательности,Архитектурные достопримечательности"
Достопримечательности,Олонец,Памятник Советским Воинам-Освободителям,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Лахденпохский район,Фундамент кирхи,Республика Карелия,Достопримечательности и культурные объекты,"Исторические достопримечательности,Культурные объекты и достопримечательности"
Достопримечательности,Пряжинский район,Часовня Рождества Пресвятой Богородицы,Республика Карелия,Достопримечательности и культурные объекты,Священные места и религиозные достопримечательности
Достопримечательности,Кончезеро,"Мемориальный знак воинам, погибшим на фронтах Великой Отечественной войны",Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Пряжинский район,Часовня Введения во храм Пресвятой Богородицы,Республика Карелия,Достопримечательности и культурные объекты,"Архитектурные достопримечательности,Священные места и религиозные достопримечательности,Церкви и соборы"
Достопримечательности,Сортавала,"Торговый центр ""Ярмарка""",Республика Карелия,Покупки,Торговые центры
Достопримечательности,Олонец,Часовня Сергия Радонежского,Республика Карелия,Достопримечательности и культурные объекты,"Культурные объекты и достопримечательности,Священные места и религиозные достопримечательности"
Достопримечательности,Сортавала,"""Свет Ладоги""",Республика Карелия,Музеи,Музеи искусств
Достопримечательности,п. Мелиоративный,Храм во имя преподобного Серафима Саровского,Республика Карелия,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Пинь-Губа,Ялгора,Республика Карелия,Природа и парки,Зоны катания на горных лыжах и сноубордах
Достопримечательности,Петрозаводск,Дерево желаний,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Петрозаводск,"Скульптура ""Спящая красавица""",Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Рабочеостровск,Церковь Троицы Живоначальной,Республика Карелия,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Петрозаводск,Тюбингенское панно,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Петрозаводск,Скульптура Место встречи,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Ляскеля,водопад Лескеля,Республика Карелия,Природа и парки,Водопады
Достопримечательности,Пряжинский район,Братская Могила Советских Воинов,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Исторические достопримечательности,Кладбища"
Достопримечательности,Петрозаводск,Памятник солдатским матерям России,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Петрозаводск,Памятник Николаю Григорьеву,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Ляскеля,Церковь Михаила Архангела,Республика Карелия,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Сортавала,Dom so Shpritsem,Республика Карелия,Достопримечательности и культурные объекты,"Исторические достопримечательности,Культурные объекты и достопримечательности,Архитектурные достопримечательности"
Достопримечательности,Петрозаводск,Памятник гигантскому комару,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Петрозаводск,Скульптура Освобождение солнца,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Сортавала,,Республика Карелия,Достопримечательности и культурные объекты,"Исторические достопримечательности,Культурные объекты и достопримечательности,Архитектурные достопримечательности"
Достопримечательности,Петрозаводск,Скульптура Комар,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Сортавала,Отделение почтовой связи № 186790,Республика Карелия,Достопримечательности и культурные объекты,"Исторические достопримечательности,Культурные объекты и достопримечательности,Архитектурные достопримечательности"
Достопримечательности,Сортавала,Дом Леандера,Республика Карелия,Достопримечательности и культурные объекты,"Исторические достопримечательности,Культурные объекты и достопримечательности,Архитектурные достопримечательности"
Достопримечательности,Сортавала,Памятник советскому солдату,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Сортавала,Площадь Кирова,Республика Карелия,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Сортавала,Sortavaly Embankment,Республика Карелия,Достопримечательности и культурные объекты,Пирсы и пляжные променады
Достопримечательности,д. Рауталахти,Церковь Сергия и Германа Валаамских,Республика Карелия,Достопримечательности и культурные объекты,Церкви и соборы
Достопримечательности,Сортавала,Здание бывшего управления православной церкви Финляндии,Республика Карелия,Достопримечательности и культурные объекты,Архитектурные достопримечательности
Достопримечательности,Петрозаводск,Фонтан Молекула,Республика Карелия,Достопримечательности и культурные объекты,Фонтаны
Достопримечательности,Валаам,Гефсиманский скит,Республика Карелия,Достопримечательности и культурные объекты,"Священные места и религиозные достопримечательности,Церкви и соборы"
Достопримечательности,Петрозаводск,Памятник Кошелек удачи,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Сортавала,Karelian Bridge,Республика Карелия,Достопримечательности и культурные объекты,"Исторические достопримечательности,Культурные объекты и достопримечательности,Архитектурные достопримечательности"
Достопримечательности,Сортавала,Залив Ляппяярви,Республика Карелия,Природа и парки,Водоемы
Достопримечательности,Кондопожский район,Памятник В.И. Ленину,Республика Карелия,Достопримечательности и культурные объекты,"Памятники и статуи,Культурные объекты и достопримечательности"
Достопримечательности,Пудож,Пудожский историко-краеведческий музей,Республика Карелия,Музеи,Исторические музеи
Достопримечательности,Пряжинский район,Церковь Покрова Пресвятой Богородицы,Республика Карелия,Достопримечательности и культурные объекты,"Архитектурные достопримечательности,Священные места и религиозные достопримечательности,Церкви и соборы"
Достопримечательности,Питкяранта,Мемориал Великой Отечественной войны,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Валаам,Владимирский скит Валаамского монастыря,Республика Карелия,Достопримечательности и культурные объекты,"Культурные объекты и достопримечательности,Священные места и религиозные достопримечательности"
Достопримечательности,Петрозаводск,Историко-этнографический музей Золотой ручей,Республика Карелия,Музеи,"Исторические музеи,Специализированные музеи"
Достопримечательности,Петрозаводск,Храм во имя святых Царственных новомучеников,Республика Карелия,Достопримечательности и культурные объекты,Культурные объекты и достопримечательности
Достопримечательности,Олонец,Памятник военным лётчикам - участникам Свирско-Петрозаводской операции,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Петрозаводск,Памятник А.М. Лисицыной,Республика Карелия,Достопримечательности и культурные объекты,Памятники и статуи
Достопримечательности,Валаам,Спасо-Преображенский собор,Республика Карелия,Достопримечательности и культурные объекты,Церкви и соборы
